3.279230668999999931e+00,3.271955726999999925e+00,3.509795664999999953e+00,2.948709900999999967e+00,3.289163170000000136e+00
3.279230668999999931e+00,3.271955726999999925e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
3.279230668999999931e+00,3.271955726999999925e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
3.243585949999999940e+00,3.271955726999999925e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
3.243585949999999940e+00,3.271955726999999925e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
3.243585949999999940e+00,3.271955726999999925e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
3.243585949999999940e+00,3.271955726999999925e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
3.243585949999999940e+00,2.953521500999999994e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
3.243585949999999940e+00,2.953521500999999994e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
3.243585949999999940e+00,2.953521500999999994e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
3.243585949999999940e+00,2.953521500999999994e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
3.243585949999999940e+00,2.953521500999999994e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
3.243585949999999940e+00,2.953521500999999994e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
2.897769727000000017e+00,2.953521500999999994e+00,3.076063964999999900e+00,2.948709900999999967e+00,2.808329269000000128e+00
2.897769727000000017e+00,2.871204124000000135e+00,2.818927990999999800e+00,2.948709900999999967e+00,2.808329269000000128e+00
2.897769727000000017e+00,2.871204124000000135e+00,2.818927990999999800e+00,2.948709900999999967e+00,2.808329269000000128e+00
