busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_async,loader_async_threads,loader_batch_size,loader_pes_per_node,loader_progress_thread,pep_ibatch_size,pep_no_preloading,pep_no_rdma,pep_num_threads,pep_obatch_size,pep_pes_per_node,pep_progress_thread,job_id,objective,timestamp_submit,timestamp_gather,timestamp_start,timestamp_end
True,12,12,22,39,32,fifo,True,True,11,1476,2,False,832,False,True,21,210,4,False,1,-4.873518567829834,0.055451154708862305,0.0634160041809082,0.05549001693725586,0.06329703330993652
True,13,6,17,54,16,fifo_wait,True,True,5,193,16,True,349,False,False,18,229,32,False,2,-3.509795665497463,0.18346190452575684,0.19177913665771484,0.18349790573120117,0.1916520595550537
False,15,13,6,36,16,fifo,True,True,7,1770,8,True,10,False,True,14,254,32,False,3,-3.7132832408309078,0.3269309997558594,0.33505797386169434,0.3269648551940918,0.3349287509918213
True,5,1,13,23,32,fifo_wait,False,True,13,49,4,False,76,True,True,4,239,4,False,4,-4.362477563405376,0.45485687255859375,0.4627377986907959,0.4548931121826172,0.4626190662384033
True,7,13,24,29,4,fifo,True,True,17,246,2,False,75,False,False,9,36,32,False,5,-4.295968824754549,0.582935094833374,0.5909271240234375,0.5829718112945557,0.5908050537109375
False,1,10,18,48,1,fifo,True,False,35,105,16,False,92,False,True,5,25,16,False,6,-4.332552967900931,0.7105469703674316,0.7184250354766846,0.7105820178985596,0.7183070182800293
True,16,2,11,36,8,fifo,True,True,33,924,16,True,23,True,False,15,490,32,False,7,-4.33950954679147,0.8560450077056885,0.8641629219055176,0.8560819625854492,0.8640429973602295
False,7,2,4,51,2,fifo_wait,False,False,24,79,2,True,197,False,False,6,183,16,True,8,-4.4337883910162095,0.9835188388824463,0.9916839599609375,0.9835538864135742,0.9915609359741211
True,8,14,30,40,4,fifo_wait,False,False,20,113,2,False,244,False,True,11,186,2,True,9,-4.675203147657737,1.112414836883545,1.1205589771270752,1.1124520301818848,1.120426893234253
False,11,12,15,33,8,fifo,False,True,61,2042,2,False,41,False,False,22,128,32,True,10,-4.5160600612322686,1.2399909496307373,1.2478179931640625,1.2400271892547607,1.2476961612701416
False,11,2,21,56,16,fifo_wait,True,True,10,10,16,True,1024,False,True,28,1024,8,False,11,-5.104243674022385,1.8115577697753906,1.81955885887146,1.8116068840026855,1.8194279670715332
True,4,5,19,41,8,fifo_wait,True,True,10,10,16,True,1024,False,True,23,1024,32,False,12,-5.158065610288305,2.3741607666015625,2.3819687366485596,2.3742120265960693,2.3818469047546387
True,16,15,4,46,32,fifo_wait,True,True,10,15,8,True,1024,False,False,7,1024,32,False,13,-4.996775551278032,2.9545400142669678,2.9623749256134033,2.9545888900756836,2.9622530937194824
True,4,16,15,55,8,fifo_wait,False,True,10,96,16,True,1024,False,False,9,1024,32,False,14,-3.7360996120016754,3.5277187824249268,3.535590887069702,3.5277669429779053,3.5354700088500977
True,12,11,6,34,8,fifo_wait,True,True,10,12,16,True,1024,False,False,11,1024,32,False,15,-4.9706909128705785,4.097975969314575,4.106060981750488,4.098024845123291,4.10592794418335
False,15,6,17,60,16,fifo_wait,False,True,10,397,8,True,1024,False,True,14,1024,32,False,16,-3.863307974860266,4.692492961883545,4.700628995895386,4.692541837692261,4.7005088329315186
True,12,6,14,60,32,fifo_wait,True,False,10,95,16,True,1024,False,False,17,1024,8,False,17,-3.997562852775226,5.266062021255493,5.27419114112854,5.266110897064209,5.274060010910034
True,12,1,6,62,8,fifo_wait,True,True,10,203,16,True,1024,False,False,30,1024,32,False,18,-3.931752205433261,5.865167140960693,5.873319864273071,5.865216016769409,5.873190879821777
True,12,1,20,8,16,fifo_wait,True,True,10,67,16,True,1024,False,False,8,1024,32,False,19,-4.5265188316077305,6.44018292427063,6.448040008544922,6.440231800079346,6.447917938232422
True,14,3,16,50,8,fifo_wait,True,True,10,1333,1,True,1024,False,False,14,1024,32,False,20,-4.862707848128737,7.038693189620972,7.046855926513672,7.038743019104004,7.046706914901733
False,13,12,20,56,16,fifo_wait,True,True,10,20,16,True,1024,False,True,8,1024,32,False,21,-4.948286336569753,7.614928960800171,7.622710943222046,7.614978075027466,7.622591018676758
True,9,10,11,40,8,fifo_wait,True,True,10,32,16,True,1024,False,True,26,1024,16,False,22,-4.864965217585964,8.215905904769897,8.223798036575317,8.215953826904297,8.22367787361145
False,15,6,14,48,32,fifo_wait,True,False,10,10,16,True,1024,False,False,20,1024,32,False,23,-5.056992218560768,8.802075147628784,8.81000804901123,8.802124977111816,8.80988597869873
False,14,1,1,56,4,fifo_wait,True,True,10,531,8,True,1024,False,False,11,1024,32,False,24,-3.7789619072938736,9.388500928878784,9.396520853042603,9.388550758361816,9.396397113800049
True,16,10,17,62,8,fifo_wait,True,False,10,218,16,True,1024,False,False,25,1024,16,False,25,-4.1652842991795955,9.987474918365479,9.995328903198242,9.987524032592773,9.995206832885742
True,14,12,6,61,16,fifo_wait,False,True,10,10,16,True,1024,False,False,21,1024,32,False,26,-5.063958319735688,10.579240798950195,10.587508916854858,10.579291105270386,10.58738088607788
True,15,11,8,54,8,fifo_wait,True,True,10,698,8,True,1024,False,False,19,1024,32,True,27,-3.764562356611302,11.182691097259521,11.190798997879028,11.182739973068237,11.190676927566528
