busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_batch_size,loader_pes_per_node,loader_progress_thread,loader_async,loader_async_threads,pep_progress_thread,pep_num_threads,pep_ibatch_size,pep_obatch_size,pep_pes_per_node,pep_no_preloading,pep_no_rdma,scale,enable_pep,more_params,objective,elapsed_sec
False,2,15,16,37,16,fifo,True,1543,16,True,True,4,True,20,330,811,1,False,True,8,True,True,4.4445261610045925,88.23397588729858
False,4,10,4,13,4,fifo,True,612,2,False,False,28,True,19,171,288,1,True,True,8,True,True,5.123878260727311,256.3514664173126
False,12,6,27,61,32,fifo,True,1277,4,True,True,18,False,8,429,567,8,False,False,8,True,True,4.581725382830646,355.4610528945923
True,7,13,19,40,2,fifo_wait,True,1947,8,False,False,60,False,26,731,334,32,False,False,8,True,True,4.173961688279239,420.5267300605774
False,7,12,20,22,32,fifo_wait,False,784,16,False,True,50,False,24,954,490,4,False,False,8,True,True,4.43942768898724,505.3671720027923
True,4,4,30,7,2,fifo_wait,False,217,8,False,False,32,True,1,31,643,8,True,False,8,True,True,5.07008780217628,664.675993680954
True,9,5,2,2,16,fifo_wait,False,1701,4,False,True,41,True,29,219,996,16,True,True,8,True,True,4.982394520249133,810.5319640636444
True,14,7,24,47,8,fifo,False,156,2,True,True,20,True,11,518,887,4,True,False,8,True,True,5.055717383241403,967.5784821510316
False,15,1,13,25,4,fifo_wait,True,992,1,True,False,8,False,5,917,34,2,True,True,8,True,True,5.374278927132413,1183.4925966262815
True,11,9,8,53,1,fifo,False,1048,1,True,False,53,False,15,628,187,32,False,True,8,True,True,5.0211522196996885,1335.208219051361
False,5,4,31,24,2,fifo_wait,True,667,16,False,True,31,True,30,74,551,4,False,False,8,True,True,4.328905736433539,1458.5446529388428
True,3,4,31,31,4,fifo,True,2038,16,False,True,61,False,28,697,49,32,True,True,8,True,True,4.653817851475721,1617.4937853813171
True,12,3,20,47,2,fifo,True,301,16,False,False,57,False,14,741,912,16,False,False,8,True,True,4.400842547491177,1733.9151635169983
False,8,12,30,21,16,fifo_wait,True,2002,16,True,False,46,False,31,45,417,32,False,False,8,True,True,4.274239043451099,1846.7858729362488
True,9,15,20,22,1,fifo,True,1443,16,False,True,23,True,27,267,731,16,False,False,8,True,True,4.428509250329156,1972.448520898819
False,11,9,28,49,1,fifo_wait,True,1458,16,False,True,59,False,25,845,986,8,False,False,8,True,True,4.288276065244723,2059.02348613739
False,1,5,32,35,1,fifo,False,1920,16,True,False,62,True,15,209,726,4,False,False,8,True,True,4.181243951795372,2144.8039824962616
True,3,13,7,57,1,fifo_wait,True,287,16,True,False,51,True,21,936,406,4,False,False,8,True,True,4.527706615926662,2260.8359792232513
