busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_batch_size,loader_pes_per_node,loader_progress_thread,loader_async,loader_async_threads,pep_progress_thread,pep_num_threads,pep_ibatch_size,pep_obatch_size,pep_pes_per_node,pep_no_preloading,pep_no_rdma,scale,enable_pep,more_params,objective,elapsed_sec
True,6,10,7,23,4,fifo_wait,False,276,16,True,True,2,True,21,61,126,8,False,False,4,True,True,3.677205710252861,42.32415437698364
True,9,12,16,51,1,fifo_wait,True,663,8,True,True,3,True,12,157,706,32,False,False,4,True,True,3.279230668863591,68.96563577651978
False,4,14,24,22,2,fifo_wait,True,498,4,True,True,14,True,7,197,155,32,False,False,4,True,True,3.8869414980502937,118.9906404018402
False,8,15,11,55,32,fifo_wait,True,103,8,False,True,5,True,2,323,189,16,False,False,4,True,True,3.602845406869984,155.77823615074158
False,10,15,15,30,2,fifo,False,1216,4,True,True,20,True,28,11,80,8,False,False,4,True,True,4.290748621608433,228.9369237422943
True,12,4,25,20,16,fifo_wait,True,691,4,True,False,41,True,13,142,94,4,True,False,4,True,True,4.66069253070346,334.8033094406128
False,16,3,24,36,32,fifo_wait,True,65,16,False,True,17,False,27,74,62,32,False,True,4,True,True,4.214133478972737,402.56294536590576
True,2,2,7,8,32,fifo_wait,False,15,8,True,True,5,True,4,18,24,4,True,True,4,True,True,4.631930047379251,505.464248418808
True,6,1,25,24,2,fifo_wait,False,448,1,True,True,36,True,8,131,340,16,False,False,4,True,True,4.590728565817811,604.1843111515045
True,11,8,1,52,32,fifo_wait,False,110,16,False,True,15,False,10,9,12,32,False,False,4,True,True,4.006991061946855,659.2812886238098
False,4,9,4,7,4,fifo_wait,True,26,16,True,False,3,True,18,76,762,1,False,False,4,True,True,5.2898844760438735,863.1959886550903
False,2,10,22,36,8,fifo_wait,True,632,2,False,True,62,True,11,434,902,1,False,True,4,True,True,4.726190105735237,980.5245139598846
False,14,13,12,58,1,fifo_wait,False,1551,1,False,True,3,True,17,826,225,1,True,False,4,True,True,5.187444775312164,1164.0387380123138
True,8,8,12,62,32,fifo,False,630,16,True,False,49,True,26,799,531,32,False,True,4,True,True,4.176971827257476,1233.918836593628
True,16,14,12,11,8,fifo_wait,False,1323,1,False,False,62,True,4,816,313,32,False,False,4,True,True,4.999277537446926,1387.1158411502838
True,3,13,31,48,8,fifo,False,924,16,False,True,18,True,6,483,573,8,False,False,4,True,True,3.661852727101807,1430.5784676074982
True,5,12,28,61,8,fifo_wait,False,1401,16,False,True,53,True,4,723,659,1,False,True,4,True,True,4.297619099600068,1508.670866727829
False,11,13,26,61,4,fifo_wait,False,1497,16,True,True,12,False,26,87,773,8,True,False,4,True,True,4.619864626122819,1614.9176335334778
