busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_batch_size,loader_pes_per_node,loader_progress_thread,scale,enable_pep,more_params,objective,elapsed_sec
False,12,9,21,40,32,fifo_wait,False,299,16,False,4,False,False,2.934840869323799,3.4613137245178223
False,6,9,31,32,32,fifo_wait,True,39,16,False,4,False,False,3.40486740053551,4.515268802642822
False,3,14,15,13,16,fifo_wait,True,1273,16,True,4,False,False,2.7338674344420086,6.795440912246704
False,8,2,13,17,8,fifo,True,553,8,False,4,False,False,2.867539224442708,7.829758405685425
True,14,15,2,26,2,fifo,False,272,4,True,4,False,False,3.515063199097649,8.863876104354858
True,14,13,7,12,4,fifo_wait,False,37,16,False,4,False,False,3.821100996515299,9.897866487503052
True,1,10,26,1,1,fifo,True,340,8,False,4,False,False,3.580448842765899,10.932018995285034
True,11,13,4,17,2,fifo,True,62,16,False,4,False,False,3.601947189594841,11.966066598892212
True,15,3,17,20,16,fifo,False,101,8,False,4,False,False,3.4175935738871557,13.000426054000854
True,15,12,26,57,16,fifo_wait,True,1560,4,False,4,False,False,3.6223789649821216,14.03516125679016
False,8,4,25,6,4,fifo,False,2026,8,True,4,False,False,3.1450749386519763,17.712290287017822
False,1,12,4,35,4,fifo,False,1737,2,True,4,False,False,3.9461450293978024,21.365525722503666
False,8,1,6,54,8,fifo,False,1125,4,False,4,False,False,3.3644492362838543,25.047687530517575
False,14,9,19,38,2,fifo,False,2002,4,False,4,False,False,3.3016211094264505,29.012505292892456
False,16,15,8,60,32,fifo,True,1456,2,False,4,False,False,4.599079795595417,32.701833724975586
False,10,1,15,22,1,fifo_wait,False,1862,1,True,4,False,False,4.578318867119879,36.37779974937439
False,10,1,14,18,8,fifo,False,548,16,True,4,False,False,2.767387653708737,40.05092740058899
False,14,9,29,62,2,fifo_wait,False,1679,16,True,4,False,False,2.401217484279189,43.72621703147888
False,5,13,2,61,2,fifo_wait,False,1471,16,True,4,False,False,2.4232860530826867,47.42358040809631
False,4,3,2,13,16,fifo,False,366,16,True,4,False,False,2.971214372953375,51.14155077934265
False,11,16,30,54,16,fifo_wait,False,40,16,True,4,False,False,3.853474276770992,54.81553268432617
True,7,5,6,56,1,fifo_wait,False,1990,16,True,4,False,False,2.4867348510755822,58.65819692611694
False,2,3,14,61,16,fifo,False,1917,16,True,4,False,False,2.7114648999569217,62.754263162612915
False,3,2,29,44,2,fifo_wait,False,1928,16,False,4,False,False,2.4431596738013046,66.97121858596802
False,12,4,15,58,32,fifo_wait,True,1240,16,True,4,False,False,2.741031425664058,70.77887988090515
False,10,7,4,61,2,fifo,False,11,16,True,4,False,False,5.280723142214262,74.60950374603271
False,7,16,21,56,32,fifo_wait,False,716,16,False,4,False,False,3.278066063247177,78.34747886657715
False,15,2,29,7,32,fifo_wait,False,532,8,False,4,False,False,3.345044496045606,82.06815886497498
False,12,2,7,43,1,fifo,True,1224,16,True,4,False,False,2.6074051301673293,85.78176808357239
False,4,1,27,36,4,fifo_wait,True,915,16,False,4,False,False,2.4209285969950303,89.56004571914673
True,12,12,31,6,4,fifo,True,1903,16,True,4,False,False,2.795769149597282,93.40264773368835
True,6,14,24,16,1,fifo,True,1115,16,True,4,False,False,2.6755954342126036,97.33499646186829
False,16,1,27,52,2,fifo,True,906,16,True,4,False,False,2.509747866232569,101.14813899993896
True,7,10,7,48,16,fifo_wait,False,2044,16,False,4,False,False,2.617167598486832,105.01488661766052
True,2,15,14,52,1,fifo_wait,True,1931,16,False,4,False,False,2.5212205472592437,108.81380200386047
False,15,4,7,58,4,fifo,True,986,16,True,4,False,False,2.434310451932506,112.60578227043152
True,5,1,8,3,16,fifo_wait,True,1778,16,True,4,False,False,2.7372075135278453,116.35085892677309
True,7,1,29,5,2,fifo,False,1820,16,False,4,False,False,2.831470404965204,120.23758006095886
False,5,4,29,54,1,fifo,False,676,16,True,4,False,False,2.6756223443148746,124.001708984375
False,7,11,30,60,1,fifo_wait,True,949,16,True,4,False,False,2.618512007688879,127.93147540092468
False,5,2,24,62,1,fifo_wait,False,1050,16,True,4,False,False,2.6498385658582,131.88109374046326
True,9,7,3,9,2,fifo,False,1355,16,True,4,False,False,2.5632143809879713,135.57225918769836
True,4,5,32,47,32,fifo_wait,False,1694,16,False,4,False,False,2.6791249480081936,139.26799941062927
False,4,5,26,54,4,fifo,True,17,1,True,4,False,False,5.46228988981015,143.07727551460266
True,13,4,13,63,1,fifo,False,763,16,False,4,False,False,2.6966824993016703,146.83524203300476
True,11,3,27,11,1,fifo,True,759,16,True,4,False,False,2.951139016475886,150.79394841194153
False,9,1,11,32,1,fifo,False,1156,16,True,4,False,False,2.5914707665521277,154.56325554847717
True,3,10,9,50,2,fifo,False,982,16,True,4,False,False,2.4618332497435933,158.4983627796173
True,2,5,29,35,1,fifo,True,703,8,False,4,False,False,2.9184010078887637,162.39233708381653
True,1,15,29,63,1,fifo_wait,False,2008,4,False,4,False,False,3.3440375243325473,166.67505741119385
True,12,1,5,3,32,fifo,False,1506,16,True,4,False,False,3.153393580441519,170.5439350605011
True,13,15,25,41,4,fifo,False,869,16,False,4,False,False,2.4893280524228523,174.38551211357117
False,16,16,20,54,16,fifo,True,1662,16,False,4,False,False,2.8334174827316394,178.19168734550476
