prefetch,strategy_block,strategy_loop,strategy_routine,strategy_trace,stores_always,stores_auto,stores_never,level,factor,limit,jump_default,jump_large,jump_never,unroll,matmul,ExecTime
0,0,1,0,0,1,0,0,1,100,2048,0,0,1,0.0,0.0,8.85
0,0,1,0,0,1,0,0,1,100,2048,0,0,1,0.0,1.0,9.21
0,0,1,0,0,1,0,0,1,100,2048,0,0,1,1.0,0.0,9.26
0,0,1,0,0,1,0,0,1,100,2048,0,0,1,1.0,1.0,8.76
0,0,1,0,0,1,0,0,1,100,2048,1,0,0,0.0,0.0,8.91
0,0,1,0,0,1,0,0,1,100,2048,1,0,0,0.0,1.0,8.91
0,0,1,0,0,1,0,0,1,100,2048,1,0,0,1.0,0.0,8.79
0,0,1,0,0,1,0,0,1,100,2048,1,0,0,1.0,1.0,8.88
0,0,1,0,0,1,0,0,1,100,2048,0,1,0,0.0,0.0,8.88
0,0,1,0,0,1,0,0,1,100,2048,0,1,0,0.0,1.0,8.81
0,0,1,0,0,1,0,0,1,100,2048,0,1,0,1.0,0.0,8.96
0,0,1,0,0,1,0,0,1,100,2048,0,1,0,1.0,1.0,8.97
0,0,1,0,0,1,0,0,1,200,8,0,0,1,0.0,0.0,10.9
0,0,1,0,0,1,0,0,1,200,8,0,0,1,0.0,1.0,10.79
0,0,1,0,0,1,0,0,1,200,8,0,0,1,1.0,0.0,10.69
0,0,1,0,0,1,0,0,1,200,8,0,0,1,1.0,1.0,10.58
0,0,1,0,0,1,0,0,1,200,8,1,0,0,0.0,0.0,10.62
0,0,1,0,0,1,0,0,1,200,8,1,0,0,0.0,1.0,10.81
0,0,1,0,0,1,0,0,1,200,8,1,0,0,1.0,0.0,10.67
0,0,1,0,0,1,0,0,1,200,8,1,0,0,1.0,1.0,11.31
0,0,1,0,0,1,0,0,1,200,8,0,1,0,0.0,0.0,10.62
0,0,1,0,0,1,0,0,1,200,8,0,1,0,0.0,1.0,10.71
0,0,1,0,0,1,0,0,1,200,8,0,1,0,1.0,0.0,10.94
0,0,1,0,0,1,0,0,1,200,8,0,1,0,1.0,1.0,10.78
0,0,1,0,0,1,0,0,1,200,32,0,0,1,0.0,0.0,11.12
0,0,1,0,0,1,0,0,1,200,32,0,0,1,0.0,1.0,11.16
0,0,1,0,0,1,0,0,1,200,32,0,0,1,1.0,0.0,11.02
0,0,1,0,0,1,0,0,1,200,32,0,0,1,1.0,1.0,10.94
0,0,1,0,0,1,0,0,1,200,32,1,0,0,0.0,0.0,11.37
0,0,1,0,0,1,0,0,1,200,32,1,0,0,0.0,1.0,11.52
0,0,1,0,0,1,0,0,1,200,32,1,0,0,1.0,0.0,12.19
0,0,1,0,0,1,0,0,1,200,32,1,0,0,1.0,1.0,11.12
0,0,1,0,0,1,0,0,1,200,32,0,1,0,0.0,0.0,11.09
0,0,1,0,0,1,0,0,1,200,32,0,1,0,0.0,1.0,11.31
0,0,1,0,0,1,0,0,1,200,32,0,1,0,1.0,0.0,11.25
0,0,1,0,0,1,0,0,1,200,32,0,1,0,1.0,1.0,11.13
0,0,1,0,0,1,0,0,1,200,128,0,0,1,0.0,0.0,10.93
0,0,1,0,0,1,0,0,1,200,128,0,0,1,0.0,1.0,10.96
0,0,1,0,0,1,0,0,1,200,128,0,0,1,1.0,0.0,10.73
0,0,1,0,0,1,0,0,1,200,128,0,0,1,1.0,1.0,10.93
0,0,1,0,0,1,0,0,1,200,128,1,0,0,0.0,0.0,10.82
0,0,1,0,0,1,0,0,1,200,128,1,0,0,0.0,1.0,11.08
0,0,1,0,0,1,0,0,1,200,128,1,0,0,1.0,0.0,10.98
0,0,1,0,0,1,0,0,1,200,128,1,0,0,1.0,1.0,11.28
0,0,1,0,0,1,0,0,1,200,128,0,1,0,0.0,0.0,11.53
0,0,1,0,0,1,0,0,1,200,128,0,1,0,0.0,1.0,11.2
0,0,1,0,0,1,0,0,1,200,128,0,1,0,1.0,0.0,10.58
0,0,1,0,0,1,0,0,1,200,128,0,1,0,1.0,1.0,10.82
0,0,1,0,0,1,0,0,1,200,512,0,0,1,0.0,0.0,9.07
0,0,1,0,0,1,0,0,1,200,512,0,0,1,0.0,1.0,8.88
0,0,1,0,0,1,0,0,1,200,512,0,0,1,1.0,0.0,8.85
0,0,1,0,0,1,0,0,1,200,512,0,0,1,1.0,1.0,8.79
0,0,1,0,0,1,0,0,1,200,512,1,0,0,0.0,0.0,9.04
0,0,1,0,0,1,0,0,1,200,512,1,0,0,0.0,1.0,8.9
0,0,1,0,0,1,0,0,1,200,512,1,0,0,1.0,0.0,8.88
0,0,1,0,0,1,0,0,1,200,512,1,0,0,1.0,1.0,9.09
0,0,1,0,0,1,0,0,1,200,512,0,1,0,0.0,0.0,8.92
0,0,1,0,0,1,0,0,1,200,512,0,1,0,0.0,1.0,8.75
0,0,1,0,0,1,0,0,1,200,512,0,1,0,1.0,0.0,9.28
0,0,1,0,0,1,0,0,1,200,512,0,1,0,1.0,1.0,8.98
0,0,1,0,0,1,0,0,1,200,2048,0,0,1,0.0,0.0,9.01
0,0,1,0,0,1,0,0,1,200,2048,0,0,1,0.0,1.0,8.82
0,0,1,0,0,1,0,0,1,200,2048,0,0,1,1.0,0.0,9.01
0,0,1,0,0,1,0,0,1,200,2048,0,0,1,1.0,1.0,9.02
0,0,1,0,0,1,0,0,1,200,2048,1,0,0,0.0,0.0,8.88
0,0,1,0,0,1,0,0,1,200,2048,1,0,0,0.0,1.0,8.89
0,0,1,0,0,1,0,0,1,200,2048,1,0,0,1.0,0.0,8.85
0,0,1,0,0,1,0,0,1,200,2048,1,0,0,1.0,1.0,8.97
0,0,1,0,0,1,0,0,1,200,2048,0,1,0,0.0,0.0,8.91
0,0,1,0,0,1,0,0,1,200,2048,0,1,0,0.0,1.0,8.88
0,0,1,0,0,1,0,0,1,200,2048,0,1,0,1.0,0.0,9.0
0,0,1,0,0,1,0,0,1,200,2048,0,1,0,1.0,1.0,8.7
0,0,1,0,0,1,0,0,1,400,8,0,0,1,0.0,0.0,10.75
0,0,1,0,0,1,0,0,1,400,8,0,0,1,0.0,1.0,10.7
0,0,1,0,0,1,0,0,1,400,8,0,0,1,1.0,0.0,10.78
0,0,1,0,0,1,0,0,1,400,8,0,0,1,1.0,1.0,10.65
0,0,1,0,0,1,0,0,1,400,8,1,0,0,0.0,0.0,10.63
0,0,1,0,0,1,0,0,1,400,8,1,0,0,0.0,1.0,10.7
0,0,1,0,0,1,0,0,1,400,8,1,0,0,1.0,0.0,10.88
0,0,1,0,0,1,0,0,1,400,8,1,0,0,1.0,1.0,10.78
0,0,1,0,0,1,0,0,1,400,8,0,1,0,0.0,0.0,10.62
0,0,1,0,0,1,0,0,1,400,8,0,1,0,0.0,1.0,10.65
0,0,1,0,0,1,0,0,1,400,8,0,1,0,1.0,0.0,10.78
0,0,1,0,0,1,0,0,1,400,8,0,1,0,1.0,1.0,11.12
0,0,1,0,0,1,0,0,1,400,32,0,0,1,0.0,0.0,10.97
0,0,1,0,0,1,0,0,1,400,32,0,0,1,0.0,1.0,11.07
0,0,1,0,0,1,0,0,1,400,32,0,0,1,1.0,0.0,11.03
0,0,1,0,0,1,0,0,1,400,32,0,0,1,1.0,1.0,11.02
0,0,1,0,0,1,0,0,1,400,32,1,0,0,0.0,0.0,11.31
0,0,1,0,0,1,0,0,1,400,32,1,0,0,0.0,1.0,11.1
0,0,1,0,0,1,0,0,1,400,32,1,0,0,1.0,0.0,10.9
0,0,1,0,0,1,0,0,1,400,32,1,0,0,1.0,1.0,11.1
0,0,1,0,0,1,0,0,1,400,32,0,1,0,0.0,0.0,11.76
0,0,1,0,0,1,0,0,1,400,32,0,1,0,0.0,1.0,11.06
0,0,1,0,0,1,0,0,1,400,32,0,1,0,1.0,0.0,11.29
0,0,1,0,0,1,0,0,1,400,32,0,1,0,1.0,1.0,11.15
0,0,1,0,0,1,0,0,1,400,128,0,0,1,0.0,0.0,10.95
0,0,1,0,0,1,0,0,1,400,128,0,0,1,0.0,1.0,10.92
0,0,1,0,0,1,0,0,1,400,128,0,0,1,1.0,0.0,10.94
0,0,1,0,0,1,0,0,1,400,128,0,0,1,1.0,1.0,10.96
0,0,1,0,0,1,0,0,1,400,128,1,0,0,0.0,0.0,10.99
0,0,1,0,0,1,0,0,1,400,128,1,0,0,0.0,1.0,11.19
0,0,1,0,0,1,0,0,1,400,128,1,0,0,1.0,0.0,10.78
0,0,1,0,0,1,0,0,1,400,128,1,0,0,1.0,1.0,11.08
0,0,1,0,0,1,0,0,1,400,128,0,1,0,0.0,0.0,10.66
0,0,1,0,0,1,0,0,1,400,128,0,1,0,0.0,1.0,10.63
0,0,1,0,0,1,0,0,1,400,128,0,1,0,1.0,0.0,10.73
0,0,1,0,0,1,0,0,1,400,128,0,1,0,1.0,1.0,10.92
0,0,1,0,0,1,0,0,1,400,512,0,0,1,0.0,0.0,8.85
0,0,1,0,0,1,0,0,1,400,512,0,0,1,0.0,1.0,8.76
0,0,1,0,0,1,0,0,1,400,512,0,0,1,1.0,0.0,8.93
0,0,1,0,0,1,0,0,1,400,512,0,0,1,1.0,1.0,8.75
0,0,1,0,0,1,0,0,1,400,512,1,0,0,0.0,0.0,9.11
0,0,1,0,0,1,0,0,1,400,512,1,0,0,0.0,1.0,8.8
0,0,1,0,0,1,0,0,1,400,512,1,0,0,1.0,0.0,8.84
0,0,1,0,0,1,0,0,1,400,512,1,0,0,1.0,1.0,8.8
0,0,1,0,0,1,0,0,1,400,512,0,1,0,0.0,0.0,8.84
0,0,1,0,0,1,0,0,1,400,512,0,1,0,0.0,1.0,8.58
0,0,1,0,0,1,0,0,1,400,512,0,1,0,1.0,0.0,8.64
0,0,1,0,0,1,0,0,1,400,512,0,1,0,1.0,1.0,9.06
0,0,1,0,0,1,0,0,1,400,2048,0,0,1,0.0,0.0,8.72
0,0,1,0,0,1,0,0,1,400,2048,0,0,1,0.0,1.0,8.58
0,0,1,0,0,1,0,0,1,400,2048,0,0,1,1.0,0.0,8.83
0,0,1,0,0,1,0,0,1,400,2048,0,0,1,1.0,1.0,8.74
0,0,1,0,0,1,0,0,1,400,2048,1,0,0,0.0,0.0,8.68
0,0,1,0,0,1,0,0,1,400,2048,1,0,0,0.0,1.0,8.93
0,0,1,0,0,1,0,0,1,400,2048,1,0,0,1.0,0.0,8.81
0,0,1,0,0,1,0,0,1,400,2048,1,0,0,1.0,1.0,9.11
0,0,1,0,0,1,0,0,1,400,2048,0,1,0,0.0,0.0,8.85
0,0,1,0,0,1,0,0,1,400,2048,0,1,0,0.0,1.0,8.74
0,0,1,0,0,1,0,0,1,400,2048,0,1,0,1.0,0.0,8.73
0,0,1,0,0,1,0,0,1,400,2048,0,1,0,1.0,1.0,8.57
0,0,1,0,0,1,0,0,2,0,8,0,0,1,0.0,0.0,10.59
0,0,1,0,0,1,0,0,2,0,8,0,0,1,0.0,1.0,10.97
0,0,1,0,0,1,0,0,2,0,8,0,0,1,1.0,0.0,10.78
0,0,1,0,0,1,0,0,2,0,8,0,0,1,1.0,1.0,10.77
0,0,1,0,0,1,0,0,2,0,8,1,0,0,0.0,0.0,10.63
0,0,1,0,0,1,0,0,2,0,8,1,0,0,0.0,1.0,10.67
0,0,1,0,0,1,0,0,2,0,8,1,0,0,1.0,0.0,10.82
0,0,1,0,0,1,0,0,2,0,8,1,0,0,1.0,1.0,11.01
0,0,1,0,0,1,0,0,2,0,8,0,1,0,0.0,0.0,10.65
0,0,1,0,0,1,0,0,2,0,8,0,1,0,0.0,1.0,10.59
0,0,1,0,0,1,0,0,2,0,8,0,1,0,1.0,0.0,10.66
0,0,1,0,0,1,0,0,2,0,8,0,1,0,1.0,1.0,10.7
0,0,1,0,0,1,0,0,2,0,32,0,0,1,0.0,0.0,11.12
0,0,1,0,0,1,0,0,2,0,32,0,0,1,0.0,1.0,11.11
0,0,1,0,0,1,0,0,2,0,32,0,0,1,1.0,0.0,11.29
0,0,1,0,0,1,0,0,2,0,32,0,0,1,1.0,1.0,11.32
0,0,1,0,0,1,0,0,2,0,32,1,0,0,0.0,0.0,11.08
0,0,1,0,0,1,0,0,2,0,32,1,0,0,0.0,1.0,11.03
0,0,1,0,0,1,0,0,2,0,32,1,0,0,1.0,0.0,10.98
0,0,1,0,0,1,0,0,2,0,32,1,0,0,1.0,1.0,11.17
0,0,1,0,0,1,0,0,2,0,32,0,1,0,0.0,0.0,11.14
0,0,1,0,0,1,0,0,2,0,32,0,1,0,0.0,1.0,11.07
0,0,1,0,0,1,0,0,2,0,32,0,1,0,1.0,0.0,11.23
0,0,1,0,0,1,0,0,2,0,32,0,1,0,1.0,1.0,11.28
0,0,1,0,0,1,0,0,2,0,128,0,0,1,0.0,0.0,10.91
0,0,1,0,0,1,0,0,2,0,128,0,0,1,0.0,1.0,11.07
0,0,1,0,0,1,0,0,2,0,128,0,0,1,1.0,0.0,10.86
0,0,1,0,0,1,0,0,2,0,128,0,0,1,1.0,1.0,10.84
0,0,1,0,0,1,0,0,2,0,128,1,0,0,0.0,0.0,10.72
0,0,1,0,0,1,0,0,2,0,128,1,0,0,0.0,1.0,10.74
0,0,1,0,0,1,0,0,2,0,128,1,0,0,1.0,0.0,10.83
0,0,1,0,0,1,0,0,2,0,128,1,0,0,1.0,1.0,11.42
0,0,1,0,0,1,0,0,2,0,128,0,1,0,0.0,0.0,10.98
0,0,1,0,0,1,0,0,2,0,128,0,1,0,0.0,1.0,11.21
0,0,1,0,0,1,0,0,2,0,128,0,1,0,1.0,0.0,11.14
0,0,1,0,0,1,0,0,2,0,128,0,1,0,1.0,1.0,10.91
0,0,1,0,0,1,0,0,2,0,512,0,0,1,0.0,0.0,6.53
0,0,1,0,0,1,0,0,2,0,512,0,0,1,0.0,1.0,6.53
0,0,1,0,0,1,0,0,2,0,512,0,0,1,1.0,0.0,6.53
0,0,1,0,0,1,0,0,2,0,512,0,0,1,1.0,1.0,6.5
0,0,1,0,0,1,0,0,2,0,512,1,0,0,0.0,0.0,6.56
0,0,1,0,0,1,0,0,2,0,512,1,0,0,0.0,1.0,6.53
0,0,1,0,0,1,0,0,2,0,512,1,0,0,1.0,0.0,6.55
0,0,1,0,0,1,0,0,2,0,512,1,0,0,1.0,1.0,6.53
0,0,1,0,0,1,0,0,2,0,512,0,1,0,0.0,0.0,6.5
0,0,1,0,0,1,0,0,2,0,512,0,1,0,0.0,1.0,6.53
0,0,1,0,0,1,0,0,2,0,512,0,1,0,1.0,0.0,6.54
0,0,1,0,0,1,0,0,2,0,512,0,1,0,1.0,1.0,6.53
0,0,1,0,0,1,0,0,2,0,2048,0,0,1,0.0,0.0,6.34
0,0,1,0,0,1,0,0,2,0,2048,0,0,1,0.0,1.0,6.25
0,0,1,0,0,1,0,0,2,0,2048,0,0,1,1.0,0.0,6.31
0,0,1,0,0,1,0,0,2,0,2048,0,0,1,1.0,1.0,6.33
0,0,1,0,0,1,0,0,2,0,2048,1,0,0,0.0,0.0,6.51
0,0,1,0,0,1,0,0,2,0,2048,1,0,0,0.0,1.0,6.28
0,0,1,0,0,1,0,0,2,0,2048,1,0,0,1.0,0.0,6.32
0,0,1,0,0,1,0,0,2,0,2048,1,0,0,1.0,1.0,6.26
0,0,1,0,0,1,0,0,2,0,2048,0,1,0,0.0,0.0,6.3
0,0,1,0,0,1,0,0,2,0,2048,0,1,0,0.0,1.0,6.26
0,0,1,0,0,1,0,0,2,0,2048,0,1,0,1.0,0.0,6.26
0,0,1,0,0,1,0,0,2,0,2048,0,1,0,1.0,1.0,6.26
0,0,1,0,0,1,0,0,2,100,8,0,0,1,0.0,0.0,10.81
0,0,1,0,0,1,0,0,2,100,8,0,0,1,0.0,1.0,10.63
0,0,1,0,0,1,0,0,2,100,8,0,0,1,1.0,0.0,10.73
0,0,1,0,0,1,0,0,2,100,8,0,0,1,1.0,1.0,11.38
0,0,1,0,0,1,0,0,2,100,8,1,0,0,0.0,0.0,10.85
0,0,1,0,0,1,0,0,2,100,8,1,0,0,0.0,1.0,10.83
0,0,1,0,0,1,0,0,2,100,8,1,0,0,1.0,0.0,10.82
0,0,1,0,0,1,0,0,2,100,8,1,0,0,1.0,1.0,10.83
0,0,1,0,0,1,0,0,2,100,8,0,1,0,0.0,0.0,10.79
0,0,1,0,0,1,0,0,2,100,8,0,1,0,0.0,1.0,10.77
0,0,1,0,0,1,0,0,2,100,8,0,1,0,1.0,0.0,10.62
0,0,1,0,0,1,0,0,2,100,8,0,1,0,1.0,1.0,10.82
0,0,1,0,0,1,0,0,2,100,32,0,0,1,0.0,0.0,11.36
0,0,1,0,0,1,0,0,2,100,32,0,0,1,0.0,1.0,10.98
0,0,1,0,0,1,0,0,2,100,32,0,0,1,1.0,0.0,11.03
0,0,1,0,0,1,0,0,2,100,32,0,0,1,1.0,1.0,11.36
0,0,1,0,0,1,0,0,2,100,32,1,0,0,0.0,0.0,10.88
0,0,1,0,0,1,0,0,2,100,32,1,0,0,0.0,1.0,11.11
0,0,1,0,0,1,0,0,2,100,32,1,0,0,1.0,0.0,10.95
0,0,1,0,0,1,0,0,2,100,32,1,0,0,1.0,1.0,10.86
0,0,1,0,0,1,0,0,2,100,32,0,1,0,0.0,0.0,11.05
0,0,1,0,0,1,0,0,2,100,32,0,1,0,0.0,1.0,11.09
0,0,1,0,0,1,0,0,2,100,32,0,1,0,1.0,0.0,10.99
0,0,1,0,0,1,0,0,2,100,32,0,1,0,1.0,1.0,11.12
0,0,1,0,0,1,0,0,2,100,128,0,0,1,0.0,0.0,10.92
0,0,1,0,0,1,0,0,2,100,128,0,0,1,0.0,1.0,11.0
0,0,1,0,0,1,0,0,2,100,128,0,0,1,1.0,0.0,10.92
0,0,1,0,0,1,0,0,2,100,128,0,0,1,1.0,1.0,11.02
0,0,1,0,0,1,0,0,2,100,128,1,0,0,0.0,0.0,10.77
0,0,1,0,0,1,0,0,2,100,128,1,0,0,0.0,1.0,10.77
0,0,1,0,0,1,0,0,2,100,128,1,0,0,1.0,0.0,10.89
0,0,1,0,0,1,0,0,2,100,128,1,0,0,1.0,1.0,10.76
0,0,1,0,0,1,0,0,2,100,128,0,1,0,0.0,0.0,11.55
0,0,1,0,0,1,0,0,2,100,128,0,1,0,0.0,1.0,10.85
0,0,1,0,0,1,0,0,2,100,128,0,1,0,1.0,0.0,10.71
0,0,1,0,0,1,0,0,2,100,128,0,1,0,1.0,1.0,10.83
0,0,1,0,0,1,0,0,2,100,512,0,0,1,0.0,0.0,6.54
0,0,1,0,0,1,0,0,2,100,512,0,0,1,0.0,1.0,6.55
0,0,1,0,0,1,0,0,2,100,512,0,0,1,1.0,0.0,6.56
0,0,1,0,0,1,0,0,2,100,512,0,0,1,1.0,1.0,6.5
0,0,1,0,0,1,0,0,2,100,512,1,0,0,0.0,0.0,6.54
0,0,1,0,0,1,0,0,2,100,512,1,0,0,0.0,1.0,6.53
0,0,1,0,0,1,0,0,2,100,512,1,0,0,1.0,0.0,6.49
0,0,1,0,0,1,0,0,2,100,512,1,0,0,1.0,1.0,6.5
0,0,1,0,0,1,0,0,2,100,512,0,1,0,0.0,0.0,6.58
0,0,1,0,0,1,0,0,2,100,512,0,1,0,0.0,1.0,6.54
0,0,1,0,0,1,0,0,2,100,512,0,1,0,1.0,0.0,6.54
0,0,1,0,0,1,0,0,2,100,512,0,1,0,1.0,1.0,6.57
0,0,1,0,0,1,0,0,2,100,2048,0,0,1,0.0,0.0,6.62
0,0,1,0,0,1,0,0,2,100,2048,0,0,1,0.0,1.0,6.65
0,0,1,0,0,1,0,0,2,100,2048,0,0,1,1.0,0.0,6.64
0,0,1,0,0,1,0,0,2,100,2048,0,0,1,1.0,1.0,6.64
0,0,1,0,0,1,0,0,2,100,2048,1,0,0,0.0,0.0,6.64
0,0,1,0,0,1,0,0,2,100,2048,1,0,0,0.0,1.0,6.65
0,0,1,0,0,1,0,0,2,100,2048,1,0,0,1.0,0.0,6.64
0,0,1,0,0,1,0,0,2,100,2048,1,0,0,1.0,1.0,6.59
0,0,1,0,0,1,0,0,2,100,2048,0,1,0,0.0,0.0,6.65
0,0,1,0,0,1,0,0,2,100,2048,0,1,0,0.0,1.0,6.61
0,0,1,0,0,1,0,0,2,100,2048,0,1,0,1.0,0.0,6.6
0,0,1,0,0,1,0,0,2,100,2048,0,1,0,1.0,1.0,6.62
0,0,1,0,0,1,0,0,2,200,8,0,0,1,0.0,0.0,10.83
0,0,1,0,0,1,0,0,2,200,8,0,0,1,0.0,1.0,11.03
0,0,1,0,0,1,0,0,2,200,8,0,0,1,1.0,0.0,11.83
0,0,1,0,0,1,0,0,2,200,8,0,0,1,1.0,1.0,10.85
0,0,1,0,0,1,0,0,2,200,8,1,0,0,0.0,0.0,10.63
0,0,1,0,0,1,0,0,2,200,8,1,0,0,0.0,1.0,10.99
0,0,1,0,0,1,0,0,2,200,8,1,0,0,1.0,0.0,10.77
0,0,1,0,0,1,0,0,2,200,8,1,0,0,1.0,1.0,10.78
0,0,1,0,0,1,0,0,2,200,8,0,1,0,0.0,0.0,10.6
0,0,1,0,0,1,0,0,2,200,8,0,1,0,0.0,1.0,10.58
0,0,1,0,0,1,0,0,2,200,8,0,1,0,1.0,0.0,10.56
0,0,1,0,0,1,0,0,2,200,8,0,1,0,1.0,1.0,10.74
0,0,1,0,0,1,0,0,2,200,32,0,0,1,0.0,0.0,11.15
0,0,1,0,0,1,0,0,2,200,32,0,0,1,0.0,1.0,11.21
0,0,1,0,0,1,0,0,2,200,32,0,0,1,1.0,0.0,11.14
0,0,1,0,0,1,0,0,2,200,32,0,0,1,1.0,1.0,11.08
0,0,1,0,0,1,0,0,2,200,32,1,0,0,0.0,0.0,11.14
0,0,1,0,0,1,0,0,2,200,32,1,0,0,0.0,1.0,11.39
0,0,1,0,0,1,0,0,2,200,32,1,0,0,1.0,0.0,11.21
0,0,1,0,0,1,0,0,2,200,32,1,0,0,1.0,1.0,11.02
0,0,1,0,0,1,0,0,2,200,32,0,1,0,0.0,0.0,11.26
0,0,1,0,0,1,0,0,2,200,32,0,1,0,0.0,1.0,10.94
0,0,1,0,0,1,0,0,2,200,32,0,1,0,1.0,0.0,11.63
0,0,1,0,0,1,0,0,2,200,32,0,1,0,1.0,1.0,10.98
0,0,1,0,0,1,0,0,2,200,128,0,0,1,0.0,0.0,11.06
0,0,1,0,0,1,0,0,2,200,128,0,0,1,0.0,1.0,10.83
0,0,1,0,0,1,0,0,2,200,128,0,0,1,1.0,0.0,11.17
0,0,1,0,0,1,0,0,2,200,128,0,0,1,1.0,1.0,10.93
0,0,1,0,0,1,0,0,2,200,128,1,0,0,0.0,0.0,10.74
0,0,1,0,0,1,0,0,2,200,128,1,0,0,0.0,1.0,10.7
0,0,1,0,0,1,0,0,2,200,128,1,0,0,1.0,0.0,10.86
0,0,1,0,0,1,0,0,2,200,128,1,0,0,1.0,1.0,11.02
0,0,1,0,0,1,0,0,2,200,128,0,1,0,0.0,0.0,11.1
0,0,1,0,0,1,0,0,2,200,128,0,1,0,0.0,1.0,10.97
0,0,1,0,0,1,0,0,2,200,128,0,1,0,1.0,0.0,10.96
0,0,1,0,0,1,0,0,2,200,128,0,1,0,1.0,1.0,10.9
0,0,1,0,0,1,0,0,2,200,512,0,0,1,0.0,0.0,6.54
0,0,1,0,0,1,0,0,2,200,512,0,0,1,0.0,1.0,6.54
0,0,1,0,0,1,0,0,2,200,512,0,0,1,1.0,0.0,6.54
0,0,1,0,0,1,0,0,2,200,512,0,0,1,1.0,1.0,6.55
0,0,1,0,0,1,0,0,2,200,512,1,0,0,0.0,0.0,6.52
0,0,1,0,0,1,0,0,2,200,512,1,0,0,0.0,1.0,6.55
0,0,1,0,0,1,0,0,2,200,512,1,0,0,1.0,0.0,6.55
0,0,1,0,0,1,0,0,2,200,512,1,0,0,1.0,1.0,6.5
0,0,1,0,0,1,0,0,2,200,512,0,1,0,0.0,0.0,6.53
0,0,1,0,0,1,0,0,2,200,512,0,1,0,0.0,1.0,6.53
0,0,1,0,0,1,0,0,2,200,512,0,1,0,1.0,0.0,6.53
0,0,1,0,0,1,0,0,2,200,512,0,1,0,1.0,1.0,6.57
0,0,1,0,0,1,0,0,2,200,2048,0,0,1,0.0,0.0,6.66
0,0,1,0,0,1,0,0,2,200,2048,0,0,1,0.0,1.0,6.59
0,0,1,0,0,1,0,0,2,200,2048,0,0,1,1.0,0.0,6.61
0,0,1,0,0,1,0,0,2,200,2048,0,0,1,1.0,1.0,6.65
0,0,1,0,0,1,0,0,2,200,2048,1,0,0,0.0,0.0,6.6
0,0,1,0,0,1,0,0,2,200,2048,1,0,0,0.0,1.0,6.59
0,0,1,0,0,1,0,0,2,200,2048,1,0,0,1.0,0.0,6.62
0,0,1,0,0,1,0,0,2,200,2048,1,0,0,1.0,1.0,6.61
0,0,1,0,0,1,0,0,2,200,2048,0,1,0,0.0,0.0,6.6
0,0,1,0,0,1,0,0,2,200,2048,0,1,0,0.0,1.0,6.62
0,0,1,0,0,1,0,0,2,200,2048,0,1,0,1.0,0.0,6.64
0,0,1,0,0,1,0,0,2,200,2048,0,1,0,1.0,1.0,6.62
0,0,1,0,0,1,0,0,2,400,8,0,0,1,0.0,0.0,11.06
0,0,1,0,0,1,0,0,2,400,8,0,0,1,0.0,1.0,10.62
0,0,1,0,0,1,0,0,2,400,8,0,0,1,1.0,0.0,10.67
0,0,1,0,0,1,0,0,2,400,8,0,0,1,1.0,1.0,10.95
0,0,1,0,0,1,0,0,2,400,8,1,0,0,0.0,0.0,10.81
0,0,1,0,0,1,0,0,2,400,8,1,0,0,0.0,1.0,10.76
0,0,1,0,0,1,0,0,2,400,8,1,0,0,1.0,0.0,10.82
0,0,1,0,0,1,0,0,2,400,8,1,0,0,1.0,1.0,10.71
0,0,1,0,0,1,0,0,2,400,8,0,1,0,0.0,0.0,10.65
0,0,1,0,0,1,0,0,2,400,8,0,1,0,0.0,1.0,10.76
0,0,1,0,0,1,0,0,2,400,8,0,1,0,1.0,0.0,10.92
0,0,1,0,0,1,0,0,2,400,8,0,1,0,1.0,1.0,10.61
0,0,1,0,0,1,0,0,2,400,32,0,0,1,0.0,0.0,11.06
0,0,1,0,0,1,0,0,2,400,32,0,0,1,0.0,1.0,11.38
0,0,1,0,0,1,0,0,2,400,32,0,0,1,1.0,0.0,11.07
0,0,1,0,0,1,0,0,2,400,32,0,0,1,1.0,1.0,11.18
0,0,1,0,0,1,0,0,2,400,32,1,0,0,0.0,0.0,10.98
0,0,1,0,0,1,0,0,2,400,32,1,0,0,0.0,1.0,11.21
0,0,1,0,0,1,0,0,2,400,32,1,0,0,1.0,0.0,11.02
0,0,1,0,0,1,0,0,2,400,32,1,0,0,1.0,1.0,11.95
0,0,1,0,0,1,0,0,2,400,32,0,1,0,0.0,0.0,10.92
0,0,1,0,0,1,0,0,2,400,32,0,1,0,0.0,1.0,11.01
0,0,1,0,0,1,0,0,2,400,32,0,1,0,1.0,0.0,11.27
0,0,1,0,0,1,0,0,2,400,32,0,1,0,1.0,1.0,11.14
0,0,1,0,0,1,0,0,2,400,128,0,0,1,0.0,0.0,10.88
0,0,1,0,0,1,0,0,2,400,128,0,0,1,0.0,1.0,11.07
0,0,1,0,0,1,0,0,2,400,128,0,0,1,1.0,0.0,10.62
0,0,1,0,0,1,0,0,2,400,128,0,0,1,1.0,1.0,10.86
0,0,1,0,0,1,0,0,2,400,128,1,0,0,0.0,0.0,10.76
0,0,1,0,0,1,0,0,2,400,128,1,0,0,0.0,1.0,10.73
0,0,1,0,0,1,0,0,2,400,128,1,0,0,1.0,0.0,11.06
0,0,1,0,0,1,0,0,2,400,128,1,0,0,1.0,1.0,11.03
0,0,1,0,0,1,0,0,2,400,128,0,1,0,0.0,0.0,11.0
0,0,1,0,0,1,0,0,2,400,128,0,1,0,0.0,1.0,11.17
