prefetch,strategy_block,strategy_loop,strategy_routine,strategy_trace,stores_always,stores_auto,stores_never,level,factor,limit,jump_default,jump_large,jump_never,unroll,matmul,ExecTime
0,0,0,1,0,1,0,0,0,100,32,1,0,0,1.0,0.0,10.86
0,0,0,1,0,1,0,0,0,100,32,1,0,0,1.0,1.0,11.56
0,0,0,1,0,1,0,0,0,100,32,0,1,0,0.0,0.0,11.18
0,0,0,1,0,1,0,0,0,100,32,0,1,0,0.0,1.0,10.79
0,0,0,1,0,1,0,0,0,100,32,0,1,0,1.0,0.0,10.85
0,0,0,1,0,1,0,0,0,100,32,0,1,0,1.0,1.0,10.89
0,0,0,1,0,1,0,0,0,100,128,0,0,1,0.0,0.0,10.9
0,0,0,1,0,1,0,0,0,100,128,0,0,1,0.0,1.0,10.89
0,0,0,1,0,1,0,0,0,100,128,0,0,1,1.0,0.0,10.82
0,0,0,1,0,1,0,0,0,100,128,0,0,1,1.0,1.0,10.94
0,0,0,1,0,1,0,0,0,100,128,1,0,0,0.0,0.0,10.76
0,0,0,1,0,1,0,0,0,100,128,1,0,0,0.0,1.0,10.92
0,0,0,1,0,1,0,0,0,100,128,1,0,0,1.0,0.0,10.86
0,0,0,1,0,1,0,0,0,100,128,1,0,0,1.0,1.0,11.01
0,0,0,1,0,1,0,0,0,100,128,0,1,0,0.0,0.0,10.78
0,0,0,1,0,1,0,0,0,100,128,0,1,0,0.0,1.0,10.98
0,0,0,1,0,1,0,0,0,100,128,0,1,0,1.0,0.0,10.92
0,0,0,1,0,1,0,0,0,100,128,0,1,0,1.0,1.0,10.9
0,0,0,1,0,1,0,0,0,100,512,0,0,1,0.0,0.0,11.12
0,0,0,1,0,1,0,0,0,100,512,0,0,1,0.0,1.0,10.91
0,0,0,1,0,1,0,0,0,100,512,0,0,1,1.0,0.0,11.07
0,0,0,1,0,1,0,0,0,100,512,0,0,1,1.0,1.0,10.74
0,0,0,1,0,1,0,0,0,100,512,1,0,0,0.0,0.0,11.03
0,0,0,1,0,1,0,0,0,100,512,1,0,0,0.0,1.0,10.84
0,0,0,1,0,1,0,0,0,100,512,1,0,0,1.0,0.0,10.83
0,0,0,1,0,1,0,0,0,100,512,1,0,0,1.0,1.0,10.75
0,0,0,1,0,1,0,0,0,100,512,0,1,0,0.0,0.0,11.06
0,0,0,1,0,1,0,0,0,100,512,0,1,0,0.0,1.0,11.06
0,0,0,1,0,1,0,0,0,100,512,0,1,0,1.0,0.0,11.12
0,0,0,1,0,1,0,0,0,100,512,0,1,0,1.0,1.0,10.94
0,0,0,1,0,1,0,0,0,100,2048,0,0,1,0.0,0.0,10.83
0,0,0,1,0,1,0,0,0,100,2048,0,0,1,0.0,1.0,10.89
0,0,0,1,0,1,0,0,0,100,2048,0,0,1,1.0,0.0,11.14
0,0,0,1,0,1,0,0,0,100,2048,0,0,1,1.0,1.0,10.76
0,0,0,1,0,1,0,0,0,100,2048,1,0,0,0.0,0.0,10.88
0,0,0,1,0,1,0,0,0,100,2048,1,0,0,0.0,1.0,10.8
0,0,0,1,0,1,0,0,0,100,2048,1,0,0,1.0,0.0,11.07
0,0,0,1,0,1,0,0,0,100,2048,1,0,0,1.0,1.0,10.74
0,0,0,1,0,1,0,0,0,100,2048,0,1,0,0.0,0.0,10.89
0,0,0,1,0,1,0,0,0,100,2048,0,1,0,0.0,1.0,10.86
0,0,0,1,0,1,0,0,0,100,2048,0,1,0,1.0,0.0,10.95
0,0,0,1,0,1,0,0,0,100,2048,0,1,0,1.0,1.0,10.88
0,0,0,1,0,1,0,0,0,200,8,0,0,1,0.0,0.0,10.8
0,0,0,1,0,1,0,0,0,200,8,0,0,1,0.0,1.0,11.02
0,0,0,1,0,1,0,0,0,200,8,0,0,1,1.0,0.0,10.9
0,0,0,1,0,1,0,0,0,200,8,0,0,1,1.0,1.0,10.84
0,0,0,1,0,1,0,0,0,200,8,1,0,0,0.0,0.0,10.9
0,0,0,1,0,1,0,0,0,200,8,1,0,0,0.0,1.0,11.69
0,0,0,1,0,1,0,0,0,200,8,1,0,0,1.0,0.0,10.8
0,0,0,1,0,1,0,0,0,200,8,1,0,0,1.0,1.0,10.8
0,0,0,1,0,1,0,0,0,200,8,0,1,0,0.0,0.0,10.88
0,0,0,1,0,1,0,0,0,200,8,0,1,0,0.0,1.0,11.01
0,0,0,1,0,1,0,0,0,200,8,0,1,0,1.0,0.0,11.12
0,0,0,1,0,1,0,0,0,200,8,0,1,0,1.0,1.0,10.87
0,0,0,1,0,1,0,0,0,200,32,0,0,1,0.0,0.0,10.86
0,0,0,1,0,1,0,0,0,200,32,0,0,1,0.0,1.0,10.92
0,0,0,1,0,1,0,0,0,200,32,0,0,1,1.0,0.0,12.8
0,0,0,1,0,1,0,0,0,200,32,0,0,1,1.0,1.0,10.84
0,0,0,1,0,1,0,0,0,200,32,1,0,0,0.0,0.0,10.99
0,0,0,1,0,1,0,0,0,200,32,1,0,0,0.0,1.0,10.93
0,0,0,1,0,1,0,0,0,200,32,1,0,0,1.0,0.0,11.26
0,0,0,1,0,1,0,0,0,200,32,1,0,0,1.0,1.0,10.74
0,0,0,1,0,1,0,0,0,200,32,0,1,0,0.0,0.0,10.74
0,0,0,1,0,1,0,0,0,200,32,0,1,0,0.0,1.0,10.91
0,0,0,1,0,1,0,0,0,200,32,0,1,0,1.0,0.0,10.93
0,0,0,1,0,1,0,0,0,200,32,0,1,0,1.0,1.0,10.77
0,0,0,1,0,1,0,0,0,200,128,0,0,1,0.0,0.0,10.82
0,0,0,1,0,1,0,0,0,200,128,0,0,1,0.0,1.0,10.8
0,0,0,1,0,1,0,0,0,200,128,0,0,1,1.0,0.0,10.98
0,0,0,1,0,1,0,0,0,200,128,0,0,1,1.0,1.0,11.05
0,0,0,1,0,1,0,0,0,200,128,1,0,0,0.0,0.0,11.06
0,0,0,1,0,1,0,0,0,200,128,1,0,0,0.0,1.0,10.64
0,0,0,1,0,1,0,0,0,200,128,1,0,0,1.0,0.0,10.71
0,0,0,1,0,1,0,0,0,200,128,1,0,0,1.0,1.0,10.8
0,0,0,1,0,1,0,0,0,200,128,0,1,0,0.0,0.0,10.77
0,0,0,1,0,1,0,0,0,200,128,0,1,0,0.0,1.0,10.86
0,0,0,1,0,1,0,0,0,200,128,0,1,0,1.0,0.0,10.8
0,0,0,1,0,1,0,0,0,200,128,0,1,0,1.0,1.0,10.78
0,0,0,1,0,1,0,0,0,200,512,0,0,1,0.0,0.0,10.91
0,0,0,1,0,1,0,0,0,200,512,0,0,1,0.0,1.0,10.75
0,0,0,1,0,1,0,0,0,200,512,0,0,1,1.0,0.0,10.87
0,0,0,1,0,1,0,0,0,200,512,0,0,1,1.0,1.0,10.98
0,0,0,1,0,1,0,0,0,200,512,1,0,0,0.0,0.0,10.95
0,0,0,1,0,1,0,0,0,200,512,1,0,0,0.0,1.0,11.29
0,0,0,1,0,1,0,0,0,200,512,1,0,0,1.0,0.0,10.86
0,0,0,1,0,1,0,0,0,200,512,1,0,0,1.0,1.0,10.98
0,0,0,1,0,1,0,0,0,200,512,0,1,0,0.0,0.0,10.99
0,0,0,1,0,1,0,0,0,200,512,0,1,0,0.0,1.0,10.94
0,0,0,1,0,1,0,0,0,200,512,0,1,0,1.0,0.0,10.94
0,0,0,1,0,1,0,0,0,200,512,0,1,0,1.0,1.0,10.92
0,0,0,1,0,1,0,0,0,200,2048,0,0,1,0.0,0.0,11.02
0,0,0,1,0,1,0,0,0,200,2048,0,0,1,0.0,1.0,10.73
0,0,0,1,0,1,0,0,0,200,2048,0,0,1,1.0,0.0,12.56
0,0,0,1,0,1,0,0,0,200,2048,0,0,1,1.0,1.0,10.71
0,0,0,1,0,1,0,0,0,200,2048,1,0,0,0.0,0.0,10.99
0,0,0,1,0,1,0,0,0,200,2048,1,0,0,0.0,1.0,10.71
0,0,0,1,0,1,0,0,0,200,2048,1,0,0,1.0,0.0,11.05
0,0,0,1,0,1,0,0,0,200,2048,1,0,0,1.0,1.0,10.91
0,0,0,1,0,1,0,0,0,200,2048,0,1,0,0.0,0.0,11.04
0,0,0,1,0,1,0,0,0,200,2048,0,1,0,0.0,1.0,11.04
0,0,0,1,0,1,0,0,0,200,2048,0,1,0,1.0,0.0,10.88
0,0,0,1,0,1,0,0,0,200,2048,0,1,0,1.0,1.0,10.78
0,0,0,1,0,1,0,0,0,400,8,0,0,1,0.0,0.0,10.86
0,0,0,1,0,1,0,0,0,400,8,0,0,1,0.0,1.0,10.78
0,0,0,1,0,1,0,0,0,400,8,0,0,1,1.0,0.0,10.88
0,0,0,1,0,1,0,0,0,400,8,0,0,1,1.0,1.0,10.84
0,0,0,1,0,1,0,0,0,400,8,1,0,0,0.0,0.0,10.9
0,0,0,1,0,1,0,0,0,400,8,1,0,0,0.0,1.0,12.29
0,0,0,1,0,1,0,0,0,400,8,1,0,0,1.0,0.0,10.83
0,0,0,1,0,1,0,0,0,400,8,1,0,0,1.0,1.0,10.9
0,0,0,1,0,1,0,0,0,400,8,0,1,0,0.0,0.0,10.91
0,0,0,1,0,1,0,0,0,400,8,0,1,0,0.0,1.0,10.83
0,0,0,1,0,1,0,0,0,400,8,0,1,0,1.0,0.0,10.95
0,0,0,1,0,1,0,0,0,400,8,0,1,0,1.0,1.0,10.93
0,0,0,1,0,1,0,0,0,400,32,0,0,1,0.0,0.0,11.02
0,0,0,1,0,1,0,0,0,400,32,0,0,1,0.0,1.0,11.12
0,0,0,1,0,1,0,0,0,400,32,0,0,1,1.0,0.0,10.79
0,0,0,1,0,1,0,0,0,400,32,0,0,1,1.0,1.0,10.83
0,0,0,1,0,1,0,0,0,400,32,1,0,0,0.0,0.0,10.92
0,0,0,1,0,1,0,0,0,400,32,1,0,0,0.0,1.0,10.9
0,0,0,1,0,1,0,0,0,400,32,1,0,0,1.0,0.0,11.1
0,0,0,1,0,1,0,0,0,400,32,1,0,0,1.0,1.0,10.94
0,0,0,1,0,1,0,0,0,400,32,0,1,0,0.0,0.0,10.75
0,0,0,1,0,1,0,0,0,400,32,0,1,0,0.0,1.0,10.85
0,0,0,1,0,1,0,0,0,400,32,0,1,0,1.0,0.0,11.0
0,0,0,1,0,1,0,0,0,400,32,0,1,0,1.0,1.0,10.77
0,0,0,1,0,1,0,0,0,400,128,0,0,1,0.0,0.0,10.9
0,0,0,1,0,1,0,0,0,400,128,0,0,1,0.0,1.0,10.97
0,0,0,1,0,1,0,0,0,400,128,0,0,1,1.0,0.0,10.76
0,0,0,1,0,1,0,0,0,400,128,0,0,1,1.0,1.0,10.78
0,0,0,1,0,1,0,0,0,400,128,1,0,0,0.0,0.0,10.96
0,0,0,1,0,1,0,0,0,400,128,1,0,0,0.0,1.0,10.87
0,0,0,1,0,1,0,0,0,400,128,1,0,0,1.0,0.0,10.85
0,0,0,1,0,1,0,0,0,400,128,1,0,0,1.0,1.0,10.76
0,0,0,1,0,1,0,0,0,400,128,0,1,0,0.0,0.0,10.98
0,0,0,1,0,1,0,0,0,400,128,0,1,0,0.0,1.0,11.17
0,0,0,1,0,1,0,0,0,400,128,0,1,0,1.0,0.0,11.82
0,0,0,1,0,1,0,0,0,400,128,0,1,0,1.0,1.0,10.83
0,0,0,1,0,1,0,0,0,400,512,0,0,1,0.0,0.0,10.84
0,0,0,1,0,1,0,0,0,400,512,0,0,1,0.0,1.0,11.01
0,0,0,1,0,1,0,0,0,400,512,0,0,1,1.0,0.0,10.85
0,0,0,1,0,1,0,0,0,400,512,0,0,1,1.0,1.0,10.83
0,0,0,1,0,1,0,0,0,400,512,1,0,0,0.0,0.0,10.79
0,0,0,1,0,1,0,0,0,400,512,1,0,0,0.0,1.0,10.87
0,0,0,1,0,1,0,0,0,400,512,1,0,0,1.0,0.0,10.9
0,0,0,1,0,1,0,0,0,400,512,1,0,0,1.0,1.0,10.7
0,0,0,1,0,1,0,0,0,400,512,0,1,0,0.0,0.0,10.92
0,0,0,1,0,1,0,0,0,400,512,0,1,0,0.0,1.0,10.85
0,0,0,1,0,1,0,0,0,400,512,0,1,0,1.0,0.0,10.87
0,0,0,1,0,1,0,0,0,400,512,0,1,0,1.0,1.0,11.13
0,0,0,1,0,1,0,0,0,400,2048,0,0,1,0.0,0.0,10.76
0,0,0,1,0,1,0,0,0,400,2048,0,0,1,0.0,1.0,11.07
0,0,0,1,0,1,0,0,0,400,2048,0,0,1,1.0,0.0,10.9
0,0,0,1,0,1,0,0,0,400,2048,0,0,1,1.0,1.0,10.87
0,0,0,1,0,1,0,0,0,400,2048,1,0,0,0.0,0.0,10.84
0,0,0,1,0,1,0,0,0,400,2048,1,0,0,0.0,1.0,10.99
0,0,0,1,0,1,0,0,0,400,2048,1,0,0,1.0,0.0,11.15
0,0,0,1,0,1,0,0,0,400,2048,1,0,0,1.0,1.0,10.79
0,0,0,1,0,1,0,0,0,400,2048,0,1,0,0.0,0.0,10.8
0,0,0,1,0,1,0,0,0,400,2048,0,1,0,0.0,1.0,11.62
0,0,0,1,0,1,0,0,0,400,2048,0,1,0,1.0,0.0,11.02
0,0,0,1,0,1,0,0,0,400,2048,0,1,0,1.0,1.0,11.2
0,0,0,1,0,1,0,0,1,0,8,0,0,1,0.0,0.0,10.71
0,0,0,1,0,1,0,0,1,0,8,0,0,1,0.0,1.0,10.59
0,0,0,1,0,1,0,0,1,0,8,0,0,1,1.0,0.0,10.77
0,0,0,1,0,1,0,0,1,0,8,0,0,1,1.0,1.0,10.58
0,0,0,1,0,1,0,0,1,0,8,1,0,0,0.0,0.0,10.62
0,0,0,1,0,1,0,0,1,0,8,1,0,0,0.0,1.0,10.62
0,0,0,1,0,1,0,0,1,0,8,1,0,0,1.0,0.0,10.6
0,0,0,1,0,1,0,0,1,0,8,1,0,0,1.0,1.0,10.76
0,0,0,1,0,1,0,0,1,0,8,0,1,0,0.0,0.0,10.77
0,0,0,1,0,1,0,0,1,0,8,0,1,0,0.0,1.0,10.54
0,0,0,1,0,1,0,0,1,0,8,0,1,0,1.0,0.0,10.94
0,0,0,1,0,1,0,0,1,0,8,0,1,0,1.0,1.0,10.61
0,0,0,1,0,1,0,0,1,0,32,0,0,1,0.0,0.0,10.6
0,0,0,1,0,1,0,0,1,0,32,0,0,1,0.0,1.0,10.38
0,0,0,1,0,1,0,0,1,0,32,0,0,1,1.0,0.0,10.3
0,0,0,1,0,1,0,0,1,0,32,0,0,1,1.0,1.0,10.5
0,0,0,1,0,1,0,0,1,0,32,1,0,0,0.0,0.0,10.44
0,0,0,1,0,1,0,0,1,0,32,1,0,0,0.0,1.0,10.48
0,0,0,1,0,1,0,0,1,0,32,1,0,0,1.0,0.0,10.42
0,0,0,1,0,1,0,0,1,0,32,1,0,0,1.0,1.0,10.5
0,0,0,1,0,1,0,0,1,0,32,0,1,0,0.0,0.0,10.66
0,0,0,1,0,1,0,0,1,0,32,0,1,0,0.0,1.0,10.4
0,0,0,1,0,1,0,0,1,0,32,0,1,0,1.0,0.0,10.7
0,0,0,1,0,1,0,0,1,0,32,0,1,0,1.0,1.0,10.27
0,0,0,1,0,1,0,0,1,0,128,0,0,1,0.0,0.0,10.03
0,0,0,1,0,1,0,0,1,0,128,0,0,1,0.0,1.0,10.23
0,0,0,1,0,1,0,0,1,0,128,0,0,1,1.0,0.0,10.35
0,0,0,1,0,1,0,0,1,0,128,0,0,1,1.0,1.0,10.15
0,0,0,1,0,1,0,0,1,0,128,1,0,0,0.0,0.0,10.22
0,0,0,1,0,1,0,0,1,0,128,1,0,0,0.0,1.0,10.19
0,0,0,1,0,1,0,0,1,0,128,1,0,0,1.0,0.0,10.24
0,0,0,1,0,1,0,0,1,0,128,1,0,0,1.0,1.0,10.27
0,0,0,1,0,1,0,0,1,0,128,0,1,0,0.0,0.0,10.19
0,0,0,1,0,1,0,0,1,0,128,0,1,0,0.0,1.0,10.3
0,0,0,1,0,1,0,0,1,0,128,0,1,0,1.0,0.0,10.33
0,0,0,1,0,1,0,0,1,0,128,0,1,0,1.0,1.0,10.27
0,0,0,1,0,1,0,0,1,0,512,0,0,1,0.0,0.0,9.0
0,0,0,1,0,1,0,0,1,0,512,0,0,1,0.0,1.0,8.7
0,0,0,1,0,1,0,0,1,0,512,0,0,1,1.0,0.0,9.09
0,0,0,1,0,1,0,0,1,0,512,0,0,1,1.0,1.0,8.78
0,0,0,1,0,1,0,0,1,0,512,1,0,0,0.0,0.0,8.88
0,0,0,1,0,1,0,0,1,0,512,1,0,0,0.0,1.0,8.82
0,0,0,1,0,1,0,0,1,0,512,1,0,0,1.0,0.0,8.69
0,0,0,1,0,1,0,0,1,0,512,1,0,0,1.0,1.0,8.77
0,0,0,1,0,1,0,0,1,0,512,0,1,0,0.0,0.0,8.69
0,0,0,1,0,1,0,0,1,0,512,0,1,0,0.0,1.0,8.89
0,0,0,1,0,1,0,0,1,0,512,0,1,0,1.0,0.0,8.93
0,0,0,1,0,1,0,0,1,0,512,0,1,0,1.0,1.0,8.88
0,0,0,1,0,1,0,0,1,0,2048,0,0,1,0.0,0.0,8.51
0,0,0,1,0,1,0,0,1,0,2048,0,0,1,0.0,1.0,8.8
0,0,0,1,0,1,0,0,1,0,2048,0,0,1,1.0,0.0,8.86
0,0,0,1,0,1,0,0,1,0,2048,0,0,1,1.0,1.0,8.42
0,0,0,1,0,1,0,0,1,0,2048,1,0,0,0.0,0.0,8.54
0,0,0,1,0,1,0,0,1,0,2048,1,0,0,0.0,1.0,8.5
0,0,0,1,0,1,0,0,1,0,2048,1,0,0,1.0,0.0,8.51
0,0,0,1,0,1,0,0,1,0,2048,1,0,0,1.0,1.0,8.48
0,0,0,1,0,1,0,0,1,0,2048,0,1,0,0.0,0.0,8.62
0,0,0,1,0,1,0,0,1,0,2048,0,1,0,0.0,1.0,8.64
0,0,0,1,0,1,0,0,1,0,2048,0,1,0,1.0,0.0,8.47
0,0,0,1,0,1,0,0,1,0,2048,0,1,0,1.0,1.0,8.29
0,0,0,1,0,1,0,0,1,100,8,0,0,1,0.0,0.0,10.52
0,0,0,1,0,1,0,0,1,100,8,0,0,1,0.0,1.0,10.6
0,0,0,1,0,1,0,0,1,100,8,0,0,1,1.0,0.0,10.64
0,0,0,1,0,1,0,0,1,100,8,0,0,1,1.0,1.0,10.6
0,0,0,1,0,1,0,0,1,100,8,1,0,0,0.0,0.0,10.53
0,0,0,1,0,1,0,0,1,100,8,1,0,0,0.0,1.0,10.73
0,0,0,1,0,1,0,0,1,100,8,1,0,0,1.0,0.0,10.74
0,0,0,1,0,1,0,0,1,100,8,1,0,0,1.0,1.0,10.7
0,0,0,1,0,1,0,0,1,100,8,0,1,0,0.0,0.0,10.79
0,0,0,1,0,1,0,0,1,100,8,0,1,0,0.0,1.0,10.69
0,0,0,1,0,1,0,0,1,100,8,0,1,0,1.0,0.0,10.55
0,0,0,1,0,1,0,0,1,100,8,0,1,0,1.0,1.0,10.65
0,0,0,1,0,1,0,0,1,100,32,0,0,1,0.0,0.0,10.52
0,0,0,1,0,1,0,0,1,100,32,0,0,1,0.0,1.0,10.43
0,0,0,1,0,1,0,0,1,100,32,0,0,1,1.0,0.0,10.39
0,0,0,1,0,1,0,0,1,100,32,0,0,1,1.0,1.0,10.64
0,0,0,1,0,1,0,0,1,100,32,1,0,0,0.0,0.0,10.3
0,0,0,1,0,1,0,0,1,100,32,1,0,0,0.0,1.0,10.65
0,0,0,1,0,1,0,0,1,100,32,1,0,0,1.0,0.0,10.29
0,0,0,1,0,1,0,0,1,100,32,1,0,0,1.0,1.0,10.79
0,0,0,1,0,1,0,0,1,100,32,0,1,0,0.0,0.0,10.41
0,0,0,1,0,1,0,0,1,100,32,0,1,0,0.0,1.0,10.66
0,0,0,1,0,1,0,0,1,100,32,0,1,0,1.0,0.0,10.5
0,0,0,1,0,1,0,0,1,100,32,0,1,0,1.0,1.0,10.35
0,0,0,1,0,1,0,0,1,100,128,0,0,1,0.0,0.0,10.28
0,0,0,1,0,1,0,0,1,100,128,0,0,1,0.0,1.0,10.49
0,0,0,1,0,1,0,0,1,100,128,0,0,1,1.0,0.0,10.79
0,0,0,1,0,1,0,0,1,100,128,0,0,1,1.0,1.0,10.25
0,0,0,1,0,1,0,0,1,100,128,1,0,0,0.0,0.0,10.41
0,0,0,1,0,1,0,0,1,100,128,1,0,0,0.0,1.0,10.3
0,0,0,1,0,1,0,0,1,100,128,1,0,0,1.0,0.0,10.16
0,0,0,1,0,1,0,0,1,100,128,1,0,0,1.0,1.0,10.07
0,0,0,1,0,1,0,0,1,100,128,0,1,0,0.0,0.0,10.24
0,0,0,1,0,1,0,0,1,100,128,0,1,0,0.0,1.0,10.19
0,0,0,1,0,1,0,0,1,100,128,0,1,0,1.0,0.0,10.39
0,0,0,1,0,1,0,0,1,100,128,0,1,0,1.0,1.0,10.59
0,0,0,1,0,1,0,0,1,100,512,0,0,1,0.0,0.0,8.84
0,0,0,1,0,1,0,0,1,100,512,0,0,1,0.0,1.0,8.66
0,0,0,1,0,1,0,0,1,100,512,0,0,1,1.0,0.0,8.85
0,0,0,1,0,1,0,0,1,100,512,0,0,1,1.0,1.0,8.66
0,0,0,1,0,1,0,0,1,100,512,1,0,0,0.0,0.0,8.93
0,0,0,1,0,1,0,0,1,100,512,1,0,0,0.0,1.0,8.7
