tiling,unrolling,vectorize,omp,num_omp,ExecTime
1,4,0,1,3,0.0181256
2,4,0,1,3,0.0466946
3,4,0,1,3,0.125833
4,4,0,1,3,0.0483404
5,4,0,1,3,0.04916
7,4,0,1,3,0.0616748
8,4,0,1,3,0.0476128
16,4,0,1,3,0.0410832
32,4,0,1,3,0.0533004
64,4,0,1,3,0.0536888
128,4,0,1,3,0.0696174
256,4,0,1,3,0.0703292
512,4,0,1,3,0.0525368
1,5,0,1,3,0.0280926
2,5,0,1,3,0.0463472
3,5,0,1,3,0.126845
4,5,0,1,3,0.137923
5,5,0,1,3,0.0407956
7,5,0,1,3,0.0510136
8,5,0,1,3,0.058642
16,5,0,1,3,0.0413586
32,5,0,1,3,0.0450424
64,5,0,1,3,0.045959
128,5,0,1,3,0.0557853
256,5,0,1,3,0.0550588
512,5,0,1,3,0.0782768
1,6,0,1,3,0.027797
2,6,0,1,3,0.0464572
3,6,0,1,3,0.125887
4,6,0,1,3,0.125365
5,6,0,1,3,0.127736
7,6,0,1,3,0.0438898
8,6,0,1,3,0.0514754
16,6,0,1,3,0.0512308
32,6,0,1,3,0.0393242
64,6,0,1,3,0.0464312
128,6,0,1,3,0.0536062
256,6,0,1,3,0.0584054
512,6,0,1,3,0.0700968
1,7,0,1,3,0.0264202
2,7,0,1,3,0.046574
3,7,0,1,3,0.125428
4,7,0,1,3,0.124948
5,7,0,1,3,0.127708
7,7,0,1,3,0.0375696
8,7,0,1,3,0.0430606
16,7,0,1,3,0.044043
32,7,0,1,3,0.0414883
64,7,0,1,3,0.0423109
128,7,0,1,3,0.0543249
256,7,0,1,3,0.0537494
512,7,0,1,3,0.071584
1,8,0,1,3,0.0269686
2,8,0,1,3,0.0462322
3,8,0,1,3,0.125405
4,8,0,1,3,0.126186
5,8,0,1,3,0.128021
7,8,0,1,3,0.126161
8,8,0,1,3,0.039029
16,8,0,1,3,0.0376962
32,8,0,1,3,0.0432622
64,8,0,1,3,0.0400895
128,8,0,1,3,0.0546752
256,8,0,1,3,0.0522344
512,8,0,1,3,0.0759194
1,16,0,1,3,0.0280306
2,16,0,1,3,0.046194
3,16,0,1,3,0.12579
4,16,0,1,3,0.125812
5,16,0,1,3,0.127495
7,16,0,1,3,0.125757
8,16,0,1,3,0.127289
16,16,0,1,3,0.0345534
32,16,0,1,3,0.0369052
64,16,0,1,3,0.0369133
128,16,0,1,3,0.047793
256,16,0,1,3,0.047881
512,16,0,1,3,0.0565999
1,31,0,1,3,0.032847
2,31,0,1,3,0.0466604
3,31,0,1,3,0.126861
4,31,0,1,3,0.127123
5,31,0,1,3,0.127908
7,31,0,1,3,0.126608
8,31,0,1,3,0.126127
16,31,0,1,3,0.13327
32,31,0,1,3,0.0447684
64,31,0,1,3,0.0446628
128,31,0,1,3,0.0633212
256,31,0,1,3,0.0570074
512,31,0,1,3,0.078731
1,1,1,1,3,0.0277762
2,1,1,1,3,0.0464396
3,1,1,1,3,0.07873
4,1,1,1,3,0.071534
5,1,1,1,3,0.0684544
7,1,1,1,3,0.0641477
8,1,1,1,3,0.0616054
16,1,1,1,3,0.060188
32,1,1,1,3,0.0622043
64,1,1,1,3,0.0634928
128,1,1,1,3,0.0790508
256,1,1,1,3,0.0689258
512,1,1,1,3,0.0755898
1,2,1,1,3,0.0289997
2,2,1,1,3,0.0274558
3,2,1,1,3,0.0491412
4,2,1,1,3,0.0392856
5,2,1,1,3,0.042536
7,2,1,1,3,0.0399172
8,2,1,1,3,0.0376287
16,2,1,1,3,0.0380006
32,2,1,1,3,0.0415018
64,2,1,1,3,0.0407523
128,2,1,1,3,0.0528888
256,2,1,1,3,0.0527456
512,2,1,1,3,0.0805099
1,3,1,1,3,0.0235668
2,3,1,1,3,0.0460346
3,3,1,1,3,0.0384651
4,3,1,1,3,0.0444142
5,3,1,1,3,0.0446362
7,3,1,1,3,0.0378213
8,3,1,1,3,0.0413265
16,3,1,1,3,0.0376541
32,3,1,1,3,0.0417976
64,3,1,1,3,0.0395318
128,3,1,1,3,0.0502738
256,3,1,1,3,0.0503624
512,3,1,1,3,0.0520718
1,4,1,1,3,0.0354814
2,4,1,1,3,0.0468476
3,4,1,1,3,0.0781273
4,4,1,1,3,0.0475704
5,4,1,1,3,0.041371
7,4,1,1,3,0.0445021
8,4,1,1,3,0.0479946
16,4,1,1,3,0.0495654
32,4,1,1,3,0.0531805
64,4,1,1,3,0.0516592
128,4,1,1,3,0.0699551
256,4,1,1,3,0.0690654
512,4,1,1,3,0.073809
1,5,1,1,3,0.0283942
2,5,1,1,3,0.0464354
3,5,1,1,3,0.0781856
4,5,1,1,3,0.0714294
5,5,1,1,3,0.0418722
7,5,1,1,3,0.041865
8,5,1,1,3,0.0406813
16,5,1,1,3,0.0400492
32,5,1,1,3,0.0422163
64,5,1,1,3,0.0422046
128,5,1,1,3,0.0568143
256,5,1,1,3,0.0537592
512,5,1,1,3,0.0792216
1,6,1,1,3,0.0319077
2,6,1,1,3,0.046137
3,6,1,1,3,0.0786302
4,6,1,1,3,0.0716428
5,6,1,1,3,0.0676834
7,6,1,1,3,0.0369158
8,6,1,1,3,0.0397818
16,6,1,1,3,0.0395979
32,6,1,1,3,0.0384804
64,6,1,1,3,0.0376193
128,6,1,1,3,0.0488971
256,6,1,1,3,0.0489532
512,6,1,1,3,0.0757616
1,7,1,1,3,0.0259745
2,7,1,1,3,0.0459074
3,7,1,1,3,0.0797687
4,7,1,1,3,0.0712978
5,7,1,1,3,0.0684759
7,7,1,1,3,0.0346771
8,7,1,1,3,0.0400434
16,7,1,1,3,0.0373324
32,7,1,1,3,0.038277
64,7,1,1,3,0.0364621
128,7,1,1,3,0.0461223
256,7,1,1,3,0.044226
512,7,1,1,3,0.0579653
1,8,1,1,3,0.0269974
2,8,1,1,3,0.046069
3,8,1,1,3,0.0785721
4,8,1,1,3,0.0717132
5,8,1,1,3,0.0685854
7,8,1,1,3,0.0634488
8,8,1,1,3,0.0344488
16,8,1,1,3,0.0342044
32,8,1,1,3,0.0353266
64,8,1,1,3,0.0297698
128,8,1,1,3,0.0456268
256,8,1,1,3,0.0451922
512,8,1,1,3,0.0626893
1,16,1,1,3,0.0261363
2,16,1,1,3,0.0463446
3,16,1,1,3,0.0791196
4,16,1,1,3,0.0721775
5,16,1,1,3,0.0683271
7,16,1,1,3,0.0633671
8,16,1,1,3,0.0624567
16,16,1,1,3,0.0285724
32,16,1,1,3,0.0283186
64,16,1,1,3,0.0265606
128,16,1,1,3,0.0334716
256,16,1,1,3,0.0322112
512,16,1,1,3,0.0565475
1,31,1,1,3,0.0330168
2,31,1,1,3,0.0461378
3,31,1,1,3,0.0787899
4,31,1,1,3,0.0779259
5,31,1,1,3,0.0687346
7,31,1,1,3,0.0638391
8,31,1,1,3,0.0625172
16,31,1,1,3,0.0606014
32,31,1,1,3,0.0364688
64,31,1,1,3,0.036674
128,31,1,1,3,0.0452376
256,31,1,1,3,0.0457362
512,31,1,1,3,0.0791246
1,1,0,1,4,0.023215
2,1,0,1,4,0.0357774
3,1,0,1,4,0.0976839
4,1,0,1,4,0.0984978
5,1,0,1,4,0.0979444
7,1,0,1,4,0.0978194
8,1,0,1,4,0.0982609
16,1,0,1,4,0.0995902
32,1,0,1,4,0.100108
64,1,0,1,4,0.0993376
128,1,0,1,4,0.10051
256,1,0,1,4,0.0691242
512,1,0,1,4,0.0758018
1,2,0,1,4,0.0224607
2,2,0,1,4,0.0330908
3,2,0,1,4,0.0502828
4,2,0,1,4,0.0387349
5,2,0,1,4,0.0424337
7,2,0,1,4,0.0405815
8,2,0,1,4,0.0379125
16,2,0,1,4,0.036841
32,2,0,1,4,0.037256
64,2,0,1,4,0.0373304
128,2,0,1,4,0.0374566
256,2,0,1,4,0.0699122
512,2,0,1,4,0.080544
1,3,0,1,4,0.0203152
2,3,0,1,4,0.0360557
3,3,0,1,4,0.0352274
4,3,0,1,4,0.0448866
5,3,0,1,4,0.0448059
7,3,0,1,4,0.0365243
8,3,0,1,4,0.0432881
16,3,0,1,4,0.0331128
32,3,0,1,4,0.0339791
64,3,0,1,4,0.032693
128,3,0,1,4,0.0326014
256,3,0,1,4,0.060927
512,3,0,1,4,0.0720386
1,4,0,1,4,0.0271734
2,4,0,1,4,0.035621
3,4,0,1,4,0.0979467
4,4,0,1,4,0.0379494
5,4,0,1,4,0.0378126
7,4,0,1,4,0.0475239
8,4,0,1,4,0.03751
16,4,0,1,4,0.0368949
32,4,0,1,4,0.038078
64,4,0,1,4,0.0370625
128,4,0,1,4,0.0371186
256,4,0,1,4,0.0692094
512,4,0,1,4,0.0981183
1,5,0,1,4,0.0212615
2,5,0,1,4,0.0355523
3,5,0,1,4,0.0970539
4,5,0,1,4,0.0985815
5,5,0,1,4,0.0307408
7,5,0,1,4,0.0393198
8,5,0,1,4,0.0456971
16,5,0,1,4,0.0304574
32,5,0,1,4,0.0316726
64,5,0,1,4,0.0315728
128,5,0,1,4,0.0308138
256,5,0,1,4,0.053169
512,5,0,1,4,0.0784638
1,6,0,1,4,0.02119
2,6,0,1,4,0.0363162
3,6,0,1,4,0.0979058
4,6,0,1,4,0.0992516
5,6,0,1,4,0.0969562
7,6,0,1,4,0.0336724
8,6,0,1,4,0.0395567
16,6,0,1,4,0.0384873
32,6,0,1,4,0.0318842
64,6,0,1,4,0.0317446
128,6,0,1,4,0.0307346
256,6,0,1,4,0.0580784
512,6,0,1,4,0.0757003
1,7,0,1,4,0.0200706
2,7,0,1,4,0.0362518
3,7,0,1,4,0.0969234
4,7,0,1,4,0.0982452
5,7,0,1,4,0.099813
7,7,0,1,4,0.030438
8,7,0,1,4,0.0334416
16,7,0,1,4,0.0328976
32,7,0,1,4,0.0319928
64,7,0,1,4,0.0292834
128,7,0,1,4,0.0290859
256,7,0,1,4,0.0543034
512,7,0,1,4,0.0716366
1,8,0,1,4,0.0209284
2,8,0,1,4,0.0360929
3,8,0,1,4,0.0966036
4,8,0,1,4,0.0983991
5,8,0,1,4,0.0986892
7,8,0,1,4,0.0974202
8,8,0,1,4,0.028132
16,8,0,1,4,0.028328
32,8,0,1,4,0.0278669
64,8,0,1,4,0.0280494
128,8,0,1,4,0.0281052
256,8,0,1,4,0.0523884
512,8,0,1,4,0.0736073
1,16,0,1,4,0.0199371
2,16,0,1,4,0.0363454
3,16,0,1,4,0.0963794
4,16,0,1,4,0.0987478
