unroll,malloc,strategy_block,strategy_loop,strategy_routine,strategy_trace,stores_always,stores_auto,stores_never,level,noipo,functions,force,builtin,ExecTime
0,0,0,1,0,0,0,0,1,2,0.0,1.0,0.0,1.0,6.08
0,0,0,1,0,0,0,0,1,2,0.0,1.0,0.0,0.0,6.21
0,0,0,1,0,0,0,0,1,2,0.0,1.0,1.0,1.0,6.09
0,0,0,1,0,0,0,0,1,2,0.0,1.0,1.0,0.0,6.23
0,0,0,1,0,0,0,0,1,2,0.0,0.0,0.0,1.0,6.06
0,0,0,1,0,0,0,0,1,2,0.0,0.0,0.0,0.0,6.19
0,0,0,1,0,0,0,0,1,2,0.0,0.0,1.0,1.0,6.17
0,0,0,1,0,0,0,0,1,2,0.0,0.0,1.0,0.0,6.24
0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,1.0,6.07
0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,6.25
0,0,0,1,0,0,0,1,0,0,0.0,1.0,1.0,1.0,7.33
0,0,0,1,0,0,0,1,0,0,0.0,1.0,1.0,0.0,7.59
0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,6.14
0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,6.28
0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,1.0,7.36
0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,7.56
0,0,0,1,0,0,0,1,0,1,0.0,1.0,0.0,1.0,6.09
0,0,0,1,0,0,0,1,0,1,0.0,1.0,0.0,0.0,6.21
0,0,0,1,0,0,0,1,0,1,0.0,1.0,1.0,1.0,6.05
0,0,0,1,0,0,0,1,0,1,0.0,1.0,1.0,0.0,6.25
0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,1.0,6.07
0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,6.23
0,0,0,1,0,0,0,1,0,1,0.0,0.0,1.0,1.0,6.13
0,0,0,1,0,0,0,1,0,1,0.0,0.0,1.0,0.0,6.13
0,0,0,1,0,0,0,1,0,2,0.0,1.0,0.0,1.0,6.07
0,0,0,1,0,0,0,1,0,2,0.0,1.0,0.0,0.0,6.15
0,0,0,1,0,0,0,1,0,2,0.0,1.0,1.0,1.0,6.14
0,0,0,1,0,0,0,1,0,2,0.0,1.0,1.0,0.0,6.27
0,0,0,1,0,0,0,1,0,2,0.0,0.0,0.0,1.0,6.09
0,0,0,1,0,0,0,1,0,2,0.0,0.0,0.0,0.0,6.2
0,0,0,1,0,0,0,1,0,2,0.0,0.0,1.0,1.0,6.17
0,0,0,1,0,0,0,1,0,2,0.0,0.0,1.0,0.0,6.2
0,0,0,0,1,0,1,0,0,0,1.0,1.0,0.0,1.0,12.61
0,0,0,0,1,0,1,0,0,0,1.0,1.0,0.0,0.0,12.48
0,0,0,0,1,0,1,0,0,0,1.0,1.0,1.0,1.0,10.68
0,0,0,0,1,0,1,0,0,0,1.0,1.0,1.0,0.0,12.23
0,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,1.0,12.25
0,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,12.49
0,0,0,0,1,0,1,0,0,0,1.0,0.0,1.0,1.0,10.46
0,0,0,0,1,0,1,0,0,0,1.0,0.0,1.0,0.0,12.01
0,0,0,0,1,0,1,0,0,1,1.0,1.0,0.0,1.0,12.69
0,0,0,0,1,0,1,0,0,1,1.0,1.0,0.0,0.0,12.66
0,0,0,0,1,0,1,0,0,1,1.0,1.0,1.0,1.0,12.99
0,0,0,0,1,0,1,0,0,1,1.0,1.0,1.0,0.0,13.38
0,0,0,0,1,0,1,0,0,1,1.0,0.0,0.0,1.0,12.41
0,0,0,0,1,0,1,0,0,1,1.0,0.0,0.0,0.0,13.15
0,0,0,0,1,0,1,0,0,1,1.0,0.0,1.0,1.0,13.02
0,0,0,0,1,0,1,0,0,1,1.0,0.0,1.0,0.0,13.48
0,0,0,0,1,0,1,0,0,2,1.0,1.0,0.0,1.0,12.4
0,0,0,0,1,0,1,0,0,2,1.0,1.0,0.0,0.0,12.34
0,0,0,0,1,0,1,0,0,2,1.0,1.0,1.0,1.0,13.1
0,0,0,0,1,0,1,0,0,2,1.0,1.0,1.0,0.0,13.18
0,0,0,0,1,0,1,0,0,2,1.0,0.0,0.0,1.0,12.07
0,0,0,0,1,0,1,0,0,2,1.0,0.0,0.0,0.0,12.41
0,0,0,0,1,0,1,0,0,2,1.0,0.0,1.0,1.0,13.67
0,0,0,0,1,0,1,0,0,2,1.0,0.0,1.0,0.0,13.28
0,0,0,0,1,0,0,0,1,0,1.0,1.0,0.0,1.0,6.15
0,0,0,0,1,0,0,0,1,0,1.0,1.0,0.0,0.0,6.29
0,0,0,0,1,0,0,0,1,0,1.0,1.0,1.0,1.0,7.43
0,0,0,0,1,0,0,0,1,0,1.0,1.0,1.0,0.0,7.66
0,0,0,0,1,0,0,0,1,0,1.0,0.0,0.0,1.0,6.14
0,0,0,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0,6.24
0,0,0,0,1,0,0,0,1,0,1.0,0.0,1.0,1.0,7.49
0,0,0,0,1,0,0,0,1,0,1.0,0.0,1.0,0.0,7.64
0,0,0,0,1,0,0,0,1,1,1.0,1.0,0.0,1.0,6.19
0,0,0,0,1,0,0,0,1,1,1.0,1.0,0.0,0.0,6.24
0,0,0,0,1,0,0,0,1,1,1.0,1.0,1.0,1.0,6.05
0,0,0,0,1,0,0,0,1,1,1.0,1.0,1.0,0.0,6.26
0,0,0,0,1,0,0,0,1,1,1.0,0.0,0.0,1.0,6.13
0,0,0,0,1,0,0,0,1,1,1.0,0.0,0.0,0.0,6.28
0,0,0,0,1,0,0,0,1,1,1.0,0.0,1.0,1.0,5.97
0,0,0,0,1,0,0,0,1,1,1.0,0.0,1.0,0.0,6.2
0,0,0,0,1,0,0,0,1,2,1.0,1.0,0.0,1.0,6.07
0,0,0,0,1,0,0,0,1,2,1.0,1.0,0.0,0.0,6.26
0,0,0,0,1,0,0,0,1,2,1.0,1.0,1.0,1.0,5.97
0,0,0,0,1,0,0,0,1,2,1.0,1.0,1.0,0.0,6.13
0,0,0,0,1,0,0,0,1,2,1.0,0.0,0.0,1.0,6.16
0,0,0,0,1,0,0,0,1,2,1.0,0.0,0.0,0.0,6.18
0,0,0,0,1,0,0,0,1,2,1.0,0.0,1.0,1.0,6.0
0,0,0,0,1,0,0,0,1,2,1.0,0.0,1.0,0.0,6.1
0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,1.0,6.17
0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,0.0,6.28
0,0,0,0,1,0,0,1,0,0,1.0,1.0,1.0,1.0,7.47
0,0,0,0,1,0,0,1,0,0,1.0,1.0,1.0,0.0,7.63
0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,6.1
0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,6.29
