Nodes_16,Input_2000,ScatteringOrder_l0,DRAMPowerPerNode,ProcessorPowerPerNode,Ranks,Nesting_DGZ,Nesting_DZG,Nesting_GDZ,Nesting_GZD,Nesting_ZDG,Nesting_ZGD,Layout_0,Dset,Gset,Method_sweep,OMP,PKG_LIMIT,DRAM_LIMIT,AvgInst,AvgIpc,AvgArithFpu,AvgFreq,AvgTemp,ProcessorPower,DRAMPower,ExecTime,Input_12000,ScatteringOrder_l9,Nodes_64,Energy
1,1,1,38.3382625,146.24795,32,0,1,0,0,0,0,1,16,1,1,10,90,0,71642457683,12.451,163060927.4,2.7277,36.312,2339.9672,613.4122,2.4033,0,0,0,7097.856712
1,1,1,38.2464,148.1501313,32,0,1,0,0,0,0,1,16,1,1,10,95,0,72262337116,12.5586,163152690.9,2.7675,36.4837,2370.4021,611.9424,2.4032,0,0,0,7167.170302
1,1,1,38.1850625,150.3414,32,0,1,0,0,0,0,1,16,1,1,10,100,0,73728792587,12.8132,163115400.8,2.7906,36.4087,2405.4624,610.961,2.4035,0,0,0,7249.973642
1,1,1,32.70795625,85.70223125,32,0,1,0,0,0,0,1,16,2,1,10,50,0,93817190967,6.4822,174125907.8,1.4062,29.6417,1371.2357,523.3273,6.0581,0,0,0,11477.45211
1,1,1,33.02796875,92.06096875,32,0,1,0,0,0,0,1,16,2,1,10,55,0,98376218629,7.168,174596913.2,1.5791,28.9011,1472.9755,528.4475,5.6429,0,0,0,11293.82985
1,1,1,32.99760625,99.8601,32,0,1,0,0,0,0,1,16,2,1,10,60,0,1.03E+11,7.9723,175190263.8,1.7686,31.2426,1597.7616,527.9617,5.2458,0,0,0,11151.11929
1,1,1,33.98753125,107.3091938,32,0,1,0,0,0,0,1,16,2,1,10,65,0,98127477756,8.8604,174871612,1.9415,31.1135,1716.9471,543.8005,4.6435,0,0,0,10497.78148
1,1,1,35.5860875,114.1051563,32,0,1,0,0,0,0,1,16,2,1,10,70,0,82683022684,9.572,172828193.3,2.1434,27.8507,1825.6825,569.3774,3.6088,0,0,0,8643.292167
1,1,1,36.890475,119.8888438,32,0,1,0,0,0,0,1,16,2,1,10,75,0,73467392457,10.2118,171564834.8,2.2837,33.8254,1918.2215,590.2476,3.0053,0,0,0,7538.702186
1,1,1,37.54465,130.3233938,32,0,1,0,0,0,0,1,16,2,1,10,80,0,76969823035,11.4639,171622216.4,2.4297,34.1463,2085.1743,600.7144,2.8047,0,0,0,7533.112037
1,1,1,37.307275,135.1475438,32,0,1,0,0,0,0,1,16,2,1,10,85,0,75591659957,11.4178,171677631.1,2.5481,33.9502,2162.3607,596.9164,2.8041,0,0,0,7737.288916
1,1,1,37.76318125,145.8349875,32,0,1,0,0,0,0,1,16,2,1,10,90,0,77998720295,12.5119,171463397.3,2.7015,35.5996,2333.3598,604.2109,2.6038,0,0,0,7648.846589
1,1,1,37.4447125,144.05725,32,0,1,0,0,0,0,1,16,2,1,10,95,0,74399814530,11.9354,171453470.8,2.7618,35.704,2304.916,599.1154,2.6035,0,0,0,7560.64575
1,1,1,38.35770625,150.2289125,32,0,1,0,0,0,0,1,16,2,1,10,100,0,74967041003,13.0287,171487446.4,2.7815,36.0639,2403.6626,613.7233,2.4033,0,0,0,7251.683533
1,1,1,32.71453125,88.36156875,32,0,1,0,0,0,0,1,16,4,1,10,50,0,1.07E+11,7.1636,192816923.3,1.4997,29.7959,1413.7851,523.4325,6.2201,0,0,0,12049.68719
1,1,1,33.04635,95.41705625,32,0,1,0,0,0,0,1,16,4,1,10,55,0,1.11E+11,7.8481,193278486.3,1.6625,29.2612,1526.6729,528.7416,6.0266,0,0,0,12387.16103
1,1,1,33.17555625,103.2379375,32,0,1,0,0,0,0,1,16,4,1,10,60,0,1.14E+11,8.7763,193349114.1,1.8585,31.4964,1651.807,530.8089,5.4379,0,0,0,11868.847
1,1,1,34.0994375,109.4386063,32,0,1,0,0,0,0,1,16,4,1,10,65,0,1.05E+11,9.5074,192404150.8,1.9975,31.2893,1751.0177,545.591,4.6355,0,0,0,10645.92963
1,1,1,34.92795625,117.9927813,32,0,1,0,0,0,0,1,16,4,1,10,70,0,1.01E+11,10.4196,191812765.3,2.2172,30.9791,1887.8845,558.8473,4.007,0,0,0,9804.054323
1,1,1,35.766725,127.41615,32,0,1,0,0,0,0,1,16,4,1,10,75,0,99070986968,11.475,191633070.8,2.3782,34.3158,2038.6584,572.2676,3.6058,0,0,0,9414.476971
1,1,1,36.0607625,135.768225,32,0,1,0,0,0,0,1,16,4,1,10,80,0,99017330079,12.1451,191453201.9,2.5243,34.6788,2172.2916,576.9722,3.4049,0,0,0,9360.968313
1,1,1,36.45920625,145.137525,32,0,1,0,0,0,0,1,16,4,1,10,85,0,97872720280,12.7564,191484963.8,2.6759,34.6827,2322.2004,583.3473,3.2046,0,0,0,9311.118159
1,1,1,36.82778125,149.949125,32,0,1,0,0,0,0,1,16,4,1,10,90,0,94573877496,13.0975,191144578.1,2.7616,36.2807,2399.186,589.2445,3.0041,0,0,0,8977.544065
1,1,1,36.7754875,151.5720188,32,0,1,0,0,0,0,1,16,4,1,10,95,0,95370136007,13.2599,191268048.2,2.7799,36.3121,2425.1523,588.4078,3.004,0,0,0,9052.73454
1,1,1,36.72713125,152.6319938,32,0,1,0,0,0,0,1,16,4,1,10,100,0,96023086388,13.3506,191220488.7,2.794,36.3488,2442.1119,587.6341,3.0041,0,0,0,9101.659959
1,1,1,32.17498125,89.98458125,32,0,1,0,0,0,0,1,16,8,1,10,50,0,1.32E+11,7.623,231471986.6,1.5467,29.9856,1439.7533,514.7997,7.2423,0,0,0,14155.45919
1,1,1,32.6126625,97.63963125,32,0,1,0,0,0,0,1,16,8,1,10,55,0,1.34E+11,8.4132,231316830.4,1.7193,29.5338,1562.2341,521.8026,6.6499,0,0,0,13858.63565
1,1,1,32.50284375,105.7245188,32,0,1,0,0,0,0,1,16,8,1,10,60,0,1.43E+11,9.2864,231866869.3,1.8976,31.9566,1691.5923,520.0455,6.4428,0,0,0,14249.14002
1,1,1,33.23186875,112.2160375,32,0,1,0,0,0,0,1,16,8,1,10,65,0,1.35E+11,10.0067,231359204.1,2.043,31.825,1795.4566,531.7099,5.6331,0,0,0,13109.16161
1,1,1,34.11368125,121.0551938,32,0,1,0,0,0,0,1,16,8,1,10,70,0,1.28E+11,11.131,230963474.4,2.2584,32.174,1936.8831,545.8189,4.8089,0,0,0,11939.06565
1,1,1,34.54116875,130.1736375,32,0,1,0,0,0,0,1,16,8,1,10,75,0,1.26E+11,11.9355,230578664.7,2.4104,34.6902,2082.7782,552.6587,4.407,0,0,0,11614.37042
1,1,1,34.83136875,138.4432188,32,0,1,0,0,0,0,1,16,8,1,10,80,0,1.26E+11,12.5146,230491466.3,2.537,35.2003,2215.0915,557.3019,4.2062,0,0,0,11661.24112
1,1,1,35.111475,146.940275,32,0,1,0,0,0,0,1,16,8,1,10,85,0,1.26E+11,13.1589,230635293.3,2.6656,35.2476,2351.0444,561.7836,4.0054,0,0,0,11667.04127
1,1,1,35.18125625,151.6739,32,0,1,0,0,0,0,1,16,8,1,10,90,0,1.24E+11,13.4869,230521534.4,2.7506,36.7747,2426.7824,562.9001,3.8053,0,0,0,11376.63882
1,1,1,35.06960625,152.8116688,32,0,1,0,0,0,0,1,16,8,1,10,95,0,1.25E+11,13.6094,230432515.8,2.7794,36.7465,2444.9867,561.1137,3.8051,0,0,0,11438.51263
1,1,1,35.1710625,154.1964688,32,0,1,0,0,0,0,1,16,8,1,10,100,0,1.25E+11,13.7207,230517532.6,2.7921,36.7978,2467.1435,562.737,3.8051,0,0,0,11528.99829
1,1,1,30.87508125,92.00333125,32,0,1,0,0,0,0,1,16,16,1,10,50,0,2.07E+11,7.9538,310982551.3,1.6173,30.5176,1472.0533,494.0013,11.0214,0,0,0,21668.67417
1,1,1,31.29961875,100.4494188,32,0,1,0,0,0,0,1,16,16,1,10,55,0,2.11E+11,8.9674,310801909.5,1.816,30.3134,1607.1907,500.7939,9.8256,0,0,0,20712.21349
1,1,1,31.31981875,107.5801813,32,0,1,0,0,0,0,1,16,16,1,10,60,0,2.08E+11,9.6502,310857423.5,1.9789,32.6162,1721.2829,501.1171,9.0342,0,0,0,20077.60608
1,1,1,31.8100625,115.8247625,32,0,1,0,0,0,0,1,16,16,1,10,65,0,2.10E+11,10.6396,310817609.3,2.1423,32.5775,1853.1962,508.961,8.2302,0,0,0,19441.02619
1,1,1,32.07964375,124.9591063,32,0,1,0,0,0,0,1,16,16,1,10,70,0,2.06E+11,11.5845,310453731.3,2.3321,33.5115,1999.3457,513.2743,7.412,0,0,0,18623.53944
1,1,1,32.37776875,134.7354688,32,0,1,0,0,0,0,1,16,16,1,10,75,0,2.03E+11,12.4747,310153882.9,2.4956,35.7629,2155.7675,518.0443,6.8097,0,0,0,18207.85621
1,1,1,32.6490625,144.480075,32,0,1,0,0,0,0,1,16,16,1,10,80,0,2.03E+11,13.2144,310326054.8,2.6305,36.2269,2311.6812,522.385,6.4089,0,0,0,18163.24687
1,1,1,32.75510625,150.5897,32,0,1,0,0,0,0,1,16,16,1,10,85,0,2.00E+11,13.4492,310365196,2.7437,36.262,2409.4352,524.0817,6.2081,0,0,0,18211.56627
1,1,1,32.78149375,154.3956563,32,0,1,0,0,0,0,1,16,16,1,10,90,0,2.00E+11,13.9079,310099683.8,2.782,37.7012,2470.3305,524.5039,6.0077,0,0,0,17992.06662
1,1,1,32.89636875,155.5550125,32,0,1,0,0,0,0,1,16,16,1,10,95,0,1.96E+11,14.0706,309834944.5,2.7913,37.7548,2488.8802,526.3419,5.8078,0,0,0,17511.80691
1,1,1,32.93416875,156.1708,32,0,1,0,0,0,0,1,16,16,1,10,100,0,1.96E+11,14.0846,309962662.3,2.7977,37.5423,2498.7328,526.9467,5.8078,0,0,0,17572.5414
1,1,1,29.72980625,94.33550625,32,0,1,0,0,0,0,1,16,32,1,10,50,0,3.77E+11,8.0714,619783103.1,1.6778,30.6341,1509.3681,475.6769,19.4691,0,0,0,38647.03961
1,1,1,29.99264375,102.8612625,32,0,1,0,0,0,0,1,16,32,1,10,55,0,3.71E+11,9.0744,619480288.5,1.8947,30.7158,1645.7802,479.8823,17.0807,0,0,0,36307.80346
1,1,1,29.98653125,110.7676875,32,0,1,0,0,0,0,1,16,32,1,10,60,0,3.83E+11,9.9581,619789979,2.0713,33.3314,1772.283,479.7845,16.05,0,0,0,36145.68338
1,1,1,30.270825,118.3168125,32,0,1,0,0,0,0,1,16,32,1,10,65,0,3.73E+11,10.7545,619399980.5,2.2203,33.2763,1893.069,484.3332,14.4462,0,0,0,34344.42766
1,1,1,30.36819375,128.1095125,32,0,1,0,0,0,0,1,16,32,1,10,70,0,3.66E+11,11.5661,619046353.8,2.3989,34.6955,2049.7522,485.8911,13.2186,0,0,0,33517.65453
1,1,1,30.49651875,137.9310313,32,0,1,0,0,0,0,1,16,32,1,10,75,0,3.62E+11,12.3671,618821445.8,2.5471,36.7039,2206.8965,487.9443,12.2172,0,0,0,32923.40902
1,1,1,30.62724375,147.8286875,32,0,1,0,0,0,0,1,16,32,1,10,80,0,3.64E+11,13.0747,619106929.6,2.6717,37.1826,2365.259,490.0359,11.6154,0,0,0,33165.39238
1,1,1,30.71075625,153.5745813,32,0,1,0,0,0,0,1,16,32,1,10,85,0,3.57E+11,13.3093,618799887.8,2.7578,37.3722,2457.1933,491.3721,11.4143,0,0,0,33655.81005
1,1,1,30.7556375,156.7055875,32,0,1,0,0,0,0,1,16,32,1,10,90,0,3.54E+11,13.6773,618597270.5,2.7883,38.7397,2507.2894,492.0902,10.8136,0,0,0,32434.09124
1,1,1,30.67336875,157.0998,32,0,1,0,0,0,0,1,16,32,1,10,95,0,3.61E+11,13.7073,618925230.7,2.7956,38.7941,2513.5968,490.7739,11.0139,0,0,0,33089.83845
1,1,1,30.7,156.8919813,32,0,1,0,0,0,0,1,16,32,1,10,100,0,3.51E+11,13.5455,618591323.9,2.7986,38.3936,2510.2717,491.2,10.8136,0,0,0,32456.71438
1,1,1,32.169125,88.32210625,32,0,1,0,0,0,0,1,32,1,1,10,50,0,1.15E+11,6.7382,165142134.4,1.4932,29.7772,1413.1537,514.706,7.2541,0,0,0,13984.88705
1,1,1,32.728,96.35205,32,0,1,0,0,0,0,1,32,1,1,10,55,0,1.20E+11,7.7945,165420297.1,1.6942,29.4627,1541.6328,523.648,6.4416,0,0,0,13303.7128
1,1,1,32.57254375,103.679425,32,0,1,0,0,0,0,1,32,1,1,10,60,0,1.27E+11,8.5114,165758899.3,1.8735,32.058,1658.8708,521.1607,6.2469,0,0,0,13618.43878
1,1,1,32.92424375,109.9735563,32,0,1,0,0,0,0,1,32,1,1,10,65,0,1.25E+11,9.003,165833669.1,2.0293,31.8798,1759.5769,526.7879,5.8441,0,0,0,13361.74453
1,1,1,34.5358125,119.7652938,32,0,1,0,0,0,0,1,32,1,1,10,70,0,1.09E+11,10.3239,164038619.2,2.2349,33.4476,1916.2447,552.573,4.4112,0,0,0,10890.44864
1,1,1,34.97671875,126.8174813,32,0,1,0,0,0,0,1,32,1,1,10,75,0,1.05E+11,10.8617,163427737.4,2.3895,34.8241,2029.0797,559.6275,4.0073,0,0,0,10373.72636
1,1,1,35.34895,136.4609875,32,0,1,0,0,0,0,1,32,1,1,10,80,0,1.08E+11,11.8397,163614172.6,2.5294,35.4978,2183.3758,565.5832,3.8059,0,0,0,10462.26306
1,1,1,35.24221875,144.8840125,32,0,1,0,0,0,0,1,32,1,1,10,85,0,1.12E+11,12.2817,163692996.1,2.6548,35.7906,2318.1442,563.8755,3.8055,0,0,0,10967.52597
1,1,1,35.4382375,149.9751813,32,0,1,0,0,0,0,1,32,1,1,10,90,0,1.09E+11,12.624,163527246.6,2.7485,37.6671,2399.6029,567.0118,3.605,0,0,0,10694.64599
1,1,1,35.3193625,151.8082813,32,0,1,0,0,0,0,1,32,1,1,10,95,0,1.10E+11,12.7212,163338389.5,2.7784,37.5421,2428.9325,565.1098,3.6051,0,0,0,10793.8219
1,1,1,35.749875,152.3750688,32,0,1,0,0,0,0,1,32,1,1,10,100,0,1.05E+11,12.9004,163200216.3,2.7918,37.4194,2438.0011,571.998,3.4049,0,0,0,10248.74594
1,1,1,32.04639375,89.567525,32,0,1,0,0,0,0,1,32,2,1,10,50,0,1.31E+11,7.1577,173915947.9,1.5344,29.9229,1433.0804,512.7423,7.6406,0,0,0,14867.25292
1,1,1,32.56358125,97.22725625,32,0,1,0,0,0,0,1,32,2,1,10,55,0,1.32E+11,8.031,174100896.8,1.7183,29.672,1555.6361,521.0173,6.8282,0,0,0,14179.80475
1,1,1,32.721025,105.041575,32,0,1,0,0,0,0,1,32,2,1,10,60,0,1.32E+11,8.8616,173850638.2,1.8937,32.0703,1680.6652,523.5364,6.2201,0,0,0,13710.35437
1,1,1,32.95100625,112.0643375,32,0,1,0,0,0,0,1,32,2,1,10,65,0,1.37E+11,9.502,174214507.6,2.0471,31.8827,1793.0294,527.2161,6.0347,0,0,0,14001.98552
1,1,1,33.59684375,120.1411563,32,0,1,0,0,0,0,1,32,2,1,10,70,0,1.27E+11,10.2161,173287762.9,2.2577,33.2909,1922.2585,537.5495,5.2113,0,0,0,12818.79743
1,1,1,34.23424375,128.042075,32,0,1,0,0,0,0,1,32,2,1,10,75,0,1.21E+11,10.9351,172847289.6,2.42,34.775,2048.6732,547.7479,4.6075,0,0,0,11963.01022
1,1,1,34.56111875,137.8785375,32,0,1,0,0,0,0,1,32,2,1,10,80,0,1.26E+11,11.9508,173145601.1,2.5413,35.3959,2206.0566,552.9779,4.4063,0,0,0,12157.13372
1,1,1,34.4338875,142.929525,32,0,1,0,0,0,0,1,32,2,1,10,85,0,1.26E+11,11.9621,173130051.7,2.6468,35.4519,2286.8724,550.9422,4.4061,0,0,0,12503.69491
1,1,1,34.42921875,147.7180063,32,0,1,0,0,0,0,1,32,2,1,10,90,0,1.23E+11,12.2598,172727189.8,2.7417,36.9491,2363.4881,550.8675,4.2057,0,0,0,12256.90535
1,1,1,34.52100625,150.6200813,32,0,1,0,0,0,0,1,32,2,1,10,95,0,1.24E+11,12.5952,172516787.3,2.7767,37.2242,2409.9213,552.3361,4.2057,0,0,0,12458.36595
1,1,1,34.8190625,153.1079063,32,0,1,0,0,0,0,1,32,2,1,10,100,0,1.25E+11,13.0579,172933725.9,2.7895,37.1271,2449.7265,557.105,4.0056,0,0,0,12044.16426
1,1,1,31.54235,91.36065625,32,0,1,0,0,0,0,1,32,4,1,10,50,0,1.60E+11,7.5671,193742641.9,1.602,30.0249,1461.7705,504.6776,8.8487,0,0,0,17400.5093
1,1,1,31.864875,99.2225625,32,0,1,0,0,0,0,1,32,4,1,10,55,0,1.66E+11,8.3905,194049860.8,1.7756,30.1692,1587.561,509.838,8.2684,0,0,0,17342.13389
1,1,1,31.81795,106.9757875,32,0,1,0,0,0,0,1,32,4,1,10,60,0,1.72E+11,9.186,194209820.2,1.9555,32.4651,1711.6126,509.0872,7.8266,0,0,0,17380.52905
1,1,1,32.3710125,113.777825,32,0,1,0,0,0,0,1,32,4,1,10,65,0,1.67E+11,9.9339,193757965,2.1067,32.1696,1820.4452,517.9362,7.0245,0,0,0,16425.96014
1,1,1,33.06294375,123.304175,32,0,1,0,0,0,0,1,32,4,1,10,70,0,1.58E+11,10.9317,193256787.4,2.3148,33.3136,1972.8668,529.0071,6.0123,0,0,0,15042.01645
1,1,1,33.27170625,131.2580938,32,0,1,0,0,0,0,1,32,4,1,10,75,0,1.53E+11,11.4103,192938435.1,2.4711,35.0957,2100.1295,532.3473,5.6088,0,0,0,14765.03588
1,1,1,33.71726875,141.6060188,32,0,1,0,0,0,0,1,32,4,1,10,80,0,1.55E+11,12.4076,192824989.9,2.5971,35.8266,2265.6963,539.4763,5.2074,0,0,0,14607.6558
1,1,1,33.63734375,149.9960188,32,0,1,0,0,0,0,1,32,4,1,10,85,0,1.61E+11,12.8903,193113128.6,2.7259,36.0167,2399.9363,538.1975,5.207,0,0,0,15298.8627
1,1,1,33.73988125,152.9249688,32,0,1,0,0,0,0,1,32,4,1,10,90,0,1.57E+11,13.1237,192820398.1,2.7749,37.6555,2446.7995,539.8381,5.0067,0,0,0,14953.19847
1,1,1,33.93211875,154.1286813,32,0,1,0,0,0,0,1,32,4,1,10,95,0,1.53E+11,13.2845,192779555.1,2.7872,37.4718,2466.0589,542.9139,4.8065,0,0,0,14462.62776
1,1,1,33.946325,154.4813563,32,0,1,0,0,0,0,1,32,4,1,10,100,0,1.53E+11,13.3177,192744402.3,2.7961,37.2837,2471.7017,543.1412,4.8066,0,0,0,14491.14388
1,1,1,30.71391875,92.6589875,32,0,1,0,0,0,0,1,32,8,1,10,50,0,2.26E+11,7.8316,233973133.8,1.636,30.148,1482.5438,491.4227,12.0435,0,0,0,23773.46554
1,1,1,31.0994875,100.9286813,32,0,1,0,0,0,0,1,32,8,1,10,55,0,2.27E+11,8.7267,234027397.3,1.8282,30.573,1614.8589,497.5918,10.8378,0,0,0,22894.3182
1,1,1,31.09475625,108.7374625,32,0,1,0,0,0,0,1,32,8,1,10,60,0,2.34E+11,9.5432,234139312.6,2.0008,32.7379,1739.7994,497.5161,10.2394,0,0,0,22908.76833
1,1,1,31.42038125,115.6798313,32,0,1,0,0,0,0,1,32,8,1,10,65,0,2.30E+11,10.1637,233983800,2.1504,32.5686,1850.8773,502.7261,9.4357,0,0,0,22207.8956
1,1,1,31.7746,125.4295813,32,0,1,0,0,0,0,1,32,8,1,10,70,0,2.24E+11,11.1422,233633521.5,2.3373,34.1715,2006.8733,508.3936,8.4141,0,0,0,21163.70722
1,1,1,32.103175,134.8373313,32,0,1,0,0,0,0,1,32,8,1,10,75,0,2.21E+11,12.0102,233385406.4,2.4965,35.7955,2157.3973,513.6508,7.8119,0,0,0,20865.96065
1,1,1,32.2573625,144.053475,32,0,1,0,0,0,0,1,32,8,1,10,80,0,2.24E+11,12.6371,233420751.7,2.6195,36.5632,2304.8556,516.1178,7.4106,0,0,0,20905.10548
1,1,1,32.38974375,151.376,32,0,1,0,0,0,0,1,32,8,1,10,85,0,2.26E+11,13.0898,233532442.9,2.7151,36.6493,2422.016,518.2359,7.2097,0,0,0,21198.33412
1,1,1,32.262,154.74975,32,0,1,0,0,0,0,1,32,8,1,10,90,0,2.24E+11,13.3543,233496592.2,2.7706,38.308,2475.996,516.192,7.0097,0,0,0,20974.34022
1,1,1,32.25313125,154.3285438,32,0,1,0,0,0,0,1,32,8,1,10,95,0,2.20E+11,13.2124,233368864.9,2.7883,37.8553,2469.2567,516.0501,7.0093,0,0,0,20924.91095
1,1,1,32.21366875,155.957775,32,0,1,0,0,0,0,1,32,8,1,10,100,0,2.26E+11,13.4259,233535008.5,2.7953,37.9456,2495.3244,515.4187,7.0094,0,0,0,21103.50269
1,1,1,29.8262875,94.25553125,32,0,1,0,0,0,0,1,32,16,1,10,50,0,3.67E+11,8.0339,315887583.4,1.6856,30.2827,1508.0885,477.2206,19.0784,0,0,0,37876.52113
1,1,1,30.02191875,102.7820188,32,0,1,0,0,0,0,1,32,16,1,10,55,0,3.78E+11,9.0363,316098053.2,1.8967,30.8957,1644.5123,480.3507,17.4768,0,0,0,37135.80568
1,1,1,30.1132625,111.1048563,32,0,1,0,0,0,0,1,32,16,1,10,60,0,3.75E+11,10.0058,315870444.3,2.0821,33.3629,1777.6777,481.8122,15.644,0,0,0,35347.46
1,1,1,30.3492,118.0989813,32,0,1,0,0,0,0,1,32,16,1,10,65,0,3.62E+11,10.6274,315715573.8,2.226,33.3193,1889.5837,485.5872,14.224,0,0,0,33784.43088
1,1,1,30.47159375,127.9832125,32,0,1,0,0,0,0,1,32,16,1,10,70,0,3.59E+11,11.5276,315215051.7,2.3984,34.9974,2047.7314,487.5455,13.0203,0,0,0,33010.06582
1,1,1,30.6752875,137.9622,32,0,1,0,0,0,0,1,32,16,1,10,75,0,3.55E+11,12.3305,315056832.5,2.547,36.5572,2207.3952,490.8046,12.0167,0,0,0,32423.45754
1,1,1,30.79566875,147.4830375,32,0,1,0,0,0,0,1,32,16,1,10,80,0,3.55E+11,12.9958,315041880.2,2.675,37.4663,2359.7286,492.7307,11.4152,0,0,0,32561.3934
1,1,1,30.9784375,154.8148688,32,0,1,0,0,0,0,1,32,16,1,10,85,0,3.49E+11,13.4739,314951333.9,2.7631,37.4727,2477.0379,495.655,10.8136,0,0,0,32145.51194
1,1,1,30.89713125,156.5442813,32,0,1,0,0,0,0,1,32,16,1,10,90,0,3.46E+11,13.6174,314681864.1,2.789,39.1112,2504.7085,494.3541,10.6135,0,0,0,31830.55091
1,1,1,30.93258125,157.0487688,32,0,1,0,0,0,0,1,32,16,1,10,95,0,3.48E+11,13.6818,314791099.8,2.7954,38.8235,2512.7803,494.9213,10.6136,0,0,0,31922.5417
1,1,1,30.91034375,157.474025,32,0,1,0,0,0,0,1,32,16,1,10,100,0,3.48E+11,13.7069,315009494.8,2.7986,38.5623,2519.5844,494.5655,10.6139,0,0,0,31991.88562
1,1,1,29.04716875,95.4428,32,0,1,0,0,0,0,1,32,32,1,10,50,0,6.71E+11,7.9821,629692528.9,1.7242,30.6081,1527.0848,464.7547,35.1246,0,0,0,69962.5657
1,1,1,29.23689375,104.3016813,32,0,1,0,0,0,0,1,32,32,1,10,55,0,6.58E+11,9.0034,629140902.8,1.9358,31.3112,1668.8269,467.7903,30.4638,0,0,0,65089.47906
1,1,1,29.24738125,112.5147563,32,0,1,0,0,0,0,1,32,32,1,10,60,0,6.72E+11,9.9508,629914117.4,2.1315,33.8382,1800.2361,467.9581,28.2608,0,0,0,64100.98265
1,1,1,29.50340625,120.8050938,32,0,1,0,0,0,0,1,32,32,1,10,65,0,6.50E+11,10.8411,628788086.6,2.2948,34.025,1932.8815,472.0545,25.0361,0,0,0,60210.21819
1,1,1,29.57304375,130.3323125,32,0,1,0,0,0,0,1,32,32,1,10,70,0,6.39E+11,11.5932,628401058.9,2.448,35.754,2085.317,473.1687,23.0324,0,0,0,58928.06604
1,1,1,29.64256875,140.2950313,32,0,1,0,0,0,0,1,32,32,1,10,75,0,6.35E+11,12.3753,628326030.2,2.5835,37.2762,2244.7205,474.2811,21.4295,0,0,0,58266.84479
1,1,1,29.703225,148.9847438,32,0,1,0,0,0,0,1,32,32,1,10,80,0,6.36E+11,12.8608,628046018.2,2.6951,38.2208,2383.7559,475.2516,20.6264,0,0,0,58971.0323
1,1,1,29.8180125,155.9907938,32,0,1,0,0,0,0,1,32,32,1,10,85,0,6.27E+11,13.3261,627978653.6,2.7704,38.4842,2495.8527,477.0882,19.6251,0,0,0,58344.26246
1,1,1,29.7464125,157.8711,32,0,1,0,0,0,0,1,32,32,1,10,90,0,6.34E+11,13.4927,628100182,2.7936,39.9259,2525.9376,475.9426,19.6242,0,0,0,58909.49742
1,1,1,29.77735,157.90335,32,0,1,0,0,0,0,1,32,32,1,10,95,0,6.28E+11,13.4985,627674064.5,2.7977,39.5196,2526.4536,476.4376,19.4243,0,0,0,58329.05954
1,1,1,29.78751875,157.9453375,32,0,1,0,0,0,0,1,32,32,1,10,100,0,6.26E+11,13.4711,627787117.3,2.7993,39.3775,2527.1254,476.6003,19.4249,0,0,0,58347.07135
1,1,1,32.1406875,82.7537625,32,0,1,0,0,0,0,1,8,1,1,12,50,0,96348201178,5.8609,170448033.6,1.1599,29.4775,1324.0602,514.251,6.8471,0,0,0,12587.10062
1,1,1,32.28175625,88.58651875,32,0,1,0,0,0,0,1,8,1,1,12,55,0,1.02E+11,6.4026,171702078.1,1.3164,28.7175,1417.3843,516.5081,6.6601,0,0,0,12879.91677
1,1,1,32.30255625,94.116425,32,0,1,0,0,0,0,1,8,1,1,12,60,0,1.06E+11,7.0786,171572669.3,1.4396,30.8418,1505.8628,516.8409,6.2489,0,0,0,12639.67315
1,1,1,32.5672125,100.18695,32,0,1,0,0,0,0,1,8,1,1,12,65,0,1.14E+11,7.8851,172580259.7,1.5734,30.5808,1602.9912,521.0754,6.0474,0,0,0,12845.08036
1,1,1,35.1811625,104.6996625,32,0,1,0,0,0,0,1,8,1,1,12,70,0,80724728966,8.9349,166584287.8,1.7439,31.5876,1675.1946,562.8986,3.8116,0,0,0,8530.716041
1,1,1,38.2819375,114.00235,32,0,1,0,0,0,0,1,8,1,1,12,75,0,67485648334,10.8175,164284477.6,1.9744,33.3605,1824.0376,612.511,2.6052,0,0,0,6347.696413
1,1,1,38.76456875,122.6221313,32,0,1,0,0,0,0,1,8,1,1,12,80,0,66729569630,11.5892,163736030.4,2.1597,33.9115,1961.9541,620.2331,2.4051,0,0,0,6210.418435
1,1,1,39.28561875,126.9371563,32,0,1,0,0,0,0,1,8,1,1,12,85,0,60587468056,11.481,163251531.5,2.2814,33.7292,2030.9945,628.5699,2.2042,0,0,0,5862.21185
1,1,1,40.05759375,142.339025,32,0,1,0,0,0,0,1,8,1,1,12,90,0,64060666347,13.3565,163584561.5,2.4859,36.1122,2277.4244,640.9215,2.0028,0,0,0,5844.863169
1,1,1,40.9196125,152.1652938,32,0,1,0,0,0,0,1,8,1,1,12,95,0,61392215243,14.2242,163072919,2.6611,36.8469,2434.6447,654.7138,1.8026,0,0,0,5568.877632
1,1,1,40.73256875,157.540375,32,0,1,0,0,0,0,1,8,1,1,12,100,0,63042575037,14.6066,163229414.3,2.74,37.0667,2520.646,651.7211,1.8028,0,0,0,5719.143408
1,1,1,32.4676125,82.4043125,32,0,1,0,0,0,0,1,8,2,1,12,50,0,91520508226,6.1051,175797469.4,1.1473,29.2222,1318.469,519.4818,6.2616,0,0,0,11508.51273
