gratio,rhorx,rhory,rhohx,rhohy,rhoratio,sgrain,ortho,ExecTime
1.28,16,28,20,70,0.5,64,32,1.78585
1.28,16,28,20,70,0.5,128,16,2.81691
1.28,16,28,20,70,0.5,128,32,2.36971
1.28,16,28,20,70,1,32,16,1.65967
1.28,16,28,20,70,1,32,32,1.72772
1.28,16,28,20,70,1,64,16,1.84142
1.28,16,28,20,70,1,64,32,1.79279
1.28,16,28,20,70,1,128,16,2.82834
1.28,16,28,20,70,1,128,32,2.37298
1.28,16,28,20,70,2,32,16,1.7062
1.28,16,28,20,70,2,32,32,1.73139
1.28,16,28,20,70,2,64,16,1.84532
1.28,16,28,20,70,2,64,32,1.80579
1.28,16,28,20,70,2,128,16,2.85094
1.28,16,28,20,70,2,128,32,2.37587
1.28,16,28,35,10,0.5,32,16,1.55101
1.28,16,28,35,10,0.5,32,32,1.58046
1.28,16,28,35,10,0.5,64,16,1.741
1.28,16,28,35,10,0.5,64,32,1.71281
1.28,16,28,35,10,0.5,128,16,2.72697
1.28,16,28,35,10,0.5,128,32,2.22993
1.28,16,28,35,10,1,32,16,1.42275
1.28,16,28,35,10,1,32,32,1.46184
1.28,16,28,35,10,1,64,16,1.59379
1.28,16,28,35,10,1,64,32,1.58123
1.28,16,28,35,10,1,128,16,2.68682
1.28,16,28,35,10,1,128,32,2.15387
1.28,16,28,35,10,2,32,16,1.39368
1.28,16,28,35,10,2,32,32,1.40698
1.28,16,28,35,10,2,64,16,1.56502
1.28,16,28,35,10,2,64,32,1.55897
1.28,16,28,35,10,2,128,16,2.59716
1.28,16,28,35,10,2,128,32,2.08186
1.28,16,28,35,20,0.5,32,16,1.5687
1.28,16,28,35,20,0.5,32,32,1.58356
1.28,16,28,35,20,0.5,64,16,1.75649
1.28,16,28,35,20,0.5,64,32,1.74022
1.28,16,28,35,20,0.5,128,16,2.74682
1.28,16,28,35,20,0.5,128,32,2.26397
1.28,16,28,35,20,1,32,16,1.45475
1.28,16,28,35,20,1,32,32,1.49318
1.28,16,28,35,20,1,64,16,1.64918
1.28,16,28,35,20,1,64,32,1.62697
1.28,16,28,35,20,1,128,16,2.71274
1.28,16,28,35,20,1,128,32,2.20273
1.28,16,28,35,20,2,32,16,1.43516
1.28,16,28,35,20,2,32,32,1.46435
1.28,16,28,35,20,2,64,16,1.61531
1.28,16,28,35,20,2,64,32,1.58562
1.28,16,28,35,20,2,128,16,2.63232
1.28,16,28,35,20,2,128,32,2.14708
1.28,16,28,35,35,0.5,32,16,1.72781
1.28,16,28,35,35,0.5,32,32,1.73813
1.28,16,28,35,35,0.5,64,16,1.86902
1.28,16,28,35,35,0.5,64,32,1.88609
1.28,16,28,35,35,0.5,128,16,2.89709
1.28,16,28,35,35,0.5,128,32,2.39955
1.28,16,28,35,35,1,32,16,1.65871
1.28,16,28,35,35,1,32,32,1.67591
1.28,16,28,35,35,1,64,16,1.85294
1.28,16,28,35,35,1,64,32,1.84307
1.28,16,28,35,35,1,128,16,2.89434
1.28,16,28,35,35,1,128,32,2.41814
1.28,16,28,35,35,2,32,16,1.6541
1.28,16,28,35,35,2,32,32,1.71809
1.28,16,28,35,35,2,64,16,1.85064
1.28,16,28,35,35,2,64,32,1.83724
1.28,16,28,35,35,2,128,16,2.87855
1.28,16,28,35,35,2,128,32,2.37367
1.28,16,28,35,70,0.5,32,16,2.05608
1.28,16,28,35,70,0.5,32,32,2.10182
1.28,16,28,35,70,0.5,64,16,2.26906
1.28,16,28,35,70,0.5,64,32,2.24853
1.28,16,28,35,70,0.5,128,16,3.31678
1.28,16,28,35,70,0.5,128,32,2.92251
1.28,16,28,35,70,1,32,16,2.15054
1.28,16,28,35,70,1,32,32,2.22232
1.28,16,28,35,70,1,64,16,2.33824
1.28,16,28,35,70,1,64,32,2.31939
1.28,16,28,35,70,1,128,16,3.3724
1.28,16,28,35,70,1,128,32,2.96894
1.28,16,28,35,70,2,32,16,2.05438
1.28,16,28,35,70,2,32,32,2.12295
1.28,16,28,35,70,2,64,16,2.24336
1.28,16,28,35,70,2,64,32,2.21717
1.28,16,28,35,70,2,128,16,3.31371
1.28,16,28,35,70,2,128,32,2.84197
1.28,16,28,70,10,0.5,32,16,1.55468
1.28,16,28,70,10,0.5,32,32,1.59779
1.28,16,28,70,10,0.5,64,16,1.75499
1.28,16,28,70,10,0.5,64,32,1.73179
1.28,16,28,70,10,0.5,128,16,2.75058
1.28,16,28,70,10,0.5,128,32,2.27772
1.28,16,28,70,10,1,32,16,1.45865
1.28,16,28,70,10,1,32,32,1.47572
1.28,16,28,70,10,1,64,16,1.69053
1.28,16,28,70,10,1,64,32,1.62743
1.28,16,28,70,10,1,128,16,2.68397
1.28,16,28,70,10,1,128,32,2.19495
1.28,16,28,70,10,2,32,16,1.44247
1.28,16,28,70,10,2,32,32,1.45504
1.28,16,28,70,10,2,64,16,1.59263
1.28,16,28,70,10,2,64,32,1.61133
1.28,16,28,70,10,2,128,16,2.62706
1.28,16,28,70,10,2,128,32,2.14621
1.28,16,28,70,20,0.5,32,16,1.88303
1.28,16,28,70,20,0.5,32,32,1.90165
1.28,16,28,70,20,0.5,64,16,2.07768
1.28,16,28,70,20,0.5,64,32,2.03335
1.28,16,28,70,20,0.5,128,16,3.08549
1.28,16,28,70,20,0.5,128,32,2.59243
1.28,16,28,70,20,1,32,16,1.76249
1.28,16,28,70,20,1,32,32,1.81094
1.28,16,28,70,20,1,64,16,1.95139
1.28,16,28,70,20,1,64,32,1.93398
1.28,16,28,70,20,1,128,16,2.99304
1.28,16,28,70,20,1,128,32,2.46783
1.28,16,28,70,20,2,32,16,1.78041
1.28,16,28,70,20,2,32,32,1.77928
1.28,16,28,70,20,2,64,16,1.97587
1.28,16,28,70,20,2,64,32,1.91969
1.28,16,28,70,20,2,128,16,2.96192
1.28,16,28,70,20,2,128,32,2.47222
1.28,16,28,70,35,0.5,32,16,2.30875
1.28,16,28,70,35,0.5,32,32,2.35249
1.28,16,28,70,35,0.5,64,16,2.49118
1.28,16,28,70,35,0.5,64,32,2.48379
1.28,16,28,70,35,0.5,128,16,3.56132
1.28,16,28,70,35,0.5,128,32,3.02758
1.28,16,28,70,35,1,32,16,2.39296
1.28,16,28,70,35,1,32,32,2.44053
1.28,16,28,70,35,1,64,16,2.55531
1.28,16,28,70,35,1,64,32,2.5316
1.28,16,28,70,35,1,128,16,3.57784
1.28,16,28,70,35,1,128,32,3.14106
1.28,16,28,70,35,2,32,16,2.32721
1.28,16,28,70,35,2,32,32,2.3522
1.28,16,28,70,35,2,64,16,2.51373
1.28,16,28,70,35,2,64,32,2.50111
1.28,16,28,70,35,2,128,16,3.55777
1.28,16,28,70,35,2,128,32,3.05268
1.28,16,28,70,70,0.5,32,16,2.49493
1.28,16,28,70,70,0.5,32,32,2.55134
1.28,16,28,70,70,0.5,64,16,2.65999
1.28,16,28,70,70,0.5,64,32,2.68207
1.28,16,28,70,70,0.5,128,16,3.65438
1.28,16,28,70,70,0.5,128,32,3.21457
1.28,16,28,70,70,1,32,16,2.88044
1.28,16,28,70,70,1,32,32,2.94329
1.28,16,28,70,70,1,64,16,3.04921
1.28,16,28,70,70,1,64,32,3.04089
1.28,16,28,70,70,1,128,16,4.07148
1.28,16,28,70,70,1,128,32,3.6366
1.28,16,28,70,70,2,32,16,2.84292
1.28,16,28,70,70,2,32,32,2.94602
1.28,16,28,70,70,2,64,16,3.07971
1.28,16,28,70,70,2,64,32,3.03971
1.28,16,28,70,70,2,128,16,4.10275
1.28,16,28,70,70,2,128,32,3.60942
1.28,16,56,10,10,0.5,32,16,1.7343
1.28,16,56,10,10,0.5,32,32,1.70409
1.28,16,56,10,10,0.5,64,16,1.95233
1.28,16,56,10,10,0.5,64,32,1.88432
1.28,16,56,10,10,0.5,128,16,2.89298
1.28,16,56,10,10,0.5,128,32,2.36895
1.28,16,56,10,10,1,32,16,1.81011
1.28,16,56,10,10,1,32,32,1.84687
1.28,16,56,10,10,1,64,16,2.01004
1.28,16,56,10,10,1,64,32,2.02028
1.28,16,56,10,10,1,128,16,3.08478
1.28,16,56,10,10,1,128,32,2.52775
1.28,16,56,10,10,2,32,16,1.77292
1.28,16,56,10,10,2,32,32,1.81331
1.28,16,56,10,10,2,64,16,1.95595
1.28,16,56,10,10,2,64,32,1.96308
1.28,16,56,10,10,2,128,16,3.01119
1.28,16,56,10,10,2,128,32,2.47381
1.28,16,56,10,20,0.5,32,16,1.67092
1.28,16,56,10,20,0.5,32,32,1.71643
1.28,16,56,10,20,0.5,64,16,1.88406
1.28,16,56,10,20,0.5,64,32,1.87084
1.28,16,56,10,20,0.5,128,16,2.86917
1.28,16,56,10,20,0.5,128,32,2.41596
1.28,16,56,10,20,1,32,16,1.84355
1.28,16,56,10,20,1,32,32,1.84318
1.28,16,56,10,20,1,64,16,2.08998
1.28,16,56,10,20,1,64,32,2.0695
1.28,16,56,10,20,1,128,16,3.0791
1.28,16,56,10,20,1,128,32,2.48518
1.28,16,56,10,20,2,32,16,1.80149
1.28,16,56,10,20,2,32,32,1.79669
1.28,16,56,10,20,2,64,16,1.97031
1.28,16,56,10,20,2,64,32,1.95618
1.28,16,56,10,20,2,128,16,2.9929
1.28,16,56,10,20,2,128,32,2.50157
1.28,16,56,10,35,0.5,32,16,1.6778
1.28,16,56,10,35,0.5,32,32,1.78523
1.28,16,56,10,35,0.5,64,16,1.89101
1.28,16,56,10,35,0.5,64,32,1.84057
1.28,16,56,10,35,0.5,128,16,2.89074
1.28,16,56,10,35,0.5,128,32,2.41067
1.28,16,56,10,35,1,32,16,1.83968
1.28,16,56,10,35,1,32,32,1.89955
1.28,16,56,10,35,1,64,16,2.06827
1.28,16,56,10,35,1,64,32,2.05448
1.28,16,56,10,35,1,128,16,3.04192
1.28,16,56,10,35,1,128,32,2.59143
1.28,16,56,10,35,2,32,16,1.90057
1.28,16,56,10,35,2,32,32,1.83145
1.28,16,56,10,35,2,64,16,2.02324
1.28,16,56,10,35,2,64,32,1.98655
1.28,16,56,10,35,2,128,16,3.05526
1.28,16,56,10,35,2,128,32,2.54415
1.28,16,56,10,70,0.5,32,16,1.72227
1.28,16,56,10,70,0.5,32,32,1.75424
1.28,16,56,10,70,0.5,64,16,1.92743
1.28,16,56,10,70,0.5,64,32,1.88624
1.28,16,56,10,70,0.5,128,16,2.90958
1.28,16,56,10,70,0.5,128,32,2.40956
1.28,16,56,10,70,1,32,16,1.90143
1.28,16,56,10,70,1,32,32,1.89464
1.28,16,56,10,70,1,64,16,2.04992
1.28,16,56,10,70,1,64,32,2.02447
1.28,16,56,10,70,1,128,16,3.07042
1.28,16,56,10,70,1,128,32,2.57674
1.28,16,56,10,70,2,32,16,1.84487
1.28,16,56,10,70,2,32,32,1.86549
1.28,16,56,10,70,2,64,16,2.07203
1.28,16,56,10,70,2,64,32,2.00878
1.28,16,56,10,70,2,128,16,3.0886
1.28,16,56,10,70,2,128,32,2.54878
1.28,16,56,20,10,0.5,32,16,1.67201
1.28,16,56,20,10,0.5,32,32,1.75121
1.28,16,56,20,10,0.5,64,16,1.8541
1.28,16,56,20,10,0.5,64,32,1.84142
1.28,16,56,20,10,0.5,128,16,2.88715
1.28,16,56,20,10,0.5,128,32,2.38582
1.28,16,56,20,10,1,32,16,1.84108
1.28,16,56,20,10,1,32,32,1.82559
1.28,16,56,20,10,1,64,16,2.02511
1.28,16,56,20,10,1,64,32,2.03105
1.28,16,56,20,10,1,128,16,3.00685
1.28,16,56,20,10,1,128,32,2.55891
1.28,16,56,20,10,2,32,16,1.81271
1.28,16,56,20,10,2,32,32,1.81818
1.28,16,56,20,10,2,64,16,1.97555
1.28,16,56,20,10,2,64,32,1.96779
1.28,16,56,20,10,2,128,16,2.96534
1.28,16,56,20,10,2,128,32,2.47859
1.28,16,56,20,20,0.5,32,16,1.72476
1.28,16,56,20,20,0.5,32,32,1.78414
1.28,16,56,20,20,0.5,64,16,1.89273
1.28,16,56,20,20,0.5,64,32,1.85992
1.28,16,56,20,20,0.5,128,16,2.90237
1.28,16,56,20,20,0.5,128,32,2.44354
1.28,16,56,20,20,1,32,16,1.84685
1.28,16,56,20,20,1,32,32,1.88355
1.28,16,56,20,20,1,64,16,2.00555
1.28,16,56,20,20,1,64,32,2.01386
1.28,16,56,20,20,1,128,16,2.98791
1.28,16,56,20,20,1,128,32,2.51985
1.28,16,56,20,20,2,32,16,1.80339
1.28,16,56,20,20,2,32,32,1.84021
1.28,16,56,20,20,2,64,16,2.00934
1.28,16,56,20,20,2,64,32,1.95592
1.28,16,56,20,20,2,128,16,3.01736
1.28,16,56,20,20,2,128,32,2.51379
1.28,16,56,20,35,0.5,32,16,1.75185
1.28,16,56,20,35,0.5,32,32,1.8147
1.28,16,56,20,35,0.5,64,16,1.95941
1.28,16,56,20,35,0.5,64,32,1.92603
1.28,16,56,20,35,0.5,128,16,2.96986
1.28,16,56,20,35,0.5,128,32,2.50378
1.28,16,56,20,35,1,32,16,1.93
1.28,16,56,20,35,1,32,32,1.9817
1.28,16,56,20,35,1,64,16,2.07602
1.28,16,56,20,35,1,64,32,2.0616
1.28,16,56,20,35,1,128,16,3.10392
1.28,16,56,20,35,1,128,32,2.57263
1.28,16,56,20,35,2,32,16,1.85661
1.28,16,56,20,35,2,32,32,1.91029
1.28,16,56,20,35,2,64,16,2.05434
1.28,16,56,20,35,2,64,32,2.01198
1.28,16,56,20,35,2,128,16,3.1033
1.28,16,56,20,35,2,128,32,2.56143
1.28,16,56,20,70,0.5,32,16,1.87192
1.28,16,56,20,70,0.5,32,32,1.91246
1.28,16,56,20,70,0.5,64,16,2.00333
1.28,16,56,20,70,0.5,64,32,1.97961
1.28,16,56,20,70,0.5,128,16,3.02424
1.28,16,56,20,70,0.5,128,32,2.62484
1.28,16,56,20,70,1,32,16,2.10853
1.28,16,56,20,70,1,32,32,2.16604
1.28,16,56,20,70,1,64,16,2.28661
1.28,16,56,20,70,1,64,32,2.23318
1.28,16,56,20,70,1,128,16,3.31537
1.28,16,56,20,70,1,128,32,2.86148
1.28,16,56,20,70,2,32,16,2.10028
1.28,16,56,20,70,2,32,32,2.2187
1.28,16,56,20,70,2,64,16,2.29229
1.28,16,56,20,70,2,64,32,2.27529
1.28,16,56,20,70,2,128,16,3.31265
1.28,16,56,20,70,2,128,32,2.84411
1.28,16,56,35,10,0.5,32,16,1.71229
1.28,16,56,35,10,0.5,32,32,1.71632
1.28,16,56,35,10,0.5,64,16,1.90809
1.28,16,56,35,10,0.5,64,32,1.87948
1.28,16,56,35,10,0.5,128,16,2.91009
1.28,16,56,35,10,0.5,128,32,2.39582
1.28,16,56,35,10,1,32,16,1.86615
1.28,16,56,35,10,1,32,32,1.88917
1.28,16,56,35,10,1,64,16,2.04633
1.28,16,56,35,10,1,64,32,1.9953
1.28,16,56,35,10,1,128,16,3.04373
1.28,16,56,35,10,1,128,32,2.55906
1.28,16,56,35,10,2,32,16,1.83515
1.28,16,56,35,10,2,32,32,1.86483
1.28,16,56,35,10,2,64,16,1.98553
1.28,16,56,35,10,2,64,32,1.97028
1.28,16,56,35,10,2,128,16,3.09648
1.28,16,56,35,10,2,128,32,2.55546
1.28,16,56,35,20,0.5,32,16,1.81795
1.28,16,56,35,20,0.5,32,32,1.83433
1.28,16,56,35,20,0.5,64,16,1.99737
1.28,16,56,35,20,0.5,64,32,1.96808
1.28,16,56,35,20,0.5,128,16,3.0147
1.28,16,56,35,20,0.5,128,32,2.50348
1.28,16,56,35,20,1,32,16,1.87399
1.28,16,56,35,20,1,32,32,1.93972
1.28,16,56,35,20,1,64,16,2.11849
1.28,16,56,35,20,1,64,32,2.02874
1.28,16,56,35,20,1,128,16,3.10602
1.28,16,56,35,20,1,128,32,2.60766
1.28,16,56,35,20,2,32,16,1.92053
1.28,16,56,35,20,2,32,32,1.89766
1.28,16,56,35,20,2,64,16,2.0345
1.28,16,56,35,20,2,64,32,2.02947
1.28,16,56,35,20,2,128,16,3.03737
1.28,16,56,35,20,2,128,32,2.54532
1.28,16,56,35,35,0.5,32,16,1.90159
1.28,16,56,35,35,0.5,32,32,1.93626
1.28,16,56,35,35,0.5,64,16,2.06018
1.28,16,56,35,35,0.5,64,32,2.04464
1.28,16,56,35,35,0.5,128,16,3.11469
1.28,16,56,35,35,0.5,128,32,2.63203
1.28,16,56,35,35,1,32,16,2.12668
1.28,16,56,35,35,1,32,32,2.11842
1.28,16,56,35,35,1,64,16,2.26186
1.28,16,56,35,35,1,64,32,2.21352
1.28,16,56,35,35,1,128,16,3.29489
1.28,16,56,35,35,1,128,32,2.73942
1.28,16,56,35,35,2,32,16,2.1105
1.28,16,56,35,35,2,32,32,2.16483
1.28,16,56,35,35,2,64,16,2.27533
1.28,16,56,35,35,2,64,32,2.23105
1.28,16,56,35,35,2,128,16,3.29583
1.28,16,56,35,35,2,128,32,2.79303
1.28,16,56,35,70,0.5,32,16,2.06102
1.28,16,56,35,70,0.5,32,32,2.1209
1.28,16,56,35,70,0.5,64,16,2.29656
1.28,16,56,35,70,0.5,64,32,2.22784
1.28,16,56,35,70,0.5,128,16,3.23692
1.28,16,56,35,70,0.5,128,32,2.76146
1.28,16,56,35,70,1,32,16,2.51255
1.28,16,56,35,70,1,32,32,2.56921
1.28,16,56,35,70,1,64,16,2.71238
1.28,16,56,35,70,1,64,32,2.66888
1.28,16,56,35,70,1,128,16,3.6743
1.28,16,56,35,70,1,128,32,3.22048
1.28,16,56,35,70,2,32,16,2.52412
1.28,16,56,35,70,2,32,32,2.6005
1.28,16,56,35,70,2,64,16,2.72226
1.28,16,56,35,70,2,64,32,2.69892
1.28,16,56,35,70,2,128,16,3.75282
1.28,16,56,35,70,2,128,32,3.24203
1.28,16,56,70,10,0.5,32,16,1.78601
1.28,16,56,70,10,0.5,32,32,1.82445
1.28,16,56,70,10,0.5,64,16,1.95452
1.28,16,56,70,10,0.5,64,32,1.97561
1.28,16,56,70,10,0.5,128,16,2.98988
1.28,16,56,70,10,0.5,128,32,2.52701
1.28,16,56,70,10,1,32,16,1.87747
1.28,16,56,70,10,1,32,32,1.9272
1.28,16,56,70,10,1,64,16,2.09093
1.28,16,56,70,10,1,64,32,2.06097
1.28,16,56,70,10,1,128,16,3.11363
1.28,16,56,70,10,1,128,32,2.57755
1.28,16,56,70,10,2,32,16,1.88054
1.28,16,56,70,10,2,32,32,1.89083
1.28,16,56,70,10,2,64,16,2.01755
1.28,16,56,70,10,2,64,32,2.01898
1.28,16,56,70,10,2,128,16,3.04621
1.28,16,56,70,10,2,128,32,2.5756
1.28,16,56,70,20,0.5,32,16,2.05169
1.28,16,56,70,20,0.5,32,32,2.17963
1.28,16,56,70,20,0.5,64,16,2.27847
1.28,16,56,70,20,0.5,64,32,2.33308
1.28,16,56,70,20,0.5,128,16,3.33907
1.28,16,56,70,20,0.5,128,32,2.84795
1.28,16,56,70,20,1,32,16,2.22397
1.28,16,56,70,20,1,32,32,2.21302
1.28,16,56,70,20,1,64,16,2.37465
1.28,16,56,70,20,1,64,32,2.39064
1.28,16,56,70,20,1,128,16,3.34268
1.28,16,56,70,20,1,128,32,2.88194
1.28,16,56,70,20,2,32,16,2.2803
1.28,16,56,70,20,2,32,32,2.27795
1.28,16,56,70,20,2,64,16,2.42807
1.28,16,56,70,20,2,64,32,2.40015
1.28,16,56,70,20,2,128,16,3.47356
1.28,16,56,70,20,2,128,32,2.98322
1.28,16,56,70,35,0.5,32,16,2.30254
1.28,16,56,70,35,0.5,32,32,2.4144
1.28,16,56,70,35,0.5,64,16,2.49806
1.28,16,56,70,35,0.5,64,32,2.46987
1.28,16,56,70,35,0.5,128,16,3.51005
1.28,16,56,70,35,0.5,128,32,3.04106
1.28,16,56,70,35,1,32,16,2.74607
1.28,16,56,70,35,1,32,32,2.79803
1.28,16,56,70,35,1,64,16,2.90384
1.28,16,56,70,35,1,64,32,2.81868
1.28,16,56,70,35,1,128,16,3.92531
1.28,16,56,70,35,1,128,32,3.52993
1.28,16,56,70,35,2,32,16,2.7833
1.28,16,56,70,35,2,32,32,2.80518
1.28,16,56,70,35,2,64,16,2.92947
1.28,16,56,70,35,2,64,32,2.85669
1.28,16,56,70,35,2,128,16,3.92267
1.28,16,56,70,35,2,128,32,3.54403
1.28,16,56,70,70,0.5,32,16,2.48529
1.28,16,56,70,70,0.5,32,32,2.53348
1.28,16,56,70,70,0.5,64,16,2.62336
1.28,16,56,70,70,0.5,64,32,2.6262
1.28,16,56,70,70,0.5,128,16,3.60395
1.28,16,56,70,70,0.5,128,32,3.16702
1.28,16,56,70,70,1,32,16,3.32189
1.28,16,56,70,70,1,32,32,3.39244
1.28,16,56,70,70,1,64,16,3.42193
1.28,16,56,70,70,1,64,32,3.52633
1.28,16,56,70,70,1,128,16,4.53346
1.28,16,56,70,70,1,128,32,4.00102
1.28,16,56,70,70,2,32,16,3.29096
1.28,16,56,70,70,2,32,32,3.40696
1.28,16,56,70,70,2,64,16,3.46378
1.28,16,56,70,70,2,64,32,3.46317
1.28,16,56,70,70,2,128,16,4.55005
1.28,16,56,70,70,2,128,32,4.00062
1.28,28,8,10,10,0.5,32,16,1.43327
1.28,28,8,10,10,0.5,32,32,1.46636
1.28,28,8,10,10,0.5,64,16,1.65807
1.28,28,8,10,10,0.5,64,32,1.616
1.28,28,8,10,10,0.5,128,16,2.63332
1.28,28,8,10,10,0.5,128,32,2.16644
1.28,28,8,10,10,1,32,16,1.2813
1.28,28,8,10,10,1,32,32,1.31882
1.28,28,8,10,10,1,64,16,1.48113
1.28,28,8,10,10,1,64,32,1.45743
1.28,28,8,10,10,1,128,16,2.53657
1.28,28,8,10,10,1,128,32,2.04478
1.28,28,8,10,10,2,32,16,1.24648
1.28,28,8,10,10,2,32,32,1.27526
1.28,28,8,10,10,2,64,16,1.44586
1.28,28,8,10,10,2,64,32,1.44118
1.28,28,8,10,10,2,128,16,2.46466
1.28,28,8,10,10,2,128,32,1.95515
1.28,28,8,10,20,0.5,32,16,1.47353
1.28,28,8,10,20,0.5,32,32,1.49806
1.28,28,8,10,20,0.5,64,16,1.64143
1.28,28,8,10,20,0.5,64,32,1.62345
1.28,28,8,10,20,0.5,128,16,2.60902
1.28,28,8,10,20,0.5,128,32,2.13582
1.28,28,8,10,20,1,32,16,1.32915
1.28,28,8,10,20,1,32,32,1.34434
1.28,28,8,10,20,1,64,16,1.50282
1.28,28,8,10,20,1,64,32,1.47551
1.28,28,8,10,20,1,128,16,2.53785
1.28,28,8,10,20,1,128,32,2.0228
1.28,28,8,10,20,2,32,16,1.24855
1.28,28,8,10,20,2,32,32,1.27439
1.28,28,8,10,20,2,64,16,1.42759
1.28,28,8,10,20,2,64,32,1.42755
1.28,28,8,10,20,2,128,16,2.46357
1.28,28,8,10,20,2,128,32,1.95837
1.28,28,8,10,35,0.5,32,16,1.46492
1.28,28,8,10,35,0.5,32,32,1.48611
1.28,28,8,10,35,0.5,64,16,1.66861
1.28,28,8,10,35,0.5,64,32,1.62697
1.28,28,8,10,35,0.5,128,16,2.63025
1.28,28,8,10,35,0.5,128,32,2.15358
1.28,28,8,10,35,1,32,16,1.30908
1.28,28,8,10,35,1,32,32,1.32034
1.28,28,8,10,35,1,64,16,1.5187
1.28,28,8,10,35,1,64,32,1.502
1.28,28,8,10,35,1,128,16,2.54896
1.28,28,8,10,35,1,128,32,2.03452
1.28,28,8,10,35,2,32,16,1.24399
1.28,28,8,10,35,2,32,32,1.27244
1.28,28,8,10,35,2,64,16,1.42884
1.28,28,8,10,35,2,64,32,1.41977
1.28,28,8,10,35,2,128,16,2.44757
1.28,28,8,10,35,2,128,32,1.96616
1.28,28,8,10,70,0.5,32,16,1.41659
1.28,28,8,10,70,0.5,32,32,1.48121
1.28,28,8,10,70,0.5,64,16,1.63195
1.28,28,8,10,70,0.5,64,32,1.64127
1.28,28,8,10,70,0.5,128,16,2.61904
1.28,28,8,10,70,0.5,128,32,2.11846
1.28,28,8,10,70,1,32,16,1.30972
1.28,28,8,10,70,1,32,32,1.32555
1.28,28,8,10,70,1,64,16,1.4993
1.28,28,8,10,70,1,64,32,1.48556
1.28,28,8,10,70,1,128,16,2.54794
1.28,28,8,10,70,1,128,32,2.01158
1.28,28,8,10,70,2,32,16,1.26693
1.28,28,8,10,70,2,32,32,1.2796
1.28,28,8,10,70,2,64,16,1.46018
1.28,28,8,10,70,2,64,32,1.44267
1.28,28,8,10,70,2,128,16,2.44336
1.28,28,8,10,70,2,128,32,1.97541
1.28,28,8,20,10,0.5,32,16,1.49022
1.28,28,8,20,10,0.5,32,32,1.47683
1.28,28,8,20,10,0.5,64,16,1.64704
1.28,28,8,20,10,0.5,64,32,1.64391
1.28,28,8,20,10,0.5,128,16,2.62189
1.28,28,8,20,10,0.5,128,32,2.12215
1.28,28,8,20,10,1,32,16,1.30334
1.28,28,8,20,10,1,32,32,1.35239
1.28,28,8,20,10,1,64,16,1.52077
1.28,28,8,20,10,1,64,32,1.4803
1.28,28,8,20,10,1,128,16,2.52586
1.28,28,8,20,10,1,128,32,2.01604
1.28,28,8,20,10,2,32,16,1.2497
1.28,28,8,20,10,2,32,32,1.28584
1.28,28,8,20,10,2,64,16,1.43803
1.28,28,8,20,10,2,64,32,1.41689
1.28,28,8,20,10,2,128,16,2.45518
1.28,28,8,20,10,2,128,32,1.95844
1.28,28,8,20,20,0.5,32,16,1.43553
1.28,28,8,20,20,0.5,32,32,1.4996
1.28,28,8,20,20,0.5,64,16,1.65369
1.28,28,8,20,20,0.5,64,32,1.6233
1.28,28,8,20,20,0.5,128,16,2.62614
1.28,28,8,20,20,0.5,128,32,2.14533
1.28,28,8,20,20,1,32,16,1.30468
1.28,28,8,20,20,1,32,32,1.37007
1.28,28,8,20,20,1,64,16,1.52161
1.28,28,8,20,20,1,64,32,1.46627
1.28,28,8,20,20,1,128,16,2.53845
1.28,28,8,20,20,1,128,32,2.06571
1.28,28,8,20,20,2,32,16,1.2514
1.28,28,8,20,20,2,32,32,1.29071
1.28,28,8,20,20,2,64,16,1.44798
1.28,28,8,20,20,2,64,32,1.42992
1.28,28,8,20,20,2,128,16,2.45395
1.28,28,8,20,20,2,128,32,1.95944
1.28,28,8,20,35,0.5,32,16,1.46178
1.28,28,8,20,35,0.5,32,32,1.50857
1.28,28,8,20,35,0.5,64,16,1.63478
1.28,28,8,20,35,0.5,64,32,1.60686
1.28,28,8,20,35,0.5,128,16,2.64075
1.28,28,8,20,35,0.5,128,32,2.15673
1.28,28,8,20,35,1,32,16,1.34923
1.28,28,8,20,35,1,32,32,1.37183
1.28,28,8,20,35,1,64,16,1.5342
1.28,28,8,20,35,1,64,32,1.52096
1.28,28,8,20,35,1,128,16,2.5713
1.28,28,8,20,35,1,128,32,2.07564
1.28,28,8,20,35,2,32,16,1.26682
1.28,28,8,20,35,2,32,32,1.31321
1.28,28,8,20,35,2,64,16,1.47277
1.28,28,8,20,35,2,64,32,1.4397
1.28,28,8,20,35,2,128,16,2.4598
1.28,28,8,20,35,2,128,32,1.98471
1.28,28,8,20,70,0.5,32,16,1.45522
1.28,28,8,20,70,0.5,32,32,1.5201
1.28,28,8,20,70,0.5,64,16,1.63765
1.28,28,8,20,70,0.5,64,32,1.60597
1.28,28,8,20,70,0.5,128,16,2.65107
1.28,28,8,20,70,0.5,128,32,2.13177
1.28,28,8,20,70,1,32,16,1.39986
1.28,28,8,20,70,1,32,32,1.45361
1.28,28,8,20,70,1,64,16,1.5918
1.28,28,8,20,70,1,64,32,1.5384
1.28,28,8,20,70,1,128,16,2.57004
1.28,28,8,20,70,1,128,32,2.1095
1.28,28,8,20,70,2,32,16,1.37282
1.28,28,8,20,70,2,32,32,1.40503
1.28,28,8,20,70,2,64,16,1.51754
1.28,28,8,20,70,2,64,32,1.51763
1.28,28,8,20,70,2,128,16,2.55277
