gratio,rhorx,rhory,rhohx,rhohy,rhoratio,sgrain,ortho,ExecTime
2.56,28,56,20,20,2,32,32,2.86612
2.56,28,56,20,20,2,64,16,2.94275
2.56,28,56,20,20,2,64,32,3.03786
2.56,28,56,20,20,2,128,16,4.07362
2.56,28,56,20,20,2,128,32,3.5743
2.56,28,56,20,35,0.5,32,16,2.3046
2.56,28,56,20,35,0.5,32,32,2.34555
2.56,28,56,20,35,0.5,64,16,2.4041
2.56,28,56,20,35,0.5,64,32,2.43401
2.56,28,56,20,35,0.5,128,16,3.45559
2.56,28,56,20,35,0.5,128,32,2.98487
2.56,28,56,20,35,1,32,16,2.76654
2.56,28,56,20,35,1,32,32,2.78673
2.56,28,56,20,35,1,64,16,2.87513
2.56,28,56,20,35,1,64,32,2.95719
2.56,28,56,20,35,1,128,16,3.99371
2.56,28,56,20,35,1,128,32,3.48732
2.56,28,56,20,35,2,32,16,2.89932
2.56,28,56,20,35,2,32,32,2.88145
2.56,28,56,20,35,2,64,16,2.95996
2.56,28,56,20,35,2,64,32,2.97328
2.56,28,56,20,35,2,128,16,4.09419
2.56,28,56,20,35,2,128,32,3.61656
2.56,28,56,20,70,0.5,32,16,2.30574
2.56,28,56,20,70,0.5,32,32,2.35868
2.56,28,56,20,70,0.5,64,16,2.46573
2.56,28,56,20,70,0.5,64,32,2.48209
2.56,28,56,20,70,0.5,128,16,3.55048
2.56,28,56,20,70,0.5,128,32,3.0171
2.56,28,56,20,70,1,32,16,2.85988
2.56,28,56,20,70,1,32,32,2.90898
2.56,28,56,20,70,1,64,16,2.93244
2.56,28,56,20,70,1,64,32,2.95892
2.56,28,56,20,70,1,128,16,4.08215
2.56,28,56,20,70,1,128,32,3.47623
2.56,28,56,20,70,2,32,16,2.98362
2.56,28,56,20,70,2,32,32,3.06847
2.56,28,56,20,70,2,64,16,3.17888
2.56,28,56,20,70,2,64,32,3.1559
2.56,28,56,20,70,2,128,16,4.22271
2.56,28,56,20,70,2,128,32,3.71168
2.56,28,56,35,10,0.5,32,16,2.27004
2.56,28,56,35,10,0.5,32,32,2.31056
2.56,28,56,35,10,0.5,64,16,2.39336
2.56,28,56,35,10,0.5,64,32,2.44339
2.56,28,56,35,10,0.5,128,16,3.43572
2.56,28,56,35,10,0.5,128,32,2.98937
2.56,28,56,35,10,1,32,16,2.65861
2.56,28,56,35,10,1,32,32,2.72748
2.56,28,56,35,10,1,64,16,2.74095
2.56,28,56,35,10,1,64,32,2.82324
2.56,28,56,35,10,1,128,16,3.85222
2.56,28,56,35,10,1,128,32,3.40203
2.56,28,56,35,10,2,32,16,2.80178
2.56,28,56,35,10,2,32,32,2.9101
2.56,28,56,35,10,2,64,16,2.9837
2.56,28,56,35,10,2,64,32,2.99
2.56,28,56,35,10,2,128,16,4.06398
2.56,28,56,35,10,2,128,32,3.54161
2.56,28,56,35,20,0.5,32,16,2.34596
2.56,28,56,35,20,0.5,32,32,2.36131
2.56,28,56,35,20,0.5,64,16,2.46162
2.56,28,56,35,20,0.5,64,32,2.48695
2.56,28,56,35,20,0.5,128,16,3.49901
2.56,28,56,35,20,0.5,128,32,2.99442
2.56,28,56,35,20,1,32,16,2.7351
2.56,28,56,35,20,1,32,32,2.77479
2.56,28,56,35,20,1,64,16,2.84068
2.56,28,56,35,20,1,64,32,2.90968
2.56,28,56,35,20,1,128,16,4.01386
2.56,28,56,35,20,1,128,32,3.46354
2.56,28,56,35,20,2,32,16,2.88001
2.56,28,56,35,20,2,32,32,2.90234
2.56,28,56,35,20,2,64,16,2.96378
2.56,28,56,35,20,2,64,32,3.0277
2.56,28,56,35,20,2,128,16,4.15392
2.56,28,56,35,20,2,128,32,3.56957
2.56,28,56,35,35,0.5,32,16,2.40302
2.56,28,56,35,35,0.5,32,32,2.48458
2.56,28,56,35,35,0.5,64,16,2.51686
2.56,28,56,35,35,0.5,64,32,2.55891
2.56,28,56,35,35,0.5,128,16,3.64261
2.56,28,56,35,35,0.5,128,32,3.12189
2.56,28,56,35,35,1,32,16,3.14202
2.56,28,56,35,35,1,32,32,3.17791
2.56,28,56,35,35,1,64,16,3.18799
2.56,28,56,35,35,1,64,32,3.25844
2.56,28,56,35,35,1,128,16,4.41084
2.56,28,56,35,35,1,128,32,3.82981
2.56,28,56,35,35,2,32,16,3.00772
2.56,28,56,35,35,2,32,32,3.02473
2.56,28,56,35,35,2,64,16,3.10766
2.56,28,56,35,35,2,64,32,3.14032
2.56,28,56,35,35,2,128,16,4.20172
2.56,28,56,35,35,2,128,32,3.66627
2.56,28,56,35,70,0.5,32,16,2.49951
2.56,28,56,35,70,0.5,32,32,2.5082
2.56,28,56,35,70,0.5,64,16,2.57413
2.56,28,56,35,70,0.5,64,32,2.62172
2.56,28,56,35,70,0.5,128,16,3.59721
2.56,28,56,35,70,0.5,128,32,3.21686
2.56,28,56,35,70,1,32,16,3.31333
2.56,28,56,35,70,1,32,32,3.40984
2.56,28,56,35,70,1,64,16,3.44312
2.56,28,56,35,70,1,64,32,3.46387
2.56,28,56,35,70,1,128,16,4.56802
2.56,28,56,35,70,1,128,32,4.03424
2.56,28,56,35,70,2,32,16,3.39228
2.56,28,56,35,70,2,32,32,3.44193
2.56,28,56,35,70,2,64,16,3.5071
2.56,28,56,35,70,2,64,32,3.54759
2.56,28,56,35,70,2,128,16,4.6043
2.56,28,56,35,70,2,128,32,4.08952
2.56,28,56,70,10,0.5,32,16,2.3159
2.56,28,56,70,10,0.5,32,32,2.33102
2.56,28,56,70,10,0.5,64,16,2.41832
2.56,28,56,70,10,0.5,64,32,2.40918
2.56,28,56,70,10,0.5,128,16,3.50572
2.56,28,56,70,10,0.5,128,32,3.04407
2.56,28,56,70,10,1,32,16,2.75493
2.56,28,56,70,10,1,32,32,2.85847
2.56,28,56,70,10,1,64,16,2.85376
2.56,28,56,70,10,1,64,32,2.94626
2.56,28,56,70,10,1,128,16,4.01662
2.56,28,56,70,10,1,128,32,3.4417
2.56,28,56,70,10,2,32,16,2.8789
2.56,28,56,70,10,2,32,32,2.92022
2.56,28,56,70,10,2,64,16,3.01683
2.56,28,56,70,10,2,64,32,2.98607
2.56,28,56,70,10,2,128,16,4.07694
2.56,28,56,70,10,2,128,32,3.60102
2.56,28,56,70,20,0.5,32,16,2.58913
2.56,28,56,70,20,0.5,32,32,2.63344
2.56,28,56,70,20,0.5,64,16,2.71172
2.56,28,56,70,20,0.5,64,32,2.71056
2.56,28,56,70,20,0.5,128,16,3.74495
2.56,28,56,70,20,0.5,128,32,3.23918
2.56,28,56,70,20,1,32,16,2.87414
2.56,28,56,70,20,1,32,32,2.90037
2.56,28,56,70,20,1,64,16,3.0165
2.56,28,56,70,20,1,64,32,3.03433
2.56,28,56,70,20,1,128,16,4.08713
2.56,28,56,70,20,1,128,32,3.58809
2.56,28,56,70,20,2,32,16,3.03875
2.56,28,56,70,20,2,32,32,3.06407
2.56,28,56,70,20,2,64,16,3.08801
2.56,28,56,70,20,2,64,32,3.24527
2.56,28,56,70,20,2,128,16,4.20163
2.56,28,56,70,20,2,128,32,3.74334
2.56,28,56,70,35,0.5,32,16,2.79567
2.56,28,56,70,35,0.5,32,32,2.76706
2.56,28,56,70,35,0.5,64,16,2.91849
2.56,28,56,70,35,0.5,64,32,2.86901
2.56,28,56,70,35,0.5,128,16,4.03326
2.56,28,56,70,35,0.5,128,32,3.58804
2.56,28,56,70,35,1,32,16,3.51359
2.56,28,56,70,35,1,32,32,3.59119
2.56,28,56,70,35,1,64,16,3.73405
2.56,28,56,70,35,1,64,32,3.73315
2.56,28,56,70,35,1,128,16,4.79052
2.56,28,56,70,35,1,128,32,4.28622
2.56,28,56,70,35,2,32,16,3.60487
2.56,28,56,70,35,2,32,32,3.64706
2.56,28,56,70,35,2,64,16,3.69221
2.56,28,56,70,35,2,64,32,3.78331
2.56,28,56,70,35,2,128,16,4.84419
2.56,28,56,70,35,2,128,32,4.28495
2.56,28,56,70,70,0.5,32,16,2.88986
2.56,28,56,70,70,0.5,32,32,2.96689
2.56,28,56,70,70,0.5,64,16,3.09285
2.56,28,56,70,70,0.5,64,32,3.12417
2.56,28,56,70,70,0.5,128,16,4.09171
2.56,28,56,70,70,0.5,128,32,3.69399
2.56,28,56,70,70,1,32,16,4.07942
2.56,28,56,70,70,1,32,32,4.14588
2.56,28,56,70,70,1,64,16,4.21846
2.56,28,56,70,70,1,64,32,4.20696
2.56,28,56,70,70,1,128,16,5.42307
2.56,28,56,70,70,1,128,32,4.85924
2.56,28,56,70,70,2,32,16,4.20829
2.56,28,56,70,70,2,32,32,4.26468
2.56,28,56,70,70,2,64,16,4.3075
2.56,28,56,70,70,2,64,32,4.37745
2.56,28,56,70,70,2,128,16,5.51972
2.56,28,56,70,70,2,128,32,4.98165
2.56,56,8,10,10,0.5,32,16,1.74035
2.56,56,8,10,10,0.5,32,32,1.77396
2.56,56,8,10,10,0.5,64,16,1.85488
2.56,56,8,10,10,0.5,64,32,1.91106
2.56,56,8,10,10,0.5,128,16,2.96257
2.56,56,8,10,10,0.5,128,32,2.42777
2.56,56,8,10,10,1,32,16,1.64646
2.56,56,8,10,10,1,32,32,1.69388
2.56,56,8,10,10,1,64,16,1.74565
2.56,56,8,10,10,1,64,32,1.7841
2.56,56,8,10,10,1,128,16,2.85334
2.56,56,8,10,10,1,128,32,2.32807
2.56,56,8,10,10,2,32,16,1.54865
2.56,56,8,10,10,2,32,32,1.59354
2.56,56,8,10,10,2,64,16,1.67291
2.56,56,8,10,10,2,64,32,1.71371
2.56,56,8,10,10,2,128,16,2.76935
2.56,56,8,10,10,2,128,32,2.22754
2.56,56,8,10,20,0.5,32,16,1.73557
2.56,56,8,10,20,0.5,32,32,1.77683
2.56,56,8,10,20,0.5,64,16,1.88164
2.56,56,8,10,20,0.5,64,32,1.91354
2.56,56,8,10,20,0.5,128,16,2.94607
2.56,56,8,10,20,0.5,128,32,2.44165
2.56,56,8,10,20,1,32,16,1.60669
2.56,56,8,10,20,1,32,32,1.64137
2.56,56,8,10,20,1,64,16,1.74006
2.56,56,8,10,20,1,64,32,1.77395
2.56,56,8,10,20,1,128,16,2.8171
2.56,56,8,10,20,1,128,32,2.30932
2.56,56,8,10,20,2,32,16,1.56578
2.56,56,8,10,20,2,32,32,1.6278
2.56,56,8,10,20,2,64,16,1.68372
2.56,56,8,10,20,2,64,32,1.73192
2.56,56,8,10,20,2,128,16,2.73738
2.56,56,8,10,20,2,128,32,2.26012
2.56,56,8,10,35,0.5,32,16,1.73848
2.56,56,8,10,35,0.5,32,32,1.76008
2.56,56,8,10,35,0.5,64,16,1.82772
2.56,56,8,10,35,0.5,64,32,1.89889
2.56,56,8,10,35,0.5,128,16,2.91876
2.56,56,8,10,35,0.5,128,32,2.43545
2.56,56,8,10,35,1,32,16,1.62138
2.56,56,8,10,35,1,32,32,1.7047
2.56,56,8,10,35,1,64,16,1.78149
2.56,56,8,10,35,1,64,32,1.75012
2.56,56,8,10,35,1,128,16,2.8065
2.56,56,8,10,35,1,128,32,2.29087
2.56,56,8,10,35,2,32,16,1.54918
2.56,56,8,10,35,2,32,32,1.58844
2.56,56,8,10,35,2,64,16,1.68691
2.56,56,8,10,35,2,64,32,1.7326
2.56,56,8,10,35,2,128,16,2.74621
2.56,56,8,10,35,2,128,32,2.21834
2.56,56,8,10,70,0.5,32,16,1.74575
2.56,56,8,10,70,0.5,32,32,1.80021
2.56,56,8,10,70,0.5,64,16,1.90164
2.56,56,8,10,70,0.5,64,32,1.89184
2.56,56,8,10,70,0.5,128,16,2.96206
2.56,56,8,10,70,0.5,128,32,2.43182
2.56,56,8,10,70,1,32,16,1.64431
2.56,56,8,10,70,1,32,32,1.64429
2.56,56,8,10,70,1,64,16,1.76898
2.56,56,8,10,70,1,64,32,1.79993
2.56,56,8,10,70,1,128,16,2.7859
2.56,56,8,10,70,1,128,32,2.33404
2.56,56,8,10,70,2,32,16,1.57009
2.56,56,8,10,70,2,32,32,1.61372
2.56,56,8,10,70,2,64,16,1.73584
2.56,56,8,10,70,2,64,32,1.74266
2.56,56,8,10,70,2,128,16,2.78531
2.56,56,8,10,70,2,128,32,2.29003
2.56,56,8,20,10,0.5,32,16,1.74455
2.56,56,8,20,10,0.5,32,32,1.81949
2.56,56,8,20,10,0.5,64,16,1.90106
2.56,56,8,20,10,0.5,64,32,1.89243
2.56,56,8,20,10,0.5,128,16,2.94478
2.56,56,8,20,10,0.5,128,32,2.46586
2.56,56,8,20,10,1,32,16,1.62396
2.56,56,8,20,10,1,32,32,1.67234
2.56,56,8,20,10,1,64,16,1.73247
2.56,56,8,20,10,1,64,32,1.75082
2.56,56,8,20,10,1,128,16,2.83317
2.56,56,8,20,10,1,128,32,2.29483
2.56,56,8,20,10,2,32,16,1.54461
2.56,56,8,20,10,2,32,32,1.59207
2.56,56,8,20,10,2,64,16,1.68329
2.56,56,8,20,10,2,64,32,1.71123
2.56,56,8,20,10,2,128,16,2.72903
2.56,56,8,20,10,2,128,32,2.24447
2.56,56,8,20,20,0.5,32,16,1.73852
2.56,56,8,20,20,0.5,32,32,1.78772
2.56,56,8,20,20,0.5,64,16,1.88095
2.56,56,8,20,20,0.5,64,32,1.90925
2.56,56,8,20,20,0.5,128,16,2.93574
2.56,56,8,20,20,0.5,128,32,2.42793
2.56,56,8,20,20,1,32,16,1.6411
2.56,56,8,20,20,1,32,32,1.67035
2.56,56,8,20,20,1,64,16,1.76702
2.56,56,8,20,20,1,64,32,1.77132
2.56,56,8,20,20,1,128,16,2.83558
2.56,56,8,20,20,1,128,32,2.33221
2.56,56,8,20,20,2,32,16,1.58679
2.56,56,8,20,20,2,32,32,1.61954
2.56,56,8,20,20,2,64,16,1.6822
2.56,56,8,20,20,2,64,32,1.74277
2.56,56,8,20,20,2,128,16,2.74813
2.56,56,8,20,20,2,128,32,2.2587
2.56,56,8,20,35,0.5,32,16,1.80567
2.56,56,8,20,35,0.5,32,32,1.81955
2.56,56,8,20,35,0.5,64,16,1.92123
2.56,56,8,20,35,0.5,64,32,1.92234
2.56,56,8,20,35,0.5,128,16,2.95944
2.56,56,8,20,35,0.5,128,32,2.47841
2.56,56,8,20,35,1,32,16,1.66287
2.56,56,8,20,35,1,32,32,1.71039
2.56,56,8,20,35,1,64,16,1.7707
2.56,56,8,20,35,1,64,32,1.79168
2.56,56,8,20,35,1,128,16,2.84857
2.56,56,8,20,35,1,128,32,2.33109
2.56,56,8,20,35,2,32,16,1.55464
2.56,56,8,20,35,2,32,32,1.62549
2.56,56,8,20,35,2,64,16,1.70298
2.56,56,8,20,35,2,64,32,1.72013
2.56,56,8,20,35,2,128,16,2.77209
2.56,56,8,20,35,2,128,32,2.30399
2.56,56,8,20,70,0.5,32,16,1.84784
2.56,56,8,20,70,0.5,32,32,1.87877
2.56,56,8,20,70,0.5,64,16,1.96399
2.56,56,8,20,70,0.5,64,32,2.01135
2.56,56,8,20,70,0.5,128,16,3.00075
2.56,56,8,20,70,0.5,128,32,2.55681
2.56,56,8,20,70,1,32,16,1.86372
2.56,56,8,20,70,1,32,32,1.90268
2.56,56,8,20,70,1,64,16,1.99421
2.56,56,8,20,70,1,64,32,2.02557
2.56,56,8,20,70,1,128,16,3.05565
2.56,56,8,20,70,1,128,32,2.53092
2.56,56,8,20,70,2,32,16,1.81144
2.56,56,8,20,70,2,32,32,1.85807
2.56,56,8,20,70,2,64,16,1.93313
2.56,56,8,20,70,2,64,32,2.00771
2.56,56,8,20,70,2,128,16,3.03228
2.56,56,8,20,70,2,128,32,2.52526
2.56,56,8,35,10,0.5,32,16,1.74396
2.56,56,8,35,10,0.5,32,32,1.80335
2.56,56,8,35,10,0.5,64,16,1.8746
2.56,56,8,35,10,0.5,64,32,1.90221
2.56,56,8,35,10,0.5,128,16,2.92632
2.56,56,8,35,10,0.5,128,32,2.4329
2.56,56,8,35,10,1,32,16,1.63508
2.56,56,8,35,10,1,32,32,1.66752
2.56,56,8,35,10,1,64,16,1.73508
2.56,56,8,35,10,1,64,32,1.7543
2.56,56,8,35,10,1,128,16,2.81316
2.56,56,8,35,10,1,128,32,2.33908
2.56,56,8,35,10,2,32,16,1.56202
2.56,56,8,35,10,2,32,32,1.56607
2.56,56,8,35,10,2,64,16,1.66752
2.56,56,8,35,10,2,64,32,1.7152
2.56,56,8,35,10,2,128,16,2.7612
2.56,56,8,35,10,2,128,32,2.25694
2.56,56,8,35,20,0.5,32,16,1.79511
2.56,56,8,35,20,0.5,32,32,1.8288
2.56,56,8,35,20,0.5,64,16,1.89613
2.56,56,8,35,20,0.5,64,32,1.956
2.56,56,8,35,20,0.5,128,16,2.96424
2.56,56,8,35,20,0.5,128,32,2.50398
2.56,56,8,35,20,1,32,16,1.61324
2.56,56,8,35,20,1,32,32,1.69331
2.56,56,8,35,20,1,64,16,1.76459
2.56,56,8,35,20,1,64,32,1.77705
2.56,56,8,35,20,1,128,16,2.82653
2.56,56,8,35,20,1,128,32,2.32089
2.56,56,8,35,20,2,32,16,1.57587
2.56,56,8,35,20,2,32,32,1.6291
2.56,56,8,35,20,2,64,16,1.70217
2.56,56,8,35,20,2,64,32,1.73857
2.56,56,8,35,20,2,128,16,2.76971
2.56,56,8,35,20,2,128,32,2.29245
2.56,56,8,35,35,0.5,32,16,1.89579
2.56,56,8,35,35,0.5,32,32,1.94426
2.56,56,8,35,35,0.5,64,16,2.04173
2.56,56,8,35,35,0.5,64,32,2.05406
2.56,56,8,35,35,0.5,128,16,3.1134
2.56,56,8,35,35,0.5,128,32,2.63837
2.56,56,8,35,35,1,32,16,1.82351
2.56,56,8,35,35,1,32,32,1.9441
2.56,56,8,35,35,1,64,16,1.98924
2.56,56,8,35,35,1,64,32,2.01459
2.56,56,8,35,35,1,128,16,3.04351
2.56,56,8,35,35,1,128,32,2.54274
2.56,56,8,35,35,2,32,16,1.82211
2.56,56,8,35,35,2,32,32,1.86878
2.56,56,8,35,35,2,64,16,1.9444
2.56,56,8,35,35,2,64,32,1.97514
2.56,56,8,35,35,2,128,16,2.99455
2.56,56,8,35,35,2,128,32,2.50004
2.56,56,8,35,70,0.5,32,16,2.10298
2.56,56,8,35,70,0.5,32,32,2.16061
2.56,56,8,35,70,0.5,64,16,2.24265
2.56,56,8,35,70,0.5,64,32,2.27888
2.56,56,8,35,70,0.5,128,16,3.33458
2.56,56,8,35,70,0.5,128,32,2.82673
2.56,56,8,35,70,1,32,16,2.2238
2.56,56,8,35,70,1,32,32,2.2619
2.56,56,8,35,70,1,64,16,2.33958
2.56,56,8,35,70,1,64,32,2.37817
2.56,56,8,35,70,1,128,16,3.40916
2.56,56,8,35,70,1,128,32,2.91099
2.56,56,8,35,70,2,32,16,2.20431
2.56,56,8,35,70,2,32,32,2.23413
2.56,56,8,35,70,2,64,16,2.33045
2.56,56,8,35,70,2,64,32,2.38951
2.56,56,8,35,70,2,128,16,3.40095
2.56,56,8,35,70,2,128,32,2.90031
2.56,56,8,70,10,0.5,32,16,1.76492
2.56,56,8,70,10,0.5,32,32,1.80262
2.56,56,8,70,10,0.5,64,16,1.93423
2.56,56,8,70,10,0.5,64,32,1.93293
2.56,56,8,70,10,0.5,128,16,2.97263
2.56,56,8,70,10,0.5,128,32,2.45504
2.56,56,8,70,10,1,32,16,1.63658
2.56,56,8,70,10,1,32,32,1.68482
2.56,56,8,70,10,1,64,16,1.75996
2.56,56,8,70,10,1,64,32,1.79199
2.56,56,8,70,10,1,128,16,2.81347
2.56,56,8,70,10,1,128,32,2.31877
2.56,56,8,70,10,2,32,16,1.57587
2.56,56,8,70,10,2,32,32,1.62644
2.56,56,8,70,10,2,64,16,1.69949
2.56,56,8,70,10,2,64,32,1.74299
2.56,56,8,70,10,2,128,16,2.79081
2.56,56,8,70,10,2,128,32,2.29433
2.56,56,8,70,20,0.5,32,16,2.114
2.56,56,8,70,20,0.5,32,32,2.17187
2.56,56,8,70,20,0.5,64,16,2.23837
2.56,56,8,70,20,0.5,64,32,2.31795
2.56,56,8,70,20,0.5,128,16,3.26918
2.56,56,8,70,20,0.5,128,32,2.86117
2.56,56,8,70,20,1,32,16,2.00226
2.56,56,8,70,20,1,32,32,2.08541
2.56,56,8,70,20,1,64,16,2.1316
2.56,56,8,70,20,1,64,32,2.19863
2.56,56,8,70,20,1,128,16,3.17547
2.56,56,8,70,20,1,128,32,2.72561
2.56,56,8,70,20,2,32,16,1.93601
2.56,56,8,70,20,2,32,32,1.96301
2.56,56,8,70,20,2,64,16,2.07366
2.56,56,8,70,20,2,64,32,2.1003
2.56,56,8,70,20,2,128,16,3.11156
2.56,56,8,70,20,2,128,32,2.68553
2.56,56,8,70,35,0.5,32,16,2.50534
2.56,56,8,70,35,0.5,32,32,2.52391
2.56,56,8,70,35,0.5,64,16,2.65336
2.56,56,8,70,35,0.5,64,32,2.65573
2.56,56,8,70,35,0.5,128,16,3.68937
2.56,56,8,70,35,0.5,128,32,3.23486
2.56,56,8,70,35,1,32,16,2.4733
2.56,56,8,70,35,1,32,32,2.54521
2.56,56,8,70,35,1,64,16,2.59579
2.56,56,8,70,35,1,64,32,2.65503
2.56,56,8,70,35,1,128,16,3.68553
2.56,56,8,70,35,1,128,32,3.15626
2.56,56,8,70,35,2,32,16,2.48798
2.56,56,8,70,35,2,32,32,2.51168
2.56,56,8,70,35,2,64,16,2.57225
2.56,56,8,70,35,2,64,32,2.6041
2.56,56,8,70,35,2,128,16,3.65974
2.56,56,8,70,35,2,128,32,3.15335
2.56,56,8,70,70,0.5,32,16,2.65377
2.56,56,8,70,70,0.5,32,32,2.71123
2.56,56,8,70,70,0.5,64,16,2.79519
2.56,56,8,70,70,0.5,64,32,2.82019
2.56,56,8,70,70,0.5,128,16,3.86214
2.56,56,8,70,70,0.5,128,32,3.3415
2.56,56,8,70,70,1,32,16,3.0198
2.56,56,8,70,70,1,32,32,3.04283
2.56,56,8,70,70,1,64,16,3.12996
2.56,56,8,70,70,1,64,32,3.14375
2.56,56,8,70,70,1,128,16,4.19233
2.56,56,8,70,70,1,128,32,3.71163
2.56,56,8,70,70,2,32,16,3.01422
2.56,56,8,70,70,2,32,32,3.05561
2.56,56,8,70,70,2,64,16,3.1327
2.56,56,8,70,70,2,64,32,3.1893
2.56,56,8,70,70,2,128,16,4.21457
2.56,56,8,70,70,2,128,32,3.79149
2.56,56,16,10,10,0.5,32,16,2.05203
2.56,56,16,10,10,0.5,32,32,2.08584
2.56,56,16,10,10,0.5,64,16,2.16831
2.56,56,16,10,10,0.5,64,32,2.18825
2.56,56,16,10,10,0.5,128,16,3.2082
2.56,56,16,10,10,0.5,128,32,2.74611
2.56,56,16,10,10,1,32,16,1.93819
2.56,56,16,10,10,1,32,32,1.9852
2.56,56,16,10,10,1,64,16,2.05781
2.56,56,16,10,10,1,64,32,2.06693
2.56,56,16,10,10,1,128,16,3.12147
2.56,56,16,10,10,1,128,32,2.66504
2.56,56,16,10,10,2,32,16,1.90361
2.56,56,16,10,10,2,32,32,1.95039
2.56,56,16,10,10,2,64,16,2.05328
2.56,56,16,10,10,2,64,32,2.0333
2.56,56,16,10,10,2,128,16,3.08976
2.56,56,16,10,10,2,128,32,2.61443
2.56,56,16,10,20,0.5,32,16,2.03105
2.56,56,16,10,20,0.5,32,32,2.08389
2.56,56,16,10,20,0.5,64,16,2.14788
2.56,56,16,10,20,0.5,64,32,2.21011
2.56,56,16,10,20,0.5,128,16,3.24536
2.56,56,16,10,20,0.5,128,32,2.74628
2.56,56,16,10,20,1,32,16,1.89817
2.56,56,16,10,20,1,32,32,1.94457
2.56,56,16,10,20,1,64,16,2.04086
2.56,56,16,10,20,1,64,32,2.07035
2.56,56,16,10,20,1,128,16,3.11807
2.56,56,16,10,20,1,128,32,2.62848
2.56,56,16,10,20,2,32,16,1.97298
2.56,56,16,10,20,2,32,32,2.0096
2.56,56,16,10,20,2,64,16,2.09968
2.56,56,16,10,20,2,64,32,2.13655
2.56,56,16,10,20,2,128,16,3.19664
2.56,56,16,10,20,2,128,32,2.68687
2.56,56,16,10,35,0.5,32,16,2.05267
2.56,56,16,10,35,0.5,32,32,2.12476
2.56,56,16,10,35,0.5,64,16,2.17841
2.56,56,16,10,35,0.5,64,32,2.20283
2.56,56,16,10,35,0.5,128,16,3.23232
2.56,56,16,10,35,0.5,128,32,2.76662
2.56,56,16,10,35,1,32,16,1.9484
2.56,56,16,10,35,1,32,32,1.97842
2.56,56,16,10,35,1,64,16,2.04937
2.56,56,16,10,35,1,64,32,2.08646
2.56,56,16,10,35,1,128,16,3.12637
2.56,56,16,10,35,1,128,32,2.61092
2.56,56,16,10,35,2,32,16,1.99364
2.56,56,16,10,35,2,32,32,2.07958
2.56,56,16,10,35,2,64,16,2.1328
2.56,56,16,10,35,2,64,32,2.12487
2.56,56,16,10,35,2,128,16,3.21501
2.56,56,16,10,35,2,128,32,2.71612
2.56,56,16,10,70,0.5,32,16,2.11263
2.56,56,16,10,70,0.5,32,32,2.14439
2.56,56,16,10,70,0.5,64,16,2.24521
2.56,56,16,10,70,0.5,64,32,2.2708
2.56,56,16,10,70,0.5,128,16,3.31442
2.56,56,16,10,70,0.5,128,32,2.79779
2.56,56,16,10,70,1,32,16,2.03365
2.56,56,16,10,70,1,32,32,2.05261
2.56,56,16,10,70,1,64,16,2.12935
2.56,56,16,10,70,1,64,32,2.20963
2.56,56,16,10,70,1,128,16,3.2146
2.56,56,16,10,70,1,128,32,2.75448
2.56,56,16,10,70,2,32,16,2.01515
2.56,56,16,10,70,2,32,32,2.06615
2.56,56,16,10,70,2,64,16,2.16361
2.56,56,16,10,70,2,64,32,2.2232
2.56,56,16,10,70,2,128,16,3.23926
2.56,56,16,10,70,2,128,32,2.72952
2.56,56,16,20,10,0.5,32,16,2.03678
2.56,56,16,20,10,0.5,32,32,2.11106
2.56,56,16,20,10,0.5,64,16,2.16357
2.56,56,16,20,10,0.5,64,32,2.20518
2.56,56,16,20,10,0.5,128,16,3.24736
2.56,56,16,20,10,0.5,128,32,2.74038
2.56,56,16,20,10,1,32,16,1.92856
2.56,56,16,20,10,1,32,32,1.96596
2.56,56,16,20,10,1,64,16,2.03542
2.56,56,16,20,10,1,64,32,2.05553
2.56,56,16,20,10,1,128,16,3.107
2.56,56,16,20,10,1,128,32,2.59416
2.56,56,16,20,10,2,32,16,2.00582
2.56,56,16,20,10,2,32,32,2.03183
2.56,56,16,20,10,2,64,16,2.09207
2.56,56,16,20,10,2,64,32,2.14025
2.56,56,16,20,10,2,128,16,3.19689
2.56,56,16,20,10,2,128,32,2.72378
2.56,56,16,20,20,0.5,32,16,2.05953
2.56,56,16,20,20,0.5,32,32,2.10561
2.56,56,16,20,20,0.5,64,16,2.18485
2.56,56,16,20,20,0.5,64,32,2.22051
2.56,56,16,20,20,0.5,128,16,3.23657
2.56,56,16,20,20,0.5,128,32,2.73359
2.56,56,16,20,20,1,32,16,1.93735
2.56,56,16,20,20,1,32,32,1.96736
2.56,56,16,20,20,1,64,16,2.06167
2.56,56,16,20,20,1,64,32,2.10498
2.56,56,16,20,20,1,128,16,3.14208
2.56,56,16,20,20,1,128,32,2.63738
2.56,56,16,20,20,2,32,16,1.98085
2.56,56,16,20,20,2,32,32,1.99425
2.56,56,16,20,20,2,64,16,2.06455
2.56,56,16,20,20,2,64,32,2.13862
2.56,56,16,20,20,2,128,16,3.18549
2.56,56,16,20,20,2,128,32,2.67701
2.56,56,16,20,35,0.5,32,16,2.10712
2.56,56,16,20,35,0.5,32,32,2.11616
2.56,56,16,20,35,0.5,64,16,2.23525
2.56,56,16,20,35,0.5,64,32,2.21327
2.56,56,16,20,35,0.5,128,16,3.25302
2.56,56,16,20,35,0.5,128,32,2.79469
2.56,56,16,20,35,1,32,16,2.04756
2.56,56,16,20,35,1,32,32,2.08029
