busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_batch_size,loader_pes_per_node,loader_progress_thread,loader_async,loader_async_threads,pep_progress_thread,pep_num_threads,pep_ibatch_size,pep_obatch_size,pep_pes_per_node,pep_no_preloading,pep_no_rdma,scale,enable_pep,more_params,objective,elapsed_sec
True,16,15,11,6,4,fifo_wait,True,1780,2,False,False,20,True,20,747,487,8,True,True,4,True,True,4.9175624528730495,1335.223112821579
True,14,3,32,29,1,fifo_wait,False,1614,8,True,True,59,False,17,221,717,2,False,False,4,True,True,4.863463205660572,1335.2349390983582
True,11,14,16,10,16,fifo_wait,True,877,2,True,True,13,True,14,612,98,1,True,True,4,True,True,5.01178861670936,1335.2487485408783
False,13,8,23,22,32,fifo,True,629,16,True,False,29,True,12,356,391,2,True,False,4,True,True,4.709411447756992,1335.2625212669373
False,10,4,19,33,2,fifo_wait,True,534,1,False,True,39,False,7,935,531,16,True,True,4,True,True,5.30283502017604,1335.27627825737
True,4,2,6,48,32,fifo,False,1248,8,False,True,35,False,30,153,795,16,False,True,4,True,True,5.193413446764971,1335.2901539802551
False,5,11,8,14,8,fifo,False,1964,1,False,True,52,False,7,52,924,32,False,True,4,True,True,6.059749222534478,1335.3042533397677
False,6,6,28,62,2,fifo_wait,False,234,16,True,False,13,True,27,623,848,1,True,False,4,True,True,4.6373048148102995,1335.3183679580688
True,2,9,2,54,4,fifo,False,1199,4,False,False,4,True,24,463,146,4,False,False,4,True,True,4.393225006135182,1335.3326194286346
False,8,13,24,38,16,fifo,True,23,4,True,False,45,False,2,825,295,16,False,False,4,True,True,4.512603238821185,1335.347080230713
True,15,4,30,32,1,fifo,True,1546,16,True,True,49,True,22,703,71,16,False,False,4,True,True,3.4703997974401304,1458.5614795684814
False,11,2,31,63,8,fifo,True,1584,1,False,True,39,False,26,922,270,1,False,False,4,True,True,4.938202774418357,1617.5105230808258
False,15,13,6,55,32,fifo_wait,True,1428,16,True,False,37,False,11,362,61,16,False,False,4,True,True,3.8859375020556257,1733.933474302292
False,9,5,19,17,2,fifo,True,984,16,False,False,4,False,26,777,38,16,False,False,4,True,True,5.482882983675317,1846.803297996521
True,6,14,23,25,1,fifo_wait,True,1101,1,False,True,49,False,14,71,130,32,False,False,4,True,True,5.029733479716185,1972.466633558273
False,6,6,23,2,32,fifo,False,1137,16,False,True,40,True,29,503,721,16,True,False,4,True,True,4.974622772996838,2059.0406291484833
True,5,7,19,47,32,fifo,False,568,2,True,False,59,True,29,404,111,4,True,False,4,True,True,4.68498828202447,2144.8223237991333
False,8,9,19,60,1,fifo,False,928,8,True,False,15,False,13,700,593,32,False,True,4,True,True,4.700336096947673,2260.853779554367
True,12,6,26,60,4,fifo,True,1597,16,True,True,59,True,28,553,20,8,False,False,4,True,True,2.998041266032359,2483.398546934128
False,15,7,31,28,8,fifo_wait,False,1809,4,True,True,59,False,21,707,969,2,False,False,4,True,True,5.376079480622614,2596.4067685604095
True,7,9,21,39,1,fifo_wait,True,1365,8,True,True,54,True,5,222,95,4,False,False,4,True,True,3.28912463182877,2655.0637814998627
True,15,7,24,26,8,fifo_wait,False,1042,16,True,True,48,True,24,859,133,2,False,True,4,True,True,4.637451025928598,2800.6874356269836
False,10,8,7,44,4,fifo_wait,True,1889,4,False,False,62,True,23,484,71,4,False,False,4,True,True,4.479009090717462,2917.4200966358185
True,2,3,26,59,8,fifo,True,1753,4,True,True,61,True,6,237,55,4,False,False,4,True,True,2.9033600381125027,3007.208275794983
False,13,10,2,59,16,fifo_wait,True,928,4,False,True,54,True,1,31,47,16,True,False,4,True,True,3.449262579868808,3077.0697314739227
