busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_batch_size,loader_pes_per_node,loader_progress_thread,loader_async,loader_async_threads,pep_progress_thread,pep_num_threads,pep_ibatch_size,pep_obatch_size,pep_pes_per_node,pep_no_preloading,pep_no_rdma,scale,enable_pep,more_params,objective,elapsed_sec
True,8,3,8,54,16,fifo,True,582,8,True,True,43,True,9,33,21,2,True,False,4,True,True,4.448934939558744,3.5200212001800537
False,10,8,6,42,8,fifo_wait,False,269,16,True,False,11,True,5,991,182,16,False,False,4,True,True,2.9487099009523208,4.569362640380859
True,15,16,6,44,8,fifo,True,193,16,True,True,2,True,11,912,194,32,True,False,4,True,True,4.465418003442953,6.941321611404419
True,14,2,19,46,8,fifo_wait,False,156,2,False,True,52,True,1,399,832,32,True,True,4,True,True,4.655974618913346,7.975917816162109
True,3,14,1,59,8,fifo,True,179,4,False,True,2,True,9,70,206,2,True,True,4,True,True,4.69442056165604,9.010843753814695
True,4,12,26,14,2,fifo_wait,True,841,16,False,True,10,True,18,140,174,2,False,True,4,True,True,4.798574866373398,10.045812606811523
False,7,9,26,61,32,fifo_wait,False,7,16,True,True,20,True,18,38,119,1,True,False,4,True,True,5.058609610556963,11.080907344818115
True,1,1,30,18,4,fifo_wait,True,320,4,True,False,57,False,6,389,35,8,True,True,4,True,True,4.9832297591059005,12.115026712417604
False,11,16,30,44,2,fifo_wait,False,85,2,True,True,2,False,26,75,113,2,True,False,4,True,True,5.212462382781415,13.149249792099
False,15,16,11,57,16,fifo_wait,False,26,2,True,False,6,False,27,453,29,8,False,False,4,True,True,5.162078797031269,14.184976816177368
False,13,13,29,33,2,fifo,False,629,2,False,True,60,True,20,1019,823,32,False,True,4,True,True,4.6863258942288875,19.8790225982666
True,8,7,21,4,1,fifo,False,1447,8,False,False,36,True,1,957,479,1,False,False,4,True,True,4.385909820222205,25.539294719696045
True,12,7,4,3,16,fifo_wait,False,875,16,True,True,37,False,27,996,404,8,True,False,4,True,True,4.802373250080635,31.261412858963013
False,2,2,16,16,32,fifo,True,1067,16,False,False,30,True,4,975,332,16,True,False,4,True,True,4.927901183617146,37.02790403366089
