busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_batch_size,loader_pes_per_node,loader_progress_thread,loader_async,loader_async_threads,pep_progress_thread,pep_num_threads,pep_ibatch_size,pep_obatch_size,pep_pes_per_node,pep_no_preloading,pep_no_rdma,scale,enable_pep,more_params,objective,elapsed_sec
True,16,15,11,6,4,fifo_wait,True,1780,2,False,False,20,True,20,747,487,8,True,True,4,True,True,4.402263153272827,1334.6257238388062
True,14,3,32,29,1,fifo_wait,False,1614,8,True,True,59,False,17,221,717,2,False,False,4,True,True,4.481549960327982,1334.6369948387146
True,11,14,16,10,16,fifo_wait,True,877,2,True,True,13,True,14,612,98,1,True,True,4,True,True,5.354912997574701,1334.650793552399
False,13,8,23,22,32,fifo,True,629,16,True,False,29,True,12,356,391,2,True,False,4,True,True,5.813551020066086,1334.6647989749908
False,10,4,19,33,2,fifo_wait,True,534,1,False,True,39,False,7,935,531,16,True,True,4,True,True,4.889645052493677,1334.6787350177765
True,4,2,6,48,32,fifo,False,1248,8,False,True,35,False,30,153,795,16,False,True,4,True,True,3.937837772190676,1334.692803621292
False,5,11,8,14,8,fifo,False,1964,1,False,True,52,False,7,52,924,32,False,True,4,True,True,6.004927913169979,1334.7070598602295
False,6,6,28,62,2,fifo_wait,False,234,16,True,False,13,True,27,623,848,1,True,False,4,True,True,4.959267647931796,1334.721327543259
True,2,9,2,54,4,fifo,False,1199,4,False,False,4,True,24,463,146,4,False,False,4,True,True,4.188817969899816,1334.7357692718506
False,8,13,24,38,16,fifo,True,23,4,True,False,45,False,2,825,295,16,False,False,4,True,True,5.1179265392243,1334.7503864765167
True,13,12,29,62,2,fifo_wait,True,1182,16,False,False,22,False,27,1014,447,32,False,True,4,True,True,3.5268171482845503,1478.3344972133636
True,3,8,8,53,8,fifo_wait,True,1212,4,False,True,33,True,21,959,973,4,False,False,4,True,True,4.4681731487434035,1585.8157069683075
True,15,1,22,17,4,fifo_wait,False,88,8,True,False,3,False,3,16,397,2,False,False,4,True,True,4.94244488922044,1791.8904600143433
True,8,2,30,60,4,fifo,False,1045,16,False,False,47,True,22,420,40,16,True,True,4,True,True,4.0327232353992315,1855.967630147934
True,13,2,21,58,8,fifo_wait,True,1496,8,False,False,14,True,9,982,536,32,False,True,4,True,True,4.422457465029282,1924.123159646988
True,15,3,20,34,1,fifo_wait,True,167,1,True,False,58,False,31,702,506,32,True,True,4,True,True,3.8517350332637648,2092.922276496887
True,15,1,13,46,2,fifo,True,323,1,False,False,23,False,22,1016,54,1,False,True,4,True,True,5.498417391006313,2209.630139350891
True,8,8,26,52,1,fifo_wait,False,1610,16,True,False,42,True,3,635,922,32,False,True,4,True,True,4.032468040526112,2303.2539303302765
True,14,12,13,35,4,fifo_wait,True,641,16,True,True,23,True,1,723,433,16,False,False,4,True,True,3.3339363694312283,2368.7719643115997
False,4,12,15,18,32,fifo_wait,False,596,8,True,False,50,False,31,600,826,8,False,True,4,True,True,5.010206878613445,2450.4969606399536
True,4,4,3,54,32,fifo_wait,False,109,16,False,True,6,False,20,973,214,32,True,False,4,True,True,3.817313031387073,2555.7914237976074
True,4,13,30,19,1,fifo_wait,True,1804,16,True,True,17,True,5,522,23,16,False,True,4,True,True,3.943054004503125,2651.336306333542
True,2,15,13,53,8,fifo,True,534,16,False,False,34,True,6,991,824,16,False,True,4,True,True,4.386767079320634,2834.9809029102325
True,1,7,17,12,8,fifo,True,963,16,True,True,5,False,3,875,450,8,False,True,4,True,True,5.248663686619125,2905.889974117279
True,9,11,6,56,8,fifo_wait,True,779,8,True,True,9,False,3,661,178,1,False,False,4,True,True,4.3730564076512906,3010.098299741745
True,11,14,8,1,32,fifo_wait,True,503,16,True,True,43,False,17,575,746,32,False,False,4,True,True,4.381225760474791,3109.533008813858
True,4,9,28,44,16,fifo,True,531,16,True,True,10,False,30,709,24,32,False,False,4,True,True,4.03020497620372,3199.210837125778
True,13,3,14,5,32,fifo_wait,True,1899,8,False,True,5,False,6,796,362,8,False,False,4,True,True,4.733653893393438,3259.757749557495
False,12,13,5,12,32,fifo_wait,False,1115,16,False,True,31,True,2,901,89,16,False,False,4,True,True,3.5409164689876036,3339.3857226371765
True,6,6,19,46,2,fifo_wait,True,1003,1,True,True,21,True,26,348,446,16,True,False,4,True,True,4.351176727641899,3415.451598405838
False,15,8,8,15,1,fifo_wait,False,1858,2,False,True,56,False,29,434,579,2,True,False,4,True,True,4.244891356827807,3490.6193351745605
True,10,11,17,56,2,fifo,False,1718,4,False,False,59,True,30,643,170,16,True,True,4,True,True,3.368631071847318,3609.822103023529
True,8,10,1,9,4,fifo,False,1741,8,True,False,47,False,30,195,945,32,False,False,4,True,True,3.376655949876664,3718.1223678588863
False,1,12,27,23,2,fifo,True,1488,2,True,True,60,True,29,436,241,16,False,False,4,True,True,4.811659575504564,3908.911823272705
True,7,7,15,19,2,fifo_wait,True,1489,8,True,False,58,True,31,793,108,8,True,False,4,True,True,3.8844843170859065,3979.724843025207
True,8,7,12,52,4,fifo_wait,False,732,8,False,False,56,True,30,121,923,32,False,False,4,True,True,4.181850628195264,4108.340362071991
False,4,12,1,43,1,fifo_wait,True,1647,8,True,False,32,False,22,914,478,8,True,False,4,True,True,3.764401049061632,4220.5181658267975
True,5,6,13,52,2,fifo_wait,False,1718,4,False,True,52,False,27,750,892,32,True,False,4,True,True,2.9478247620753706,4299.4399790763855
True,14,8,13,18,32,fifo_wait,False,810,4,True,True,17,False,28,790,790,32,True,False,4,True,True,3.886176000220786,4434.297338008881
True,10,7,3,32,2,fifo_wait,False,480,16,False,False,48,True,31,803,388,16,True,True,4,True,True,4.140963751277383,4500.240932703018
True,10,6,29,59,16,fifo_wait,False,1868,16,True,True,36,True,30,612,593,32,True,True,4,True,True,3.133237807069179,4655.98513174057
False,3,6,23,60,16,fifo_wait,False,1965,8,True,True,20,False,30,551,996,32,True,True,4,True,True,2.811735981685928,4896.624714136124
False,4,14,22,53,1,fifo_wait,True,477,16,True,True,1,False,25,34,400,32,True,False,4,True,True,3.6646677703895847,4977.258982181549
False,15,10,18,52,2,fifo,False,1959,2,True,False,11,True,24,103,1008,32,True,False,4,True,True,4.096833089118036,5079.435407161713
True,3,6,5,44,2,fifo_wait,True,1873,16,False,True,54,False,30,39,593,2,False,False,4,True,True,3.240834270414595,5181.8340356349945
True,8,7,21,59,16,fifo_wait,True,1785,8,True,False,38,False,27,807,397,16,True,False,4,True,True,2.926087640020114,5284.794718503952
