busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_async,loader_async_threads,loader_batch_size,loader_pes_per_node,loader_progress_thread,pep_ibatch_size,pep_no_preloading,pep_no_rdma,pep_num_threads,pep_obatch_size,pep_pes_per_node,pep_progress_thread,job_id,objective,timestamp_submit,timestamp_gather,timestamp_start,timestamp_end
True,8,3,8,54,16,fifo,True,True,43,582,8,True,33,True,False,9,21,2,True,1,-4.448934939558744,0.26070404052734375,0.2699310779571533,0.2607409954071045,0.2698090076446533
False,10,8,6,42,8,fifo_wait,False,False,11,269,16,True,991,False,False,5,182,16,True,2,-2.9487099009523208,0.6032249927520752,0.614797830581665,0.6032898426055908,0.6146531105041504
True,15,16,6,44,8,fifo,True,True,2,193,16,True,912,True,False,11,194,32,True,3,-4.465418003442953,0.9405550956726074,0.9502120018005371,0.940593957901001,0.9500901699066162
True,14,2,19,46,8,fifo_wait,False,True,52,156,2,False,399,True,True,1,832,32,True,4,-4.655974618913346,1.283743143081665,1.2931427955627441,1.2837860584259033,1.2930121421813965
True,3,14,1,59,8,fifo,True,True,2,179,4,False,70,True,True,9,206,2,True,5,-4.69442056165604,1.605118989944458,1.6148288249969482,1.6051568984985352,1.614706039428711
True,4,12,26,14,2,fifo_wait,True,True,10,841,16,False,140,False,True,18,174,2,True,6,-4.798574866373398,1.92917799949646,1.9386489391326904,1.9292161464691162,1.9385287761688232
False,7,9,26,61,32,fifo_wait,False,True,20,7,16,True,38,True,False,18,119,1,True,7,-5.058609610556963,2.2541120052337646,2.263339042663574,2.2541489601135254,2.263211965560913
True,1,1,30,18,4,fifo_wait,True,False,57,320,4,True,389,True,True,6,35,8,False,8,-4.9832297591059005,2.5769197940826416,2.5863797664642334,2.576957941055298,2.5862600803375244
False,11,16,30,44,2,fifo_wait,False,True,2,85,2,True,75,True,False,26,113,2,False,9,-5.212462382781415,2.9181089401245117,2.927623987197876,2.918145179748535,2.92749285697937
False,15,16,11,57,16,fifo_wait,False,False,6,26,2,True,453,False,False,27,29,8,False,10,-5.162078797031269,3.246453046798706,3.255265951156616,3.246490001678467,3.2551488876342773
False,2,11,9,0,1,fifo,False,True,2,1,1,True,8,False,True,1,8,32,True,11,-5.479803221382331,4.176285028457642,4.187159776687622,4.176496982574463,4.186902761459351
False,16,16,1,0,1,fifo,True,True,63,1,1,True,8,True,False,1,1024,1,False,12,-5.748734361500677,5.188921928405762,5.202054977416992,5.1890788078308105,5.201751947402954
True,1,1,32,63,1,fifo,True,False,1,1,1,False,8,True,True,31,1024,1,True,13,-5.784583569737977,6.199090003967285,6.215163946151733,6.199249029159546,6.21232008934021
False,16,1,32,63,32,fifo_wait,False,False,63,2048,1,True,1024,True,False,1,8,32,True,14,-5.227712978942671,7.320533990859985,7.35359001159668,7.320698022842407,7.353242874145508
False,12,6,14,42,2,fifo_wait,False,False,40,256,8,False,152,False,True,30,37,32,True,15,-4.123976866246235,8.315058946609497,8.332166910171509,8.316475868225098,8.331828117370605
True,16,1,1,63,1,fifo,True,False,1,2048,16,False,8,True,True,1,1024,32,True,16,-5.079073875693972,9.418989896774292,9.437021017074585,9.419146060943604,9.434431076049805
True,1,16,1,63,32,fifo_wait,True,False,1,2048,1,False,8,False,False,31,8,1,True,17,-5.347927379614742,10.52874207496643,10.546298027038574,10.528906106948853,10.54547381401062
False,1,1,32,0,1,fifo,False,False,63,2048,16,False,1024,True,True,31,8,32,True,18,-5.158698657675518,11.673046827316284,11.689512014389038,11.673182964324951,11.686419010162354
True,5,6,16,42,1,fifo,False,False,3,173,16,False,1024,False,True,11,12,4,True,19,-3.688914854588796,12.738539934158325,12.756225824356079,12.738700866699219,12.754944086074829
True,16,1,1,63,32,fifo_wait,True,False,1,1,16,True,8,False,False,1,1024,1,True,20,-5.174723048712088,13.858437061309814,13.873782873153687,13.858611106872559,13.871853828430176
True,13,10,1,52,4,fifo,False,False,57,272,16,False,1024,True,False,10,13,8,True,21,-4.563790063072965,14.909093856811523,14.92093300819397,14.909241914749146,14.920600891113281
True,16,1,1,0,1,fifo,True,True,63,1,16,True,1024,False,True,31,1024,1,True,22,-5.7578400973176835,16.0313937664032,16.048664808273315,16.03165292739868,16.045357942581177
False,8,3,16,32,32,fifo,False,False,32,136,8,True,15,False,False,1,542,4,True,23,-3.847789418677854,17.148844957351685,17.15981698036194,17.14897108078003,17.1595458984375
False,1,16,32,0,1,fifo,True,True,4,297,1,True,51,False,True,1,10,32,True,24,-5.423135585188683,18.22156000137329,18.235669136047363,18.221710920333862,18.235350131988525
True,11,1,1,63,16,fifo_wait,True,True,4,153,16,False,8,False,True,1,8,4,True,25,-3.470399978736176,19.328246116638184,19.346276998519897,19.32840895652771,19.346011877059937
True,15,16,25,54,1,fifo_wait,True,True,2,358,16,True,200,False,False,1,1024,16,False,26,-4.529712243247648,20.421236038208008,20.435198068618774,20.42138981819153,20.431851148605347
True,14,2,8,51,1,fifo_wait,True,True,19,417,16,False,1024,False,False,1,15,8,False,27,-4.274331506319962,21.488157987594604,21.519561052322388,21.490779876708984,21.517292976379395
True,5,1,8,35,1,fifo,False,True,34,377,16,True,998,False,True,1,369,4,True,28,-3.7029011208327773,22.58749794960022,22.605068922042847,22.58764910697937,22.603787899017334
True,3,10,1,14,32,fifo,False,False,1,232,16,False,1024,False,True,1,1024,8,True,29,-3.9253154885627426,23.665760040283203,23.69504404067993,23.665925979614258,23.69477415084839
True,11,7,1,31,16,fifo,True,True,5,115,16,True,1024,False,True,1,34,4,True,30,-3.5380751313521737,24.77451992034912,24.796128749847412,24.774690866470337,24.79399585723877
False,1,8,1,63,32,fifo,True,True,5,154,16,True,1024,False,False,30,101,8,True,31,-4.00238007248763,25.796744108200073,25.813280820846558,25.79689598083496,25.81225895881653
False,16,10,1,63,1,fifo_wait,False,False,1,295,16,False,1024,False,True,1,8,1,True,32,-4.112973118776548,27.014665126800537,27.03608202934265,27.014825105667114,27.03481888771057
False,1,7,1,47,32,fifo,True,True,63,114,16,False,484,False,True,1,108,32,True,33,-3.791826944789028,28.620641946792603,28.635150909423828,28.620795011520386,28.632961988449097
True,12,6,11,14,4,fifo,False,False,6,258,16,False,8,False,False,1,8,16,True,34,-4.172094429141534,30.04338502883911,30.062312126159668,30.043509006500244,30.0619158744812
True,8,1,1,24,1,fifo_wait,False,True,1,135,16,True,1024,False,False,1,9,2,True,35,-4.030300942223574,31.640360116958618,31.653707027435303,31.6405189037323,31.653363943099976
True,8,2,32,63,32,fifo_wait,True,False,1,704,16,False,1024,False,True,1,8,32,True,36,-3.482119138601472,33.128772020339966,33.15365481376648,33.128928899765015,33.151719093322754
True,15,12,1,52,32,fifo_wait,True,True,10,159,16,False,1024,False,True,31,50,8,True,37,-4.0477741470104736,34.91817784309387,34.9478440284729,34.91839909553528,34.94749712944031
True,9,16,1,47,32,fifo,False,True,1,332,16,True,1024,False,True,1,1024,32,True,38,-3.3932554041840026,36.57973790168762,36.596307039260864,36.57993292808533,36.595863819122314
False,16,3,3,63,32,fifo_wait,False,False,14,98,16,True,1024,False,False,1,1024,16,True,39,-3.468502960499654,38.31638193130493,38.331177949905396,38.316547870635986,38.33053994178772
True,14,1,22,56,4,fifo_wait,False,False,2,273,16,True,1024,False,False,1,281,16,True,40,-3.4596301362825104,40.23018407821655,40.244174003601074,40.230345010757446,40.24361300468445
False,16,1,1,42,8,fifo_wait,False,False,1,2048,16,False,83,False,False,1,8,1,True,41,-3.97267924569136,41.878095865249634,41.89110589027405,41.87827110290527,41.89078688621521
False,4,1,1,63,4,fifo_wait,False,False,2,282,16,True,1024,False,True,1,1024,1,False,42,-4.969374658143257,43.47574210166931,43.492459774017334,43.475868940353394,43.49212980270386
False,8,13,1,63,1,fifo_wait,False,True,1,39,16,False,1024,False,False,1,8,16,True,43,-4.010204613337685,45.344645977020264,45.35822796821594,45.344796895980835,45.357861042022705
True,1,3,5,43,32,fifo_wait,False,False,5,683,16,True,1024,False,False,1,8,8,True,44,-3.17239514961718,47.203428983688354,47.23021388053894,47.20358419418335,47.229918003082275
False,16,16,31,43,32,fifo_wait,False,True,44,410,16,False,1024,False,False,1,102,8,True,45,-3.9552102618373883,48.95612192153931,48.97186589241028,48.95627808570862,48.97075009346008
False,16,16,1,54,32,fifo_wait,True,False,12,2048,16,True,10,False,False,1,68,32,True,46,-3.6813385090898914,50.81113886833191,50.82996201515198,50.81227207183838,50.82738494873047
False,1,5,1,46,32,fifo,True,False,12,297,16,True,1024,False,True,1,8,8,True,47,-3.3392017850551117,52.64048385620117,52.66498899459839,52.64135193824768,52.66124510765076
True,5,1,1,63,32,fifo,True,False,5,1266,16,True,1024,False,True,10,8,32,True,48,-3.311846188189168,54.14544606208801,54.16688394546509,54.14837193489075,54.16467905044556
True,9,1,1,44,32,fifo_wait,False,True,24,421,16,True,83,False,True,11,212,8,True,49,-3.42800713618655,56.17553400993347,56.19357395172119,56.17568898200989,56.19318103790283
True,1,4,1,56,4,fifo_wait,False,False,19,544,16,True,1024,False,False,1,1024,32,True,50,-3.289438814793769,57.71314597129822,57.73368191719055,57.71330499649048,57.73333692550659
True,6,1,1,46,32,fifo,False,False,1,365,16,True,1024,False,True,1,8,16,True,51,-3.137741523546504,59.776477098464966,59.793293952941895,59.77664017677307,59.793002128601074
True,1,1,1,43,8,fifo_wait,False,False,13,163,16,True,51,False,True,1,836,2,True,52,-4.1205277198625305,61.80211806297302,61.822253942489624,61.80226802825928,61.8219940662384
False,1,7,28,10,32,fifo_wait,False,False,1,2048,16,True,1024,False,False,8,8,32,True,53,-4.2810290332044465,63.53437304496765,63.54934096336365,63.53452801704407,63.5475537776947
False,9,16,7,48,32,fifo_wait,True,False,2,524,16,True,1024,False,False,1,168,8,True,54,-3.3234360039931747,65.42744898796082,65.43856000900269,65.42749977111816,65.43757510185242
True,8,7,1,48,32,fifo,False,False,1,1366,16,True,1024,False,False,1,8,16,True,55,-3.2844589598183638,67.54023885726929,67.55820083618164,67.54039597511292,67.5575499534607
False,8,1,1,32,32,fifo_wait,False,False,3,2048,16,True,1024,False,True,1,1024,32,True,56,-3.200649543515307,69.35792708396912,69.37010383605957,69.35921001434326,69.36982989311218
True,1,7,1,35,16,fifo_wait,False,False,1,2048,16,True,1024,False,True,1,136,16,True,57,-3.1312302920229493,71.42658686637878,71.44400191307068,71.42685198783875,71.43990993499756
True,9,11,1,38,32,fifo,False,False,63,2048,16,True,1024,False,False,1,1024,16,True,58,-3.9074552239787854,73.92953777313232,73.94629907608032,73.9297502040863,73.94478917121887
False,15,2,1,41,32,fifo,True,True,6,2048,16,True,1024,False,False,1,84,32,True,59,-3.5200121296287126,75.67237305641174,75.6894748210907,75.67252588272095,75.6891520023346
