5.000000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+01
4.545454545454545325e+01,1.818181818181818343e+01,1.818181818181818343e+01,9.090909090909091717e+00,2.727272727272727337e+01
4.166666666666666430e+01,1.666666666666666785e+01,1.666666666666666785e+01,8.333333333333333925e+00,2.500000000000000000e+01
3.846153846153845990e+01,1.538461538461538503e+01,1.538461538461538503e+01,7.692307692307692513e+00,2.307692307692307665e+01
3.571428571428571530e+01,1.428571428571428648e+01,1.428571428571428648e+01,7.142857142857143238e+00,2.142857142857142705e+01
3.333333333333333570e+01,1.333333333333333393e+01,2.000000000000000000e+01,6.666666666666666963e+00,2.000000000000000000e+01
3.125000000000000000e+01,1.250000000000000000e+01,2.500000000000000000e+01,6.250000000000000000e+00,1.875000000000000000e+01
2.941176470588235148e+01,1.176470588235294201e+01,2.352941176470588402e+01,5.882352941176471006e+00,1.764705882352941302e+01
2.777777777777777857e+01,1.111111111111111072e+01,2.222222222222222143e+01,5.555555555555555358e+00,1.666666666666666785e+01
3.157894736842105132e+01,1.052631578947368496e+01,2.105263157894736992e+01,1.052631578947368496e+01,1.578947368421052566e+01
3.000000000000000000e+01,1.000000000000000000e+01,2.500000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01
3.333333333333333570e+01,9.523809523809523725e+00,2.857142857142857295e+01,9.523809523809523725e+00,1.428571428571428648e+01
3.181818181818181657e+01,9.090909090909091717e+00,2.727272727272727337e+01,9.090909090909091717e+00,1.363636363636363669e+01
3.043478260869565233e+01,8.695652173913043015e+00,2.608695652173912904e+01,8.695652173913043015e+00,1.304347826086956452e+01
2.916666666666666785e+01,8.333333333333333925e+00,2.500000000000000000e+01,1.250000000000000000e+01,1.250000000000000000e+01
2.800000000000000000e+01,8.000000000000000000e+00,2.400000000000000000e+01,1.200000000000000000e+01,1.200000000000000000e+01
2.692307692307692335e+01,1.153846153846153832e+01,2.692307692307692335e+01,1.153846153846153832e+01,1.153846153846153832e+01
2.592592592592592737e+01,1.111111111111111072e+01,2.592592592592592737e+01,1.111111111111111072e+01,1.111111111111111072e+01
2.857142857142857295e+01,1.071428571428571352e+01,2.500000000000000000e+01,1.071428571428571352e+01,1.071428571428571352e+01
2.758620689655172242e+01,1.034482758620689680e+01,2.413793103448275801e+01,1.034482758620689680e+01,1.379310344827586121e+01
2.666666666666666785e+01,1.333333333333333393e+01,2.333333333333333215e+01,1.000000000000000000e+01,1.333333333333333393e+01
2.903225806451612812e+01,1.290322580645161210e+01,2.580645161290322420e+01,9.677419354838709964e+00,1.290322580645161210e+01
2.812500000000000000e+01,1.250000000000000000e+01,2.500000000000000000e+01,1.250000000000000000e+01,1.250000000000000000e+01
2.727272727272727337e+01,1.212121212121212110e+01,2.424242424242424221e+01,1.212121212121212110e+01,1.212121212121212110e+01
2.647058823529411598e+01,1.176470588235294201e+01,2.352941176470588402e+01,1.176470588235294201e+01,1.470588235294117574e+01
2.571428571428571530e+01,1.428571428571428648e+01,2.285714285714285765e+01,1.142857142857142883e+01,1.428571428571428648e+01
2.777777777777777857e+01,1.388888888888888928e+01,2.222222222222222143e+01,1.111111111111111072e+01,1.388888888888888928e+01
2.702702702702702808e+01,1.621621621621621756e+01,2.162162162162162105e+01,1.081081081081081052e+01,1.351351351351351404e+01
2.631578947368420884e+01,1.578947368421052566e+01,2.368421052631579116e+01,1.052631578947368496e+01,1.578947368421052566e+01
2.820512820512820440e+01,1.538461538461538503e+01,2.307692307692307665e+01,1.025641025641025728e+01,1.538461538461538503e+01
