Nodes_16,Input_2000,ScatteringOrder_l0,DRAMPowerPerNode,ProcessorPowerPerNode,Ranks,Nesting_DGZ,Nesting_DZG,Nesting_GDZ,Nesting_GZD,Nesting_ZDG,Nesting_ZGD,Layout_0,Dset,Gset,Method_sweep,OMP,PKG_LIMIT,DRAM_LIMIT,AvgInst,AvgIpc,AvgArithFpu,AvgFreq,AvgTemp,ProcessorPower,DRAMPower,ExecTime,Input_12000,ScatteringOrder_l9,Nodes_64
1.0,1.0,1.0,32.4361625,85.75710625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,50,0,57233419901.6,3.9642,614610240.188,2.0067,33.3196,1372.1137,518.9786,6.0282,0.0,0.0,0.0
1.0,1.0,1.0,33.36351875,94.25276875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,55,0,55606161911.5,4.4583,613779915.312,2.2822,31.766,1508.0443,533.8163,5.2243,0.0,0.0,0.0
1.0,1.0,1.0,33.66135625,102.716875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,60,0,56891133404.7,4.9369,613681073.688,2.4512,34.4181,1643.47,538.5817,4.8159,0.0,0.0,0.0
1.0,1.0,1.0,34.7962125,113.79841875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,65,0,50316458689.5,5.3332,612334791.312,2.7098,34.8142,1820.7747,556.7394,4.0047,0.0,0.0,0.0
1.0,1.0,1.0,35.4739,117.03903125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,70,0,48596049987.1,5.6316,611725777.0,2.7747,35.5008,1872.6245,567.5824,3.6043,0.0,0.0,0.0
1.0,1.0,1.0,35.42324375,119.37433125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,75,0,48613523351.4,5.6336,611482029.688,2.7967,37.3865,1909.9893,566.7719,3.6042,0.0,0.0,0.0
1.0,1.0,1.0,35.5381125,119.35999375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,80,0,48883110512.8,5.6649,611690660.875,2.801,36.6801,1909.7599,568.6098,3.6042,0.0,0.0,0.0
1.0,1.0,1.0,34.5775625,117.77374375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,85,0,50849355645.8,5.3389,611461926.0,2.8,36.2455,1884.3799,553.241,4.0046,0.0,0.0,0.0
1.0,1.0,1.0,35.39995,120.07080625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,90,0,49013865510.9,5.6613,611862082.438,2.8,38.1907,1921.1329,566.3992,3.6042,0.0,0.0,0.0
1.0,1.0,1.0,35.3636125,119.56308125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,95,0,48721702187.9,5.6462,611641938.938,2.8006,38.4013,1913.0093,565.8178,3.6042,0.0,0.0,0.0
1.0,1.0,1.0,35.441625,119.276825,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,100,0,48700095627.3,5.6437,611486573.125,2.8,35.7344,1908.4292,567.066,3.6043,0.0,0.0,0.0
1.0,1.0,1.0,32.3816125,85.79456875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,50,0,63212681686.0,4.2379,613568349.688,2.0497,33.3926,1372.7131,518.1058,6.227,0.0,0.0,0.0
1.0,1.0,1.0,33.17251875,95.2308625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,55,0,61842619969.9,4.7529,612974839.562,2.3449,31.9973,1523.6938,530.7603,5.4177,0.0,0.0,0.0
1.0,1.0,1.0,33.5076375,104.34708125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,60,0,62436419913.1,5.2052,613201207.062,2.5098,34.6719,1669.5533,536.1222,5.0076,0.0,0.0,0.0
1.0,1.0,1.0,34.545975,113.99885,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,65,0,56254094047.6,5.5863,612008483.562,2.7197,34.8885,1823.9816,552.7356,4.2049,0.0,0.0,0.0
1.0,1.0,1.0,35.2029875,117.03345625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,70,0,52608384948.3,5.7758,610964558.062,2.78,35.4883,1872.5353,563.2478,3.8043,0.0,0.0,0.0
1.0,1.0,1.0,35.13639375,119.7137,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,75,0,52875680079.8,5.8052,611297071.438,2.7969,37.1109,1915.4192,562.1823,3.8044,0.0,0.0,0.0
1.0,1.0,1.0,35.1555875,119.1959375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,80,0,53071564022.1,5.8266,611028705.5,2.8,36.5977,1907.135,562.4894,3.8045,0.0,0.0,0.0
1.0,1.0,1.0,35.193875,119.3542875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,85,0,53010049865.8,5.8199,610976138.625,2.8,36.4578,1909.6686,563.102,3.8043,0.0,0.0,0.0
1.0,1.0,1.0,35.12175,120.1806875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,90,0,53039139311.5,5.8231,611100115.812,2.8002,37.9102,1922.891,561.948,3.8044,0.0,0.0,0.0
1.0,1.0,1.0,35.0432,119.89398125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,95,0,53045885919.8,5.8239,610992208.875,2.8002,38.0219,1918.3037,560.6912,3.8044,0.0,0.0,0.0
1.0,1.0,1.0,35.1769,119.62019375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,100,0,53310968874.6,5.853,611453923.125,2.8003,36.4398,1913.9231,562.8304,3.8044,0.0,0.0,0.0
1.0,1.0,1.0,31.94208125,87.7527,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,50,0,73045622789.1,4.4662,613140201.875,2.1183,33.5219,1404.0432,511.0733,6.8209,0.0,0.0,0.0
1.0,1.0,1.0,32.6346125,97.16931875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,55,0,72737611387.4,4.9549,613178553.438,2.3614,32.3415,1554.7091,522.1538,6.2088,0.0,0.0,0.0
1.0,1.0,1.0,33.0564875,106.84518125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,60,0,69964757506.6,5.403,612547863.188,2.5376,34.9939,1709.5229,528.9038,5.4067,0.0,0.0,0.0
1.0,1.0,1.0,34.06633125,115.1595125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,65,0,64029997470.2,5.8061,611926489.438,2.7332,35.2331,1842.5522,545.0613,4.6055,0.0,0.0,0.0
1.0,1.0,1.0,34.24404375,118.127475,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,70,0,62276778576.9,5.905,611423216.625,2.7847,35.6712,1890.0396,547.9047,4.405,0.0,0.0,0.0
1.0,1.0,1.0,34.457725,120.3799375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,75,0,60583451286.8,6.018,611294043.0,2.7984,37.3736,1926.079,551.3236,4.2048,0.0,0.0,0.0
1.0,1.0,1.0,34.180225,119.90154375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,80,0,62608094815.9,5.9204,611393619.125,2.8,36.7632,1918.4247,546.8836,4.4051,0.0,0.0,0.0
1.0,1.0,1.0,34.2843875,120.1316,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,85,0,62777508590.2,5.9525,611612550.125,2.8008,36.5842,1922.1056,548.5502,4.4052,0.0,0.0,0.0
1.0,1.0,1.0,34.080425,119.76251875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,90,0,60729917253.8,5.8096,611261859.375,2.8,37.8895,1916.2003,545.2868,4.405,0.0,0.0,0.0
1.0,1.0,1.0,34.37864375,120.175375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,95,0,60584686359.9,6.0181,611394807.438,2.8001,38.1051,1922.806,550.0583,4.2048,0.0,0.0,0.0
1.0,1.0,1.0,34.136925,119.96989375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,100,0,62876768813.2,5.9618,611548707.938,2.8,36.7928,1919.5183,546.1908,4.4051,0.0,0.0,0.0
1.0,1.0,1.0,31.17349375,90.8359875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,50,0,98334661451.6,4.6513,614683456.312,2.2186,33.9323,1453.3758,498.7759,8.819,0.0,0.0,0.0
1.0,1.0,1.0,31.76360625,100.33443125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,55,0,98527379421.6,5.1334,614519611.688,2.447,33.0137,1605.3509,508.2177,8.0186,0.0,0.0,0.0
1.0,1.0,1.0,31.9187,108.35480625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,60,0,92531377378.9,5.3872,613963797.25,2.6025,35.3525,1733.6769,510.6992,7.2084,0.0,0.0,0.0
1.0,1.0,1.0,32.58095,116.81198125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,65,0,88798401364.0,5.7884,613718378.938,2.7507,35.7661,1868.9917,521.2952,6.4072,0.0,0.0,0.0
1.0,1.0,1.0,32.85710625,119.87306875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,70,0,84812564848.9,5.8975,613297390.75,2.7916,36.1613,1917.9691,525.7137,6.0067,0.0,0.0,0.0
1.0,1.0,1.0,32.73634375,120.7383,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,75,0,84767212088.2,5.8943,613221970.938,2.7997,37.6996,1931.8128,523.7815,6.0069,0.0,0.0,0.0
1.0,1.0,1.0,32.76798125,120.7187375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,80,0,85220964381.9,5.9259,613359268.25,2.8004,37.058,1931.4998,524.2877,6.0071,0.0,0.0,0.0
1.0,1.0,1.0,32.7475375,119.805525,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,85,0,85054918948.1,5.7948,613216581.188,2.8012,36.895,1916.8884,523.9606,6.2069,0.0,0.0,0.0
1.0,1.0,1.0,32.783925,120.740875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,90,0,84799392847.2,5.8966,613295468.125,2.8007,38.4728,1931.854,524.5428,6.0067,0.0,0.0,0.0
1.0,1.0,1.0,32.5681625,120.6355,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,95,0,87143068580.2,5.864,613609261.688,2.8008,38.521,1930.168,521.0906,6.207,0.0,0.0,0.0
1.0,1.0,1.0,32.8351375,120.778775,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,100,0,84727675473.8,5.8916,613176382.688,2.8001,37.379,1932.4604,525.3622,6.0074,0.0,0.0,0.0
1.0,1.0,1.0,30.8100125,88.55193125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,50,0,91846288836.5,3.9146,624869361.625,2.1788,33.9149,1416.8309,492.9602,9.815,0.0,0.0,0.0
1.0,1.0,1.0,31.768275,97.48718125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,55,0,84047112876.7,4.3695,621517326.25,2.3677,32.748,1559.7949,508.2924,8.2173,0.0,0.0,0.0
1.0,1.0,1.0,31.718825,105.32505,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,60,0,85396620450.4,4.681,621813531.062,2.5783,35.0537,1685.2008,507.5012,7.6096,0.0,0.0,0.0
1.0,1.0,1.0,32.29140625,114.97128125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,65,0,82306096673.1,5.0486,620661172.312,2.718,35.5812,1839.5405,516.6625,6.808,0.0,0.0,0.0
1.0,1.0,1.0,32.33531875,117.41155,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,70,0,80251756041.8,5.0726,619964106.0,2.7834,35.9113,1878.5848,517.3651,6.6076,0.0,0.0,0.0
1.0,1.0,1.0,32.40231875,119.0748625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,75,0,79380820772.6,5.1746,619706639.875,2.7971,37.6562,1905.1978,518.4371,6.4074,0.0,0.0,0.0
1.0,1.0,1.0,32.522675,119.2740625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,80,0,80126815578.4,5.2132,619913231.25,2.801,37.2069,1908.385,520.3628,6.4074,0.0,0.0,0.0
1.0,1.0,1.0,32.56403125,119.42465,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,85,0,79744171254.2,5.1983,619906162.375,2.8004,37.071,1910.7944,521.0245,6.4075,0.0,0.0,0.0
1.0,1.0,1.0,32.43733125,118.91133125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,90,0,79988114078.9,5.2142,619789385.938,2.8008,38.2334,1902.5813,518.9973,6.4074,0.0,0.0,0.0
1.0,1.0,1.0,32.3478625,119.46095625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,95,0,79582035369.7,5.1877,619386500.188,2.8015,38.465,1911.3753,517.5658,6.4074,0.0,0.0,0.0
1.0,1.0,1.0,32.38798125,118.9999125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,100,0,79381096973.2,5.1746,619527445.938,2.8003,37.4598,1903.9986,518.2077,6.4075,0.0,0.0,0.0
1.0,1.0,1.0,31.35405,88.0693875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,50,0,81992437412.1,4.0617,618309076.875,2.1088,33.6748,1409.1102,501.6648,8.4359,0.0,0.0,0.0
1.0,1.0,1.0,32.20534375,97.25675625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,55,0,78408848679.1,4.5263,616762020.625,2.3259,32.4114,1556.1081,515.2855,7.218,0.0,0.0,0.0
1.0,1.0,1.0,32.24031875,104.89605625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,60,0,80261210406.2,4.9141,616894196.75,2.5331,34.8719,1678.3369,515.8451,6.8282,0.0,0.0,0.0
1.0,1.0,1.0,33.0177625,114.8477,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,65,0,72745985292.2,5.232,614985338.125,2.7353,35.2938,1837.5632,528.2842,5.8068,0.0,0.0,0.0
1.0,1.0,1.0,33.251275,118.6028875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,70,0,73024299223.4,5.4402,614929210.875,2.7837,35.9192,1897.6462,532.0204,5.6066,0.0,0.0,0.0
1.0,1.0,1.0,33.080675,119.54926875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,75,0,73417261391.2,5.4695,614832089.688,2.7973,37.5959,1912.7883,529.2908,5.6065,0.0,0.0,0.0
1.0,1.0,1.0,33.20969375,119.9398875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,80,0,74048401909.1,5.5166,615100178.438,2.8003,37.0959,1919.0382,531.3551,5.6063,0.0,0.0,0.0
1.0,1.0,1.0,33.2408625,119.89385625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,85,0,73394661209.5,5.4679,615039594.938,2.8,37.0577,1918.3017,531.8538,5.6066,0.0,0.0,0.0
1.0,1.0,1.0,33.1193375,120.4499875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,90,0,73297405957.4,5.4606,614810633.625,2.8006,38.3044,1927.1998,529.9094,5.6064,0.0,0.0,0.0
1.0,1.0,1.0,33.05218125,120.77379375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,95,0,73534762015.1,5.4783,614615476.812,2.8002,38.6218,1932.3807,528.8349,5.6066,0.0,0.0,0.0
1.0,1.0,1.0,33.09936875,119.5524,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,100,0,73344158759.9,5.4641,614769210.0,2.8007,37.7074,1912.8384,529.5899,5.6064,0.0,0.0,0.0
1.0,1.0,1.0,31.34559375,88.38393125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,50,0,87686974617.4,4.2392,616543853.75,2.1409,33.6344,1414.1429,501.5295,8.6197,0.0,0.0,0.0
1.0,1.0,1.0,32.1811375,97.86685625,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,55,0,84908815597.6,4.7782,615684355.812,2.3938,32.6739,1565.8697,514.8982,7.4146,0.0,0.0,0.0
1.0,1.0,1.0,32.2772375,106.1606875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,60,0,83094244915.2,5.0935,615053531.625,2.5796,35.1161,1698.571,516.4358,6.8153,0.0,0.0,0.0
1.0,1.0,1.0,32.63428125,115.0420125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,65,0,81232753560.0,5.305,614846569.875,2.7213,35.4079,1840.6722,522.1485,6.4075,0.0,0.0,0.0
1.0,1.0,1.0,33.048775,117.543975,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,70,0,75878749799.1,5.458,613402321.312,2.7873,35.9625,1880.7036,528.7804,5.8071,0.0,0.0,0.0
1.0,1.0,1.0,32.99144375,119.300925,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,75,0,77630807301.4,5.584,613756179.375,2.7987,37.6271,1908.8148,527.8631,5.8068,0.0,0.0,0.0
1.0,1.0,1.0,33.0644625,119.76416875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,80,0,77098649612.4,5.5458,613692251.062,2.8001,37.137,1916.2267,529.0314,5.8067,0.0,0.0,0.0
1.0,1.0,1.0,33.09650625,119.82831875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,85,0,76004417049.6,5.4555,613675143.375,2.8004,36.8101,1917.2531,529.5441,5.8068,0.0,0.0,0.0
1.0,1.0,1.0,33.0574375,120.16724375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,90,0,77464624270.2,5.5722,613707036.188,2.8002,38.2995,1922.6759,528.919,5.8066,0.0,0.0,0.0
1.0,1.0,1.0,32.93308125,118.6440875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,95,0,75995359752.4,5.4665,613464354.5,2.8012,38.3849,1898.3054,526.9293,5.8068,0.0,0.0,0.0
1.0,1.0,1.0,33.26069375,120.79061875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,100,0,75530123890.4,5.6271,613558187.0,2.8006,37.9784,1932.6499,532.1711,5.6064,0.0,0.0,0.0
1.0,1.0,1.0,31.11464375,88.81668125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,50,0,93787336316.8,4.3319,614609642.25,2.1399,33.638,1421.0669,497.8343,9.0203,0.0,0.0,0.0
1.0,1.0,1.0,31.966475,98.5494,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,55,0,91285601189.2,4.8756,614400103.188,2.3907,32.7426,1576.7904,511.4636,7.8163,0.0,0.0,0.0
1.0,1.0,1.0,32.00599375,106.39318125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,60,0,89521913651.1,5.1835,614046512.562,2.5798,35.2732,1702.2909,512.0959,7.2094,0.0,0.0,0.0
1.0,1.0,1.0,32.63255625,115.37624375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,65,0,83268957617.8,5.4498,613245352.312,2.7314,35.6671,1846.0199,522.1209,6.2072,0.0,0.0,0.0
1.0,1.0,1.0,33.000075,119.08179375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,70,0,81500190785.4,5.667,612839084.375,2.786,36.1699,1905.3087,528.0012,6.007,0.0,0.0,0.0
1.0,1.0,1.0,32.77525,120.17088125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,75,0,81824599134.5,5.6667,612905691.125,2.7988,37.8097,1922.7341,524.404,6.0069,0.0,0.0,0.0
1.0,1.0,1.0,32.88841875,119.77218125,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,80,0,81859317240.6,5.6805,612866657.5,2.8018,37.3288,1916.3549,526.2147,6.0069,0.0,0.0,0.0
1.0,1.0,1.0,32.9531625,120.4216375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,85,0,81446299499.8,5.6633,612648607.5,2.8002,37.25,1926.7462,527.2506,6.0068,0.0,0.0,0.0
1.0,1.0,1.0,32.82181875,119.73904375,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,90,0,80546389599.4,5.6008,612732752.625,2.8003,38.4315,1915.8247,525.1491,6.0069,0.0,0.0,0.0
1.0,1.0,1.0,32.84729375,120.5569,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,95,0,82260062237.6,5.7199,613019985.812,2.8009,38.6074,1928.9104,525.5567,6.007,0.0,0.0,0.0
1.0,1.0,1.0,32.8474,120.16346875,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,100,0,81840511262.9,5.6907,612907868.938,2.8005,37.9194,1922.6155,525.5584,6.0069,0.0,0.0,0.0
