Nodes_64,Input_2000,ScatteringOrder_l0,DRAMPowerPerNode,ProcessorPowerPerNode,Ranks,Nesting_DGZ,Nesting_DZG,Nesting_GDZ,Nesting_GZD,Nesting_ZDG,Nesting_ZGD,Layout_0,Dset,Gset,Method_sweep,OMP,PKG_LIMIT,DRAM_LIMIT,AvgInst,AvgIpc,AvgArithFpu,AvgFreq,AvgTemp,ProcessorPower,DRAMPower,ExecTime,Input_12000,ScatteringOrder_l9,Nodes_16
1.0,1.0,1.0,34.20670625,104.82141875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,2,1.0,4,80,0,47541175926.5,3.0784,444975519.578,2.8866,37.3323,6708.5708,2189.2292,6.4075,0.0,0.0,0.0
1.0,1.0,1.0,33.9710453125,105.33185,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,2,1.0,4,85,0,48641257013.9,3.052,445208152.656,2.8841,38.8009,6741.2384,2174.1469,6.6078,0.0,0.0,0.0
1.0,1.0,1.0,33.9758359375,105.34565,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,2,1.0,4,90,0,48531555584.0,3.0579,445468865.203,2.8861,39.5657,6742.1216,2174.4535,6.6075,0.0,0.0,0.0
1.0,1.0,1.0,34.176784375,105.406728125,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,2,1.0,4,95,0,47504861766.9,3.0775,444956110.047,2.8863,39.3399,6746.0306,2187.3142,6.4075,0.0,0.0,0.0
1.0,1.0,1.0,34.0696390625,104.03706875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,2,1.0,4,100,0,47854779783.8,3.0125,444766123.781,2.8841,34.8038,6658.3724,2180.4569,6.6089,0.0,0.0,0.0
1.0,1.0,1.0,34.290621875,97.4961109375,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,55,0,45568097451.0,3.0395,439223187.031,2.6695,31.8921,6239.7511,2194.5998,6.212,0.0,0.0,0.0
1.0,1.0,1.0,35.0359296875,102.1771,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,60,0,41905907261.9,3.194,437352014.969,2.8415,33.0294,6539.3344,2242.2995,5.6103,0.0,0.0,0.0
1.0,1.0,1.0,35.1269046875,103.847725,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,65,0,41610559570.8,3.204,437213774.203,2.8833,33.602,6646.2544,2248.1219,5.4067,0.0,0.0,0.0
1.0,1.0,1.0,35.09061875,103.986945312,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,70,0,41618261690.0,3.1957,437365899.109,2.8858,34.2157,6655.1645,2245.7996,5.6067,0.0,0.0,0.0
1.0,1.0,1.0,35.1267734375,104.333610937,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,75,0,41643684004.4,3.2031,437307608.781,2.8833,34.6162,6677.3511,2248.1135,5.6071,0.0,0.0,0.0
1.0,1.0,1.0,35.3891703125,104.48251875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,80,0,41011831659.5,3.2636,437074778.078,2.8854,35.231,6686.8812,2264.9069,5.4059,0.0,0.0,0.0
1.0,1.0,1.0,35.3639546875,104.8099,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,85,0,41119011685.7,3.2605,437174207.781,2.8836,36.7101,6707.8336,2263.2931,5.4062,0.0,0.0,0.0
1.0,1.0,1.0,35.344378125,104.926151562,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,90,0,41015895341.2,3.26,437043002.953,2.885,37.2422,6715.2737,2262.0402,5.2061,0.0,0.0,0.0
1.0,1.0,1.0,35.3664390625,104.943821875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,95,0,41077673589.0,3.2686,437265730.188,2.887,37.2695,6716.4046,2263.4521,5.206,0.0,0.0,0.0
1.0,1.0,1.0,35.3273109375,104.200090625,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,4,1.0,4,100,0,41202274617.6,3.2311,437175274.328,2.8846,34.2923,6668.8058,2260.9479,5.4062,0.0,0.0,0.0
1.0,1.0,1.0,34.544271875,96.8135640625,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,55,0,45165819144.4,3.1128,435790001.359,2.6507,30.7133,6196.0681,2210.8334,6.0116,0.0,0.0,0.0
1.0,1.0,1.0,35.2554296875,102.01269375,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,60,0,41787580170.7,3.2653,434823304.141,2.8509,32.4466,6528.8124,2256.3475,5.4062,0.0,0.0,0.0
1.0,1.0,1.0,35.470259375,103.442479687,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,65,0,41019115328.0,3.2778,434296142.766,2.8791,32.719,6620.3187,2270.0966,5.4061,0.0,0.0,0.0
1.0,1.0,1.0,35.46925625,103.627584375,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,70,0,41158202358.4,3.2927,434357544.875,2.8843,33.171,6632.1654,2270.0324,5.206,0.0,0.0,0.0
1.0,1.0,1.0,35.45456875,103.712257812,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,75,0,41116943655.8,3.2778,434411174.656,2.8839,33.893,6637.5845,2269.0924,5.206,0.0,0.0,0.0
1.0,1.0,1.0,35.412628125,103.856089063,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,80,0,41059934057.3,3.2753,434336682.453,2.88,34.2476,6646.7897,2266.4082,5.4061,0.0,0.0,0.0
1.0,1.0,1.0,35.4058515625,103.988264062,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,85,0,41183645667.9,3.2754,434405320.25,2.8822,35.3424,6655.2489,2265.9745,5.2063,0.0,0.0,0.0
1.0,1.0,1.0,35.417128125,104.289120313,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,90,0,41045288519.9,3.2818,434279167.203,2.8821,35.7068,6674.5037,2266.6962,5.2058,0.0,0.0,0.0
1.0,1.0,1.0,35.3782625,104.221642187,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,95,0,41374750133.1,3.2887,434357049.297,2.8838,35.9634,6670.1851,2264.2088,5.2061,0.0,0.0,0.0
1.0,1.0,1.0,35.4818265625,103.7377875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8,1.0,4,100,0,41084353592.4,3.279,434322523.062,2.8829,33.7716,6639.2184,2270.8369,5.2057,0.0,0.0,0.0
1.0,1.0,1.0,33.5347890625,98.529109375,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,55,0,55272356812.0,3.264,436704104.703,2.7194,31.2097,6305.863,2146.2265,7.0083,0.0,0.0,0.0
1.0,1.0,1.0,34.195790625,102.515345313,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,60,0,50811057949.7,3.3973,435713293.25,2.8573,32.2214,6560.9821,2188.5306,6.2071,0.0,0.0,0.0
1.0,1.0,1.0,34.2363796875,103.490809375,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,65,0,50783498533.4,3.404,435656321.094,2.88,32.4865,6623.4118,2191.1283,6.2072,0.0,0.0,0.0
1.0,1.0,1.0,34.1658421875,103.482503125,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,70,0,50892945104.8,3.3897,435854027.75,2.8824,32.8377,6622.8802,2186.6139,6.207,0.0,0.0,0.0
1.0,1.0,1.0,34.220503125,103.847865625,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,75,0,50987438325.6,3.4006,435879655.609,2.8826,33.31,6646.2634,2190.1122,6.2069,0.0,0.0,0.0
1.0,1.0,1.0,34.207234375,103.802364063,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,80,0,50791064952.5,3.4062,435624612.906,2.8821,33.5904,6643.3513,2189.263,6.2072,0.0,0.0,0.0
1.0,1.0,1.0,33.4778234375,103.49311875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,85,0,54274442748.0,3.3381,435905771.844,2.8922,34.4932,6623.5596,2142.5807,6.8078,0.0,0.0,0.0
1.0,1.0,1.0,34.2034125,104.191320312,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,90,0,50744413051.5,3.4014,435709002.516,2.8796,34.826,6668.2445,2189.0184,6.2072,0.0,0.0,0.0
1.0,1.0,1.0,34.195834375,104.203175,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,95,0,51034405552.8,3.4121,435832997.969,2.8829,35.0158,6669.0032,2188.5334,6.2073,0.0,0.0,0.0
1.0,1.0,1.0,34.3196015625,103.956401563,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,16,1.0,4,100,0,50985242866.6,3.4089,435862253.984,2.8814,33.4806,6653.2097,2196.4545,6.207,0.0,0.0,0.0
1.0,1.0,1.0,32.61198125,100.48543125,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,55,0,72390667284.5,3.4183,438977876.875,2.7812,31.8693,6431.0676,2087.1668,8.81,0.0,0.0,0.0
1.0,1.0,1.0,32.9013734375,103.416945313,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,60,0,68859572388.2,3.4801,438327803.984,2.8658,32.4711,6618.6845,2105.6879,8.2091,0.0,0.0,0.0
1.0,1.0,1.0,32.96925625,104.113996875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,65,0,69174692599.2,3.5024,438663623.0,2.8784,32.7435,6663.2958,2110.0324,8.209,0.0,0.0,0.0
1.0,1.0,1.0,32.9415234375,104.182175,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,70,0,68951860904.2,3.4938,438621043.125,2.8807,33.0747,6667.6592,2108.2575,8.2094,0.0,0.0,0.0
1.0,1.0,1.0,32.9207515625,104.301660938,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,75,0,68836216527.6,3.48,438524675.109,2.8782,33.4279,6675.3063,2106.9281,8.4094,0.0,0.0,0.0
1.0,1.0,1.0,32.7029953125,104.1319875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,80,0,70513722042.4,3.4683,438571042.875,2.8832,33.6174,6664.4472,2092.9917,8.6096,0.0,0.0,0.0
1.0,1.0,1.0,32.8134640625,104.485240625,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,85,0,70085911252.0,3.4735,438774667.406,2.8799,34.5186,6687.0554,2100.0617,8.4095,0.0,0.0,0.0
1.0,1.0,1.0,32.913490625,104.451882813,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,90,0,68870364880.9,3.4831,438570064.75,2.879,34.6157,6684.9205,2106.4634,8.2091,0.0,0.0,0.0
1.0,1.0,1.0,32.8972953125,104.697140625,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,95,0,69620619139.5,3.5107,438724514.812,2.8792,34.9512,6700.617,2105.4269,8.4094,0.0,0.0,0.0
1.0,1.0,1.0,32.986490625,104.422421875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8,32,1.0,4,100,0,68815263103.9,3.4791,438471247.828,2.8806,34.1346,6683.035,2111.1354,8.2091,0.0,0.0,0.0
1.0,1.0,1.0,31.622221875,99.87314375,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,55,0,80804798124.5,2.7947,890963871.141,2.7573,32.388,6391.8812,2023.8222,12.2182,0.0,0.0,0.0
1.0,1.0,1.0,31.6275265625,103.014020312,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,60,0,81541134422.2,2.8794,890451781.359,2.8728,32.9205,6592.8973,2024.1617,12.0139,0.0,0.0,0.0
1.0,1.0,1.0,31.849815625,104.078435938,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,65,0,80297691165.7,2.9283,890464283.172,2.8864,33.2088,6661.0199,2038.3882,11.4132,0.0,0.0,0.0
1.0,1.0,1.0,31.787459375,104.073507812,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,70,0,79634653037.8,2.9089,889694297.969,2.8892,33.4036,6660.7045,2034.3974,11.4134,0.0,0.0,0.0
1.0,1.0,1.0,31.766703125,104.221717188,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,75,0,81009568201.2,2.9067,890360558.188,2.8861,33.8914,6670.1899,2033.069,11.8135,0.0,0.0,0.0
1.0,1.0,1.0,31.8591234375,104.310967187,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,80,0,78782927017.7,2.921,889596294.0,2.8886,34.2565,6675.9019,2038.9839,11.2128,0.0,0.0,0.0
1.0,1.0,1.0,31.76343125,104.37318125,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,85,0,79331360650.8,2.8939,889237352.25,2.8871,34.7887,6679.8836,2032.8596,11.4137,0.0,0.0,0.0
1.0,1.0,1.0,31.8746375,104.449273437,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,90,0,78662544226.9,2.9206,889667429.438,2.888,35.0682,6684.7535,2039.9768,11.213,0.0,0.0,0.0
1.0,1.0,1.0,31.7792828125,104.479254688,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,95,0,80048878063.4,2.9193,889654509.469,2.891,35.2482,6686.6723,2033.8741,11.413,0.0,0.0,0.0
1.0,1.0,1.0,31.85008125,104.44356875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1,1.0,4,100,0,79772708681.1,2.9069,889758018.844,2.8871,34.8417,6684.3884,2038.4052,11.413,0.0,0.0,0.0
1.0,1.0,1.0,32.536753125,99.279575,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,55,0,64058290402.7,2.868,874296973.266,2.7234,32.7099,6353.8928,2082.3522,9.6124,0.0,0.0,0.0
1.0,1.0,1.0,32.786090625,102.825048438,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,60,0,62110896430.5,2.9884,873152116.578,2.8598,33.2224,6580.8031,2098.3098,8.8102,0.0,0.0,0.0
1.0,1.0,1.0,32.934690625,104.134035938,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,65,0,61511060409.2,3.0139,873028696.641,2.8873,33.6992,6664.5783,2107.8202,8.6096,0.0,0.0,0.0
1.0,1.0,1.0,33.00285,104.306234375,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,70,0,60952550102.5,3.0197,873037246.125,2.8897,34.0558,6675.599,2112.1824,8.4099,0.0,0.0,0.0
1.0,1.0,1.0,32.8238203125,104.187628125,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,75,0,61752500298.6,2.9766,873070443.453,2.8875,34.5947,6668.0082,2100.7245,8.6104,0.0,0.0,0.0
1.0,1.0,1.0,32.8204859375,104.509553125,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,80,0,62056309274.1,2.9976,873301864.0,2.8874,34.9369,6688.6114,2100.5111,8.6098,0.0,0.0,0.0
1.0,1.0,1.0,32.8233453125,104.662684375,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,85,0,62484702850.0,3.0108,873097926.484,2.8872,35.5004,6698.4118,2100.6941,8.8101,0.0,0.0,0.0
1.0,1.0,1.0,32.8269234375,104.554476562,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,90,0,61723179721.7,2.9924,873006256.281,2.8886,35.7264,6691.4865,2100.9231,8.61,0.0,0.0,0.0
1.0,1.0,1.0,32.77055,104.6053,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,95,0,61970666803.7,2.9904,873138074.797,2.8894,35.9281,6694.7392,2097.3152,8.6099,0.0,0.0,0.0
1.0,1.0,1.0,32.8172484375,104.573842188,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2,1.0,4,100,0,61960874692.4,2.993,873019261.594,2.8877,35.8847,6692.7259,2100.3039,8.6099,0.0,0.0,0.0
1.0,1.0,1.0,32.7272953125,98.7271875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,55,0,61020840751.0,2.8843,868205914.953,2.7153,32.4367,6318.54,2094.5469,8.819,0.0,0.0,0.0
1.0,1.0,1.0,33.2240875,102.659323438,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,60,0,57067185955.3,3.0095,866728006.781,2.8642,32.8787,6570.1967,2126.3416,8.0094,0.0,0.0,0.0
1.0,1.0,1.0,33.3012796875,103.6972,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,65,0,56574573315.7,3.0108,866604719.109,2.8847,33.312,6636.6208,2131.2819,7.8089,0.0,0.0,0.0
1.0,1.0,1.0,33.3175328125,104.012420312,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,70,0,57032426445.2,3.0277,867045007.844,2.887,33.6766,6656.7949,2132.3221,7.809,0.0,0.0,0.0
1.0,1.0,1.0,33.3125359375,104.038467188,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,75,0,56833313741.2,3.0208,866777670.766,2.8865,34.029,6658.4619,2132.0023,7.809,0.0,0.0,0.0
1.0,1.0,1.0,33.312134375,104.027485938,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,80,0,56533885223.1,3.0121,866746135.578,2.8865,34.435,6657.7591,2131.9766,7.8088,0.0,0.0,0.0
1.0,1.0,1.0,33.3252796875,104.320279688,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,85,0,56930258690.1,3.0332,866885941.859,2.8862,35.1177,6676.4979,2132.8179,7.809,0.0,0.0,0.0
1.0,1.0,1.0,33.302028125,104.115996875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,90,0,56468995777.6,3.0074,866662010.812,2.8859,35.0533,6663.4238,2131.3298,7.8088,0.0,0.0,0.0
1.0,1.0,1.0,33.2767765625,104.333564063,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,95,0,56965412285.8,3.0254,866748368.906,2.8869,35.266,6677.3481,2129.7137,8.0089,0.0,0.0,0.0
1.0,1.0,1.0,33.283290625,104.390490625,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4,1.0,4,100,0,56758009439.3,3.0192,866688318.531,2.8865,35.3569,6680.9914,2130.1306,7.8091,0.0,0.0,0.0
1.0,1.0,1.0,32.351959375,99.320925,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,55,0,69759161448.9,3.0199,868916231.719,2.7392,32.4028,6356.5392,2070.5254,9.6158,0.0,0.0,0.0
1.0,1.0,1.0,32.7003328125,102.940070312,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,60,0,66191619280.0,3.1304,867894934.391,2.8672,32.9975,6588.1645,2092.8213,8.8101,0.0,0.0,0.0
1.0,1.0,1.0,32.7092765625,103.842575,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,65,0,66354424153.0,3.1284,867635973.594,2.8849,33.3472,6645.9248,2093.3937,8.8101,0.0,0.0,0.0
1.0,1.0,1.0,32.74620625,104.132070313,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,70,0,66505688546.7,3.141,867780695.828,2.8841,33.4384,6664.4525,2095.7572,8.81,0.0,0.0,0.0
1.0,1.0,1.0,32.7474984375,104.143495312,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,75,0,66212245653.1,3.1305,867918329.156,2.8837,33.8521,6665.1837,2095.8399,8.8101,0.0,0.0,0.0
1.0,1.0,1.0,32.7272125,104.119585938,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,80,0,66217513166.9,3.1296,867819305.828,2.8848,34.191,6663.6535,2094.5416,8.81,0.0,0.0,0.0
1.0,1.0,1.0,32.8232203125,104.415310937,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,85,0,65714627632.6,3.1608,867621810.984,2.8847,35.0936,6682.5799,2100.6861,8.6097,0.0,0.0,0.0
1.0,1.0,1.0,32.852553125,104.393182813,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,90,0,65458907434.0,3.1631,867674555.25,2.8832,34.7911,6681.1637,2102.5634,8.6099,0.0,0.0,0.0
1.0,1.0,1.0,32.70474375,104.357921875,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,95,0,66266117506.6,3.1307,868105923.188,2.8856,35.1331,6678.907,2093.1036,8.81,0.0,0.0,0.0
1.0,1.0,1.0,32.640359375,104.449609375,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,8,1.0,4,100,0,67440013392.0,3.1157,868457950.094,2.8842,35.1046,6684.775,2088.983,9.0103,0.0,0.0,0.0
1.0,1.0,1.0,31.604784375,100.694023437,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,16,1.0,4,55,0,87989320304.3,3.1526,870250359.609,2.7796,32.5049,6444.4175,2022.7062,11.6131,0.0,0.0,0.0
1.0,1.0,1.0,31.778540625,103.343451562,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,16,1.0,4,60,0,84574826397.6,3.198,869956925.453,2.8685,33.2516,6613.9809,2033.8266,11.0127,0.0,0.0,0.0
1.0,1.0,1.0,31.979603125,104.273934375,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,16,1.0,4,65,0,82725960894.0,3.2411,869588749.547,2.8801,33.7011,6673.5318,2046.6946,10.6118,0.0,0.0,0.0
1.0,1.0,1.0,31.9115375,104.371540625,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,16,1.0,4,70,0,84123383740.0,3.2415,869922887.188,2.8813,33.8297,6679.7786,2042.3384,10.8119,0.0,0.0,0.0
1.0,1.0,1.0,31.9141078125,104.4769625,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,16,1.0,4,75,0,84453017809.4,3.2504,870112595.938,2.8796,34.1715,6686.5256,2042.5029,10.8121,0.0,0.0,0.0
1.0,1.0,1.0,31.8696171875,104.3939,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,16,1.0,4,80,0,83444853996.1,3.2153,870208515.484,2.8816,34.524,6681.2096,2039.6555,10.812,0.0,0.0,0.0
1.0,1.0,1.0,31.8896828125,104.729776563,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,16,1.0,4,85,0,84447780860.3,3.2503,869977297.484,2.8817,35.5921,6702.7057,2040.9397,10.8122,0.0,0.0,0.0
1.0,1.0,1.0,31.8904,104.664734375,128,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,16,1.0,4,90,0,83907732686.2,3.2323,870067706.531,2.8812,35.1645,6698.543,2040.9856,11.0123,0.0,0.0,0.0
