busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_batch_size,loader_pes_per_node,loader_progress_thread,loader_async,loader_async_threads,pep_progress_thread,pep_num_threads,pep_ibatch_size,pep_obatch_size,pep_pes_per_node,pep_no_preloading,pep_no_rdma,scale,enable_pep,more_params,objective,elapsed_sec
True,13,8,9,54,16,fifo,True,4,4,True,True,34,False,20,85,43,8,False,True,8,True,True,5.110746107098908,5.792884111404419
True,9,10,2,62,16,fifo,True,28,1,False,False,36,True,12,216,29,1,False,False,8,True,True,5.478048739548353,8.855707883834839
False,14,10,12,18,8,fifo,False,206,8,False,True,11,True,17,324,96,2,False,False,8,True,True,4.717927518547823,13.122668743133543
True,4,14,6,8,8,fifo,False,201,2,False,False,2,True,22,23,53,32,False,False,8,True,True,4.919096416716696,16.155946254730225
True,13,7,29,28,4,fifo_wait,True,93,2,True,False,1,False,17,85,662,8,True,False,8,True,True,5.042731198845692,19.21426773071289
True,5,12,8,14,2,fifo_wait,False,238,4,False,False,38,False,28,33,672,4,False,False,8,True,True,4.970081605003706,22.249369621276855
True,13,7,11,59,16,fifo_wait,False,11,2,False,False,18,False,11,10,15,16,False,True,8,True,True,5.085355584902357,25.28228187561035
True,15,7,26,24,8,fifo,True,180,8,True,True,34,True,23,222,230,16,False,True,8,True,True,4.68464848934759,28.316085815429688
True,6,16,10,12,32,fifo_wait,False,13,1,True,True,45,False,13,38,78,8,True,True,8,True,True,5.378722951441204,31.350998163223267
True,3,6,26,31,1,fifo_wait,False,5,8,False,False,3,True,25,82,44,1,True,False,8,True,True,5.563241493791913,34.38475155830383
False,14,10,27,35,16,fifo_wait,True,1690,2,True,True,46,False,26,221,25,1,True,True,8,True,True,5.259102092005739,41.91657876968384
False,15,13,21,2,1,fifo_wait,True,309,1,True,False,39,False,27,628,88,32,False,True,8,True,True,5.245181104838529,49.3584258556366
False,14,5,12,40,8,fifo,False,1355,4,False,False,23,True,24,563,1011,32,False,True,8,True,True,4.43052196226852,56.75847673416138
False,14,3,17,23,2,fifo,False,1932,16,True,False,57,True,13,40,856,32,True,False,8,True,True,4.667095499376485,64.40821194648743
True,2,14,27,28,32,fifo,False,376,8,True,True,8,True,10,177,748,16,False,False,8,True,True,4.475620711871598,71.872976064682
False,15,12,27,39,32,fifo,False,1477,16,False,True,17,True,12,662,979,32,False,True,8,True,True,4.18489832451603,79.35011744499207
True,11,2,29,3,32,fifo_wait,True,1720,1,True,True,25,True,5,712,915,32,False,True,8,True,True,5.129224767059778,86.70724129676819
False,3,11,15,11,4,fifo,False,198,1,False,False,16,True,10,47,1016,16,False,True,8,True,True,5.329296844965264,94.12551927566528
False,16,10,26,23,4,fifo_wait,True,1766,8,True,True,2,False,27,1000,955,4,False,False,8,True,True,4.38871621708109,101.63163590431212
